function_name	file	parameters	line_number
ModifierStartTurnWatchDamageRandom#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDamageRandom.coffee	action	28
ModifierStartTurnWatchDestroySelfAndEnemies#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDestroySelfAndEnemies.coffee	action	12
ModifierStartTurnWatchDispelAllEnemyMinionsDrawCard#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDispelAllEnemyMinionsDrawCard.coffee	action	19
ModifierStartTurnWatchEquipArtifact.createContextObject	app/sdk/modifiers/modifierStartTurnWatchEquipArtifact.coffee	amount=1, includedCards, options	22
ModifierStartTurnWatchEquipArtifact#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchEquipArtifact.coffee	action	28
ModifierStartTurnWatchImmolateDamagedMinions#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchImmolateDamagedMinions.coffee		13
ModifierStartTurnWatchPlaySpell.createContextObject	app/sdk/modifiers/modifierStartTurnWatchPlaySpell.coffee	cardDataOrIndexToCast, cardDescription,options	20
ModifierStartTurnWatchPlaySpell.getDescription	app/sdk/modifiers/modifierStartTurnWatchPlaySpell.coffee	modifierContextObject	26
ModifierStartTurnWatchPlaySpell#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchPlaySpell.coffee	action	32
ModifierStartTurnWatchPutCardInHand.createContextObject	app/sdk/modifiers/modifierStartTurnWatchPutCardInHand.coffee	cardData, options	14
ModifierStartTurnWatchPutCardInHand#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchPutCardInHand.coffee	action	19
ModifierStartTurnWatchPutCardInOpponentsHand.createContextObject	app/sdk/modifiers/modifierStartTurnWatchPutCardInOpponentsHand.coffee	cardDataOrIndexToSpawn, options	13
ModifierStartTurnWatchPutCardInOpponentsHand#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchPutCardInOpponentsHand.coffee	action	18
ModifierStartTurnWatchRemoveEntity#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchRemoveEntity.coffee	action	9
ModifierStartTurnWatchRespawnClones.createContextObject	app/sdk/modifiers/modifierStartTurnWatchRespawnClones.coffee	spawnSilently=false, options	22
ModifierStartTurnWatchRespawnClones#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchRespawnClones.coffee	action	27
ModifierStartTurnWatchRestoreChargeToArtifacts#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchRestoreChargeToArtifacts.coffee	action	9
ModifierStartTurnWatchSpawnEntity.createContextObject	app/sdk/modifiers/modifierStartTurnWatchSpawnEntity.coffee	cardDataOrIndexToSpawn, spawnDescription="", spawnCount=1, spawnPattern=CONFIG.PATTERN_3x3, spawnSilently=false, options	21
ModifierStartTurnWatchSpawnEntity.getDescription	app/sdk/modifiers/modifierStartTurnWatchSpawnEntity.coffee	modifierContextObject	30
ModifierStartTurnWatchSpawnEntity#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchSpawnEntity.coffee	action	45
ModifierStartTurnWatchSpawnEntity#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierStartTurnWatchSpawnEntity.coffee		60
ModifierStartTurnWatchSpawnEntity#getSpawnOwnerId	app/sdk/modifiers/modifierStartTurnWatchSpawnEntity.coffee	action	63
ModifierStartTurnWatchSpawnTile.getDescription	app/sdk/modifiers/modifierStartTurnWatchSpawnTile.coffee	modifierContextObject	15
ModifierStartTurnWatchSummonDervish.createContextObject	app/sdk/modifiers/modifierStartTurnWatchSummonDervish.coffee		22
ModifierStartTurnWatchSwapStats#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchSwapStats.coffee	action	15
ModifierStartTurnWatchTeleportRandomSpace#onTurnWatch	app/sdk/modifiers/modifierStartTurnWatchTeleportRandomSpace.coffee	action	14
ModifierStrikeback#onEvent	app/sdk/modifiers/modifierStrikeback.coffee	event	30
ModifierStrikeback#getIsActionRelevant	app/sdk/modifiers/modifierStrikeback.coffee	a	37
ModifierStrikeback#onBeforeAction	app/sdk/modifiers/modifierStrikeback.coffee	actionEvent	41
ModifierStrikeback#onEntitiesInvolvedInAttack	app/sdk/modifiers/modifierStrikeback.coffee	actionEvent	47
ModifierStrikeback#getCanReachEntity	app/sdk/modifiers/modifierStrikeback.coffee	entity	54
ModifierStunWhenAttacked#onAction	app/sdk/modifiers/modifierStunWhenAttacked.coffee	actionEvent	21
ModifierStunned#onApplyToCardBeforeSyncState	app/sdk/modifiers/modifierStunned.coffee		33
ModifierStunned#onValidateAction	app/sdk/modifiers/modifierStunned.coffee	event	41
ModifierSummonSelfOnReplace.getDescription	app/sdk/modifiers/modifierSummonSelfOnReplace.coffee	modifierContextObject	24
ModifierSummonSelfOnReplace#onAction	app/sdk/modifiers/modifierSummonSelfOnReplace.coffee	e	30
ModifierSummonWatch#onAfterCleanupAction	app/sdk/modifiers/modifierSummonWatch.coffee	e	22
ModifierSummonWatch#getIsActionRelevant	app/sdk/modifiers/modifierSummonWatch.coffee	action	31
ModifierSummonWatch#onSummonWatch	app/sdk/modifiers/modifierSummonWatch.coffee	action	34
ModifierSummonWatch#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatch.coffee	card	37
ModifierSummonWatchAnyPlayer#onAction	app/sdk/modifiers/modifierSummonWatchAnyPlayer.coffee	e	22
ModifierSummonWatchAnyPlayer#getIsActionRelevant	app/sdk/modifiers/modifierSummonWatchAnyPlayer.coffee	action	31
ModifierSummonWatchAnyPlayer#onSummonWatch	app/sdk/modifiers/modifierSummonWatchAnyPlayer.coffee	action	34
ModifierSummonWatchAnyPlayer#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchAnyPlayer.coffee	card	37
ModifierSummonWatchAnyPlayerApplyModifiers.createContextObject	app/sdk/modifiers/modifierSummonWatchAnyPlayerApplyModifiers.coffee	modifiersContextObjects, buffDescription, options	14
ModifierSummonWatchAnyPlayerApplyModifiers.getDescription	app/sdk/modifiers/modifierSummonWatchAnyPlayerApplyModifiers.coffee	modifierContextObject	20
ModifierSummonWatchAnyPlayerApplyModifiers#onSummonWatch	app/sdk/modifiers/modifierSummonWatchAnyPlayerApplyModifiers.coffee	action	26
ModifierSummonWatchAnyPlayerApplyModifiers#getIsValidBuffPosition	app/sdk/modifiers/modifierSummonWatchAnyPlayerApplyModifiers.coffee	summonedUnitPosition	35
ModifierSummonWatchAnyPlayerHsuku.createContextObject	app/sdk/modifiers/modifierSummonWatchAnyPlayerHsuku.coffee	options	22
ModifierSummonWatchAnyPlayerHsuku#onSummonWatch	app/sdk/modifiers/modifierSummonWatchAnyPlayerHsuku.coffee	action	48
ModifierSummonWatchAnyPlayerHsuku#isNearbyAnyGeneral	app/sdk/modifiers/modifierSummonWatchAnyPlayerHsuku.coffee	position	91
ModifierSummonWatchAnyPlayerHsuku#positionsAreNearbyEachOther	app/sdk/modifiers/modifierSummonWatchAnyPlayerHsuku.coffee	position1, position2	99
ModifierSummonWatchAnywhereByRaceBuffSelf#onActivate	app/sdk/modifiers/modifierSummonWatchAnywhereByRaceBuffSelf.coffee		15
ModifierSummonWatchApplyModifiers.createContextObject	app/sdk/modifiers/modifierSummonWatchApplyModifiers.coffee	modifiersContextObjects, buffDescription, options	14
ModifierSummonWatchApplyModifiers.getDescription	app/sdk/modifiers/modifierSummonWatchApplyModifiers.coffee	modifierContextObject	20
ModifierSummonWatchApplyModifiers#onSummonWatch	app/sdk/modifiers/modifierSummonWatchApplyModifiers.coffee	action	26
ModifierSummonWatchApplyModifiers#getIsValidBuffPosition	app/sdk/modifiers/modifierSummonWatchApplyModifiers.coffee	summonedUnitPosition	35
ModifierSummonWatchApplyModifiersToBoth.createContextObject	app/sdk/modifiers/modifierSummonWatchApplyModifiersToBoth.coffee	modifiersContextObjects, buffDescription, options	10
ModifierSummonWatchApplyModifiersToBoth#onSummonWatch	app/sdk/modifiers/modifierSummonWatchApplyModifiersToBoth.coffee	action	16
ModifierSummonWatchApplyModifiersToBoth#getIsValidBuffPosition	app/sdk/modifiers/modifierSummonWatchApplyModifiersToBoth.coffee	summonedUnitPosition	30
ModifierSummonWatchApplyModifiersToRanged#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchApplyModifiersToRanged.coffee	card	13
ModifierSummonWatchBuffSelf.createContextObject	app/sdk/modifiers/modifierSummonWatchBuffSelf.coffee	attackBuff=0, maxHPBuff=0, appliedName=null, options	15
ModifierSummonWatchBuffSelf.getDescription	app/sdk/modifiers/modifierSummonWatchBuffSelf.coffee	modifierContextObject	26
ModifierSummonWatchBuffSelf#onSummonWatch	app/sdk/modifiers/modifierSummonWatchBuffSelf.coffee	action	33
ModifierSummonWatchBurnOpponentCards.createContextObject	app/sdk/modifiers/modifierSummonWatchBurnOpponentCards.coffee	cardsToBurn=1, options	13
ModifierSummonWatchBurnOpponentCards#onSummonWatch	app/sdk/modifiers/modifierSummonWatchBurnOpponentCards.coffee	action	18
ModifierSummonWatchByCardBuffTarget.createContextObject	app/sdk/modifiers/modifierSummonWatchByCardBuffTarget.coffee	modContextObject, validCardIds, cardDescription, buffDescription, options=undefined	15
ModifierSummonWatchByCardBuffTarget.getDescription	app/sdk/modifiers/modifierSummonWatchByCardBuffTarget.coffee	modifierContextObject	23
ModifierSummonWatchByCardBuffTarget#onSummonWatch	app/sdk/modifiers/modifierSummonWatchByCardBuffTarget.coffee	action	30
ModifierSummonWatchByCardBuffTarget#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchByCardBuffTarget.coffee	card	36
ModifierSummonWatchByEntityBuffSelf.createContextObject	app/sdk/modifiers/modifierSummonWatchByEntityBuffSelf.coffee	attackBuff=0, maxHPBuff=0, @targetEntityId, cardName, options	17
ModifierSummonWatchByEntityBuffSelf.getDescription	app/sdk/modifiers/modifierSummonWatchByEntityBuffSelf.coffee	modifierContextObject	27
ModifierSummonWatchByEntityBuffSelf#onSummonWatch	app/sdk/modifiers/modifierSummonWatchByEntityBuffSelf.coffee	action	35
ModifierSummonWatchByEntityBuffSelf#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchByEntityBuffSelf.coffee	card	38
ModifierSummonWatchByRaceBuffSelf.createContextObject	app/sdk/modifiers/modifierSummonWatchByRaceBuffSelf.coffee	attackBuff=0, maxHPBuff=0, targetRaceId, buffAppliedName, options	11
ModifierSummonWatchByRaceBuffSelf#onSummonWatch	app/sdk/modifiers/modifierSummonWatchByRaceBuffSelf.coffee	action	17
ModifierSummonWatchByRaceBuffSelf#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchByRaceBuffSelf.coffee	card	20
ModifierSummonWatchByRaceDamageEnemyMinion.createContextObject	app/sdk/modifiers/modifierSummonWatchByRaceDamageEnemyMinion.coffee	damageAmount, targetRaceId, raceName, options	17
ModifierSummonWatchByRaceDamageEnemyMinion.getDescription	app/sdk/modifiers/modifierSummonWatchByRaceDamageEnemyMinion.coffee	modifierContextObject	24
ModifierSummonWatchByRaceDamageEnemyMinion#onSummonWatch	app/sdk/modifiers/modifierSummonWatchByRaceDamageEnemyMinion.coffee	action	31
ModifierSummonWatchByRaceDamageEnemyMinion#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchByRaceDamageEnemyMinion.coffee	card	38
ModifierSummonWatchByRaceHealToFull.createContextObject	app/sdk/modifiers/modifierSummonWatchByRaceHealToFull.coffee	targetRaceId, raceName, options	14
ModifierSummonWatchByRaceHealToFull.getDescription	app/sdk/modifiers/modifierSummonWatchByRaceHealToFull.coffee	modifierContextObject	20
ModifierSummonWatchByRaceHealToFull#onSummonWatch	app/sdk/modifiers/modifierSummonWatchByRaceHealToFull.coffee	action	26
ModifierSummonWatchByRaceHealToFull#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchByRaceHealToFull.coffee	card	32
ModifierSummonWatchByRaceSummonCopy.createContextObject	app/sdk/modifiers/modifierSummonWatchByRaceSummonCopy.coffee	targetRaceId, options	15
ModifierSummonWatchByRaceSummonCopy#onSummonWatch	app/sdk/modifiers/modifierSummonWatchByRaceSummonCopy.coffee	action	20
ModifierSummonWatchByRaceSummonCopy#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchByRaceSummonCopy.coffee	card	33
ModifierSummonWatchDreadnaught.getDescription	app/sdk/modifiers/modifierSummonWatchDreadnaught.coffee	modifierContextObject	14
ModifierSummonWatchDreadnaught#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchDreadnaught.coffee	card	21
ModifierSummonWatchFromActionBar#getIsActionRelevant	app/sdk/modifiers/modifierSummonWatchFromActionBar.coffee	action	11
ModifierSummonWatchFromActionBarAnyPlayer#onAction	app/sdk/modifiers/modifierSummonWatchFromActionBarAnyPlayer.coffee	e	22
ModifierSummonWatchFromActionBarAnyPlayer#getIsActionRelevant	app/sdk/modifiers/modifierSummonWatchFromActionBarAnyPlayer.coffee	action	31
ModifierSummonWatchFromActionBarAnyPlayer#onSummonWatch	app/sdk/modifiers/modifierSummonWatchFromActionBarAnyPlayer.coffee	action	34
ModifierSummonWatchFromActionBarAnyPlayer#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchFromActionBarAnyPlayer.coffee	card	37
ModifierSummonWatchFromActionBarAnyPlayerApplyModifiers.createContextObject	app/sdk/modifiers/modifierSummonWatchFromActionBarAnyPlayerApplyModifiers.coffee	modifiersContextObjects, buffDescription, options	14
ModifierSummonWatchFromActionBarAnyPlayerApplyModifiers.getDescription	app/sdk/modifiers/modifierSummonWatchFromActionBarAnyPlayerApplyModifiers.coffee	modifierContextObject	20
ModifierSummonWatchFromActionBarAnyPlayerApplyModifiers#onSummonWatch	app/sdk/modifiers/modifierSummonWatchFromActionBarAnyPlayerApplyModifiers.coffee	action	26
ModifierSummonWatchFromActionBarAnyPlayerApplyModifiers#getIsValidBuffPosition	app/sdk/modifiers/modifierSummonWatchFromActionBarAnyPlayerApplyModifiers.coffee	summonedUnitPosition	35
ModifierSummonWatchFromActionBarApplyModifiers#getIsActionRelevant	app/sdk/modifiers/modifierSummonWatchFromActionBarApplyModifiers.coffee	action	12
ModifierSummonWatchFromActionBarByOpeningGambitBuffSelf.createContextObject	app/sdk/modifiers/modifierSummonWatchFromActionBarByOpeningGambitBuffSelf.coffee	attackBuff=0, maxHPBuff=0, options=undefined	17
ModifierSummonWatchFromActionBarByOpeningGambitBuffSelf.getDescription	app/sdk/modifiers/modifierSummonWatchFromActionBarByOpeningGambitBuffSelf.coffee	modifierContextObject	24
ModifierSummonWatchFromActionBarByOpeningGambitBuffSelf#getIsActionRelevant	app/sdk/modifiers/modifierSummonWatchFromActionBarByOpeningGambitBuffSelf.coffee	action	31
ModifierSummonWatchFromActionBarByOpeningGambitBuffSelf#onSummonWatch	app/sdk/modifiers/modifierSummonWatchFromActionBarByOpeningGambitBuffSelf.coffee	action	35
ModifierSummonWatchFromActionBarByOpeningGambitBuffSelf#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchFromActionBarByOpeningGambitBuffSelf.coffee	card	39
ModifierSummonWatchFromActionBarByRaceBothPlayersDraw.createContextObject	app/sdk/modifiers/modifierSummonWatchFromActionBarByRaceBothPlayersDraw.coffee	targetRaceId, drawAmount, options	12
ModifierSummonWatchFromActionBarByRaceBothPlayersDraw#onSummonWatch	app/sdk/modifiers/modifierSummonWatchFromActionBarByRaceBothPlayersDraw.coffee	action	18
ModifierSummonWatchFromActionBarByRaceBothPlayersDraw#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchFromActionBarByRaceBothPlayersDraw.coffee	card	27
ModifierSummonWatchFromActionBarSpawnEntity#getIsActionRelevant	app/sdk/modifiers/modifierSummonWatchFromActionBarSpawnEntity.coffee	action	12
ModifierSummonWatchFromEggApplyModifiers.createContextObject	app/sdk/modifiers/modifierSummonWatchFromEggApplyModifiers.coffee	modifiersContextObjects, buffDescription, options	21
ModifierSummonWatchFromEggApplyModifiers.getDescription	app/sdk/modifiers/modifierSummonWatchFromEggApplyModifiers.coffee	modifierContextObject	27
ModifierSummonWatchFromEggApplyModifiers#onAction	app/sdk/modifiers/modifierSummonWatchFromEggApplyModifiers.coffee	e	33
ModifierSummonWatchHealSelf.createContextObject	app/sdk/modifiers/modifierSummonWatchHealSelf.coffee	healAmount=0, options	18
ModifierSummonWatchHealSelf#onSummonWatch	app/sdk/modifiers/modifierSummonWatchHealSelf.coffee	action	23
ModifierSummonWatchHealSelf#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchHealSelf.coffee	card	30
ModifierSummonWatchHydrax.createContextObject	app/sdk/modifiers/modifierSummonWatchHydrax.coffee	modifiersContextObjects, buffDescription, options	14
ModifierSummonWatchHydrax.getDescription	app/sdk/modifiers/modifierSummonWatchHydrax.coffee	modifierContextObject	20
ModifierSummonWatchHydrax#onSummonWatch	app/sdk/modifiers/modifierSummonWatchHydrax.coffee	action	26
ModifierSummonWatchHydrax#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchHydrax.coffee	card	35
ModifierSummonWatchIfLowAttackSummonedBuffSelf.createContextObject	app/sdk/modifiers/modifierSummonWatchIfLowAttackSummonedBuffSelf.coffee	attackBuff=0, maxHPBuff=0, maxAttackTrigger=0, appliedModifierName=null, options	17
ModifierSummonWatchIfLowAttackSummonedBuffSelf#onSummonWatch	app/sdk/modifiers/modifierSummonWatchIfLowAttackSummonedBuffSelf.coffee	action	29
ModifierSummonWatchMechsShareKeywords#onActivate	app/sdk/modifiers/modifierSummonWatchMechsShareKeywords.coffee		28
ModifierSummonWatchMechsShareKeywords#onSummonWatch	app/sdk/modifiers/modifierSummonWatchMechsShareKeywords.coffee	action	32
ModifierSummonWatchMechsShareKeywords#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchMechsShareKeywords.coffee	card	139
ModifierSummonWatchNearbyAnyPlayerApplyModifiers.createContextObject	app/sdk/modifiers/modifierSummonWatchNearbyAnyPlayerApplyModifiers.coffee	modifiersContextObjects, buffDescription, options	14
ModifierSummonWatchNearbyAnyPlayerApplyModifiers.getDescription	app/sdk/modifiers/modifierSummonWatchNearbyAnyPlayerApplyModifiers.coffee	modifierContextObject	20
ModifierSummonWatchNearbyAnyPlayerApplyModifiers#getIsValidBuffPosition	app/sdk/modifiers/modifierSummonWatchNearbyAnyPlayerApplyModifiers.coffee	summonedUnitPosition	26
ModifierSummonWatchNearbyApplyModifiers.createContextObject	app/sdk/modifiers/modifierSummonWatchNearbyApplyModifiers.coffee	modifiersContextObjects, buffDescription, options	14
ModifierSummonWatchNearbyApplyModifiers.getDescription	app/sdk/modifiers/modifierSummonWatchNearbyApplyModifiers.coffee	modifierContextObject	20
ModifierSummonWatchNearbyApplyModifiers#getIsValidBuffPosition	app/sdk/modifiers/modifierSummonWatchNearbyApplyModifiers.coffee	summonedUnitPosition	26
ModifierSummonWatchNearbyApplyModifiersOncePerTurn.createContextObject	app/sdk/modifiers/modifierSummonWatchNearbyApplyModifiersOncePerTurn.coffee	modifiersContextObjects, buffDescription, options	16
ModifierSummonWatchNearbyApplyModifiersOncePerTurn.getDescription	app/sdk/modifiers/modifierSummonWatchNearbyApplyModifiersOncePerTurn.coffee	modifierContextObject	22
ModifierSummonWatchNearbyApplyModifiersOncePerTurn#getIsValidBuffPosition	app/sdk/modifiers/modifierSummonWatchNearbyApplyModifiersOncePerTurn.coffee	summonedUnitPosition	28
ModifierSummonWatchNearbyApplyModifiersOncePerTurn#onStartTurn	app/sdk/modifiers/modifierSummonWatchNearbyApplyModifiersOncePerTurn.coffee	actionEvent	38
ModifierSummonWatchNearbyApplyModifiersToBoth.createContextObject	app/sdk/modifiers/modifierSummonWatchNearbyApplyModifiersToBoth.coffee	modifiersContextObjects, options	10
ModifierSummonWatchNearbyApplyModifiersToBoth#getIsValidBuffPosition	app/sdk/modifiers/modifierSummonWatchNearbyApplyModifiersToBoth.coffee	summonedUnitPosition	15
ModifierSummonWatchNearbyTransform#getIsValidTransformPosition	app/sdk/modifiers/modifierSummonWatchNearbyTransform.coffee	summonedUnitPosition	10
ModifierSummonWatchPutCardInHand.createContextObject	app/sdk/modifiers/modifierSummonWatchPutCardInHand.coffee	cardDataOrIndexToPutInHand, cardDescription,options	16
ModifierSummonWatchPutCardInHand.getDescription	app/sdk/modifiers/modifierSummonWatchPutCardInHand.coffee	modifierContextObject	22
ModifierSummonWatchPutCardInHand#onSummonWatch	app/sdk/modifiers/modifierSummonWatchPutCardInHand.coffee	action	28
ModifierSummonWatchSpawnEntity.createContextObject	app/sdk/modifiers/modifierSummonWatchSpawnEntity.coffee	cardDataOrIndexToSpawn, spawnDescription="", spawnCount=1, spawnPattern=CONFIG.PATTERN_3x3, spawnSilently=false, options	22
ModifierSummonWatchSpawnEntity.getDescription	app/sdk/modifiers/modifierSummonWatchSpawnEntity.coffee	modifierContextObject	31
ModifierSummonWatchSpawnEntity#onSummonWatch	app/sdk/modifiers/modifierSummonWatchSpawnEntity.coffee	action	46
ModifierSummonWatchSpawnEntity#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierSummonWatchSpawnEntity.coffee		61
ModifierSummonWatchSpawnEntity#getSpawnOwnerId	app/sdk/modifiers/modifierSummonWatchSpawnEntity.coffee	action	64
ModifierSummonWatchSpawnEntity#getIsCardRelevantToWatcher	app/sdk/modifiers/modifierSummonWatchSpawnEntity.coffee	card	67
ModifierSummonWatchTransform.createContextObject	app/sdk/modifiers/modifierSummonWatchTransform.coffee	cardDataOrIndexToSpawn, options	15
ModifierSummonWatchTransform#onSummonWatch	app/sdk/modifiers/modifierSummonWatchTransform.coffee	action	20
ModifierSummonWatchTransform#getIsValidTransformPosition	app/sdk/modifiers/modifierSummonWatchTransform.coffee	summonedUnitPosition	35
ModifierSurviveDamageWatch#onAfterCleanupAction	app/sdk/modifiers/modifierSurviveDamageWatch.coffee	e	20
ModifierSurviveDamageWatch#onSurviveDamage	app/sdk/modifiers/modifierSurviveDamageWatch.coffee	action	28
ModifierSurviveDamageWatchBur#onSurviveDamage	app/sdk/modifiers/modifierSurviveDamageWatchBur.coffee	action	18
ModifierSurviveDamageWatchReturnToHand#onSurviveDamage	app/sdk/modifiers/modifierSurviveDamageWatchReturnToHand.coffee		16
ModifierSwitchAllegiancesGainAttack.createContextObject	app/sdk/modifiers/modifierSwitchAllegiancesGainAttack.coffee	options	22
ModifierSwitchAllegiancesGainAttack#onActivate	app/sdk/modifiers/modifierSwitchAllegiancesGainAttack.coffee		26
ModifierSynergize#onAfterCleanupAction	app/sdk/modifiers/modifierSynergize.coffee	e	25
ModifierSynergize#onSynergize	app/sdk/modifiers/modifierSynergize.coffee	action	34
ModifierSynergizeApplyModifiers.createContextObject	app/sdk/modifiers/modifierSynergizeApplyModifiers.coffee	modifiersContextObjects, managedByCard=false, auraIncludeSelf=true, auraIncludeAlly=true, auraIncludeEnemy=true, auraIncludeGeneral=true, auraRadius=1, description, options	28
ModifierSynergizeApplyModifiers.createContextObjectForAllUnitsAndGenerals	app/sdk/modifiers/modifierSynergizeApplyModifiers.coffee	modifiersContextObjects, managedByCard, description, options	40
ModifierSynergizeApplyModifiers.createContextObjectForAllies	app/sdk/modifiers/modifierSynergizeApplyModifiers.coffee	modifiersContextObjects, managedByCard, auraRadius, description, options	43
ModifierSynergizeApplyModifiers.createContextObjectForNearbyAllies	app/sdk/modifiers/modifierSynergizeApplyModifiers.coffee	modifiersContextObjects, managedByCard, description, options	46
ModifierSynergizeApplyModifiers.createContextObjectForAllAllies	app/sdk/modifiers/modifierSynergizeApplyModifiers.coffee	modifiersContextObjects, managedByCard, description, options	49
ModifierSynergizeApplyModifiers.createContextObjectForEnemies	app/sdk/modifiers/modifierSynergizeApplyModifiers.coffee	modifiersContextObjects, managedByCard, auraRadius, description, options	52
ModifierSynergizeApplyModifiers.createContextObjectForNearbyEnemies	app/sdk/modifiers/modifierSynergizeApplyModifiers.coffee	modifiersContextObjects, managedByCard, description, options	55
ModifierSynergizeApplyModifiers.createContextObjectForAllEnemies	app/sdk/modifiers/modifierSynergizeApplyModifiers.coffee	modifiersContextObjects, managedByCard, description, options	58
ModifierSynergizeApplyModifiers.createContextObjectForAllAlliesAndSelf	app/sdk/modifiers/modifierSynergizeApplyModifiers.coffee	modifiersContextObjects, managedByCard, description, options	61
ModifierSynergizeApplyModifiers#onSynergize	app/sdk/modifiers/modifierSynergizeApplyModifiers.coffee		64
ModifierSynergizeApplyModifiers#getAffectedEntities	app/sdk/modifiers/modifierSynergizeApplyModifiers.coffee		73
ModifierSynergizeApplyModifiersToGeneral.createContextObject	app/sdk/modifiers/modifierSynergizeApplyModifiersToGeneral.coffee	modifiersContextObjects, applyToOwnGeneral=false, applyToEnemyGeneral=false, description, options	24
ModifierSynergizeApplyModifiersToGeneral#onSynergize	app/sdk/modifiers/modifierSynergizeApplyModifiersToGeneral.coffee		32
ModifierSynergizeApplyModifiersToGeneral#getAffectedEntities	app/sdk/modifiers/modifierSynergizeApplyModifiersToGeneral.coffee		38
ModifierSynergizeApplyModifiersToWraithlings.createContextObject	app/sdk/modifiers/modifierSynergizeApplyModifiersToWraithlings.coffee	modifiersContextObjects, auraRadius, description, options	14
ModifierSynergizeApplyModifiersToWraithlings#getAffectedEntities	app/sdk/modifiers/modifierSynergizeApplyModifiersToWraithlings.coffee	action	19
ModifierSynergizeBuffSelf.createContextObject	app/sdk/modifiers/modifierSynergizeBuffSelf.coffee	modifiers, options=undefined	12
ModifierSynergizeBuffSelf#onSynergize	app/sdk/modifiers/modifierSynergizeBuffSelf.coffee	action	17
ModifierSynergizeDamageClosestEnemy.createContextObject	app/sdk/modifiers/modifierSynergizeDamageClosestEnemy.coffee	damageAmount, options=undefined	14
ModifierSynergizeDamageClosestEnemy#onSynergize	app/sdk/modifiers/modifierSynergizeDamageClosestEnemy.coffee	action	19
ModifierSynergizeDamageEnemy.createContextObject	app/sdk/modifiers/modifierSynergizeDamageEnemy.coffee	damageAmount, options=undefined	14
ModifierSynergizeDamageEnemy.getDescription	app/sdk/modifiers/modifierSynergizeDamageEnemy.coffee	modifierContextObject	19
ModifierSynergizeDamageEnemy#onSynergize	app/sdk/modifiers/modifierSynergizeDamageEnemy.coffee	action	25
ModifierSynergizeDamageEnemyGeneral.createContextObject	app/sdk/modifiers/modifierSynergizeDamageEnemyGeneral.coffee	damageAmount, options	15
ModifierSynergizeDamageEnemyGeneral.getDescription	app/sdk/modifiers/modifierSynergizeDamageEnemyGeneral.coffee	modifierContextObject	20
ModifierSynergizeDamageEnemyGeneral#onSynergize	app/sdk/modifiers/modifierSynergizeDamageEnemyGeneral.coffee	action	26
ModifierSynergizeDrawBloodboundSpell#onSynergize	app/sdk/modifiers/modifierSynergizeDrawBloodboundSpell.coffee	action	11
ModifierSynergizeHealMyGeneral.createContextObject	app/sdk/modifiers/modifierSynergizeHealMyGeneral.coffee	healAmount, options	15
ModifierSynergizeHealMyGeneral.getDescription	app/sdk/modifiers/modifierSynergizeHealMyGeneral.coffee	modifierContextObject	20
ModifierSynergizeHealMyGeneral#onSynergize	app/sdk/modifiers/modifierSynergizeHealMyGeneral.coffee	action	26
ModifierSynergizePutCardInHand.createContextObject	app/sdk/modifiers/modifierSynergizePutCardInHand.coffee	cardDataOrIndexToPutInHand, options=undefined	13
ModifierSynergizePutCardInHand#onSynergize	app/sdk/modifiers/modifierSynergizePutCardInHand.coffee	action	18
ModifierSynergizeRazorArchitect#onSynergize	app/sdk/modifiers/modifierSynergizeRazorArchitect.coffee	action	11
ModifierSynergizeRefreshSpell#onSynergize	app/sdk/modifiers/modifierSynergizeRefreshSpell.coffee	action	12
