child_class	parent_class	file
ModifierRangedProvoked	Modifier	app/sdk/modifiers/modifierRangedProvoked.coffee
ModifierRebirth	ModifierOnDyingSpawnEntity	app/sdk/modifiers/modifierRebirth.coffee
ModifierReduceCostOfMinionsAndDamageThem	ModifierSummonWatch	app/sdk/modifiers/modifierReduceCostOfMinionsAndDamageThem.coffee
ModifierRemoveAndReplaceEntity	Modifier	app/sdk/modifiers/modifierRemoveAndReplaceEntity.coffee
ModifierReplaceWatch	Modifier	app/sdk/modifiers/modifierReplaceWatch.coffee
ModifierReplaceWatchApplyModifiersToReplaced	ModifierReplaceWatch	app/sdk/modifiers/modifierReplaceWatchApplyModifiersToReplaced.coffee
ModifierReplaceWatchBuffSelf	ModifierReplaceWatch	app/sdk/modifiers/modifierReplaceWatchBuffSelf.coffee
ModifierReplaceWatchDamageEnemy	ModifierReplaceWatch	app/sdk/modifiers/modifierReplaceWatchDamageEnemy.coffee
ModifierReplaceWatchShuffleCardIntoDeck	ModifierReplaceWatch	app/sdk/modifiers/modifierReplaceWatchShuffleCardIntoDeck.coffee
ModifierReplaceWatchSpawnEntity	ModifierReplaceWatch	app/sdk/modifiers/modifierReplaceWatchSpawnEntity.coffee
ModifierRook	ModifierEndTurnWatch	app/sdk/modifiers/modifierRook.coffee
ModifierSandPortal	ModifierSummonWatchFromActionBar	app/sdk/modifiers/modifierSandPortal.coffee
ModifierSecondWind	Modifier	app/sdk/modifiers/modifierSecondWind.coffee
ModifierSelfDamageAreaAttack	Modifier	app/sdk/modifiers/modifierSelfDamageAreaAttack.coffee
ModifierSentinel	ModifierOverwatch	app/sdk/modifiers/modifierSentinel.coffee
ModifierSentinelHidden	ModifierOverwatchHidden	app/sdk/modifiers/modifierSentinelHidden.coffee
ModifierSentinelOpponentGeneralAttack	ModifierSentinel	app/sdk/modifiers/modifierSentinelOpponentGeneralAttack.coffee
ModifierSentinelOpponentGeneralAttackHealEnemyGeneralDrawCard	ModifierSentinel	app/sdk/modifiers/modifierSentinelOpponentGeneralAttackHealEnemyGeneralDrawCard.coffee
ModifierSentinelOpponentSpellCast	ModifierSentinel	app/sdk/modifiers/modifierSentinelOpponentSpellCast.coffee
ModifierSentinelOpponentSpellCastRefundManaDrawCard	ModifierSentinel	app/sdk/modifiers/modifierSentinelOpponentSpellCastRefundManaDrawCard.coffee
ModifierSentinelOpponentSummon	ModifierSentinel	app/sdk/modifiers/modifierSentinelOpponentSummon.coffee
ModifierSentinelOpponentSummonBuffItDrawCard	ModifierSentinelOpponentSummon	app/sdk/modifiers/modifierSentinelOpponentSummonBuffItDrawCard.coffee
ModifierSentinelOpponentSummonCopyIt	ModifierSentinelOpponentSummon	app/sdk/modifiers/modifierSentinelOpponentSummonCopyIt.coffee
ModifierSentinelOpponentSummonDamageIt	ModifierSentinelOpponentSummon	app/sdk/modifiers/modifierSentinelOpponentSummonDamageIt.coffee
ModifierSentinelOpponentSummonSwapPlaces	ModifierSentinelOpponentSummon	app/sdk/modifiers/modifierSentinelOpponentSummonSwapPlaces.coffee
ModifierSentinelSetup	Modifier	app/sdk/modifiers/modifierSentinelSetup.coffee
ModifierShadowScar	ModifierDyingWish	app/sdk/modifiers/modifierShadowScar.coffee
ModifierShatteringHeart	Modifier	app/sdk/modifiers/modifierShatteringHeart.coffee
ModifierSilence	Modifier	app/sdk/modifiers/modifierSilence.coffee
ModifierSituationalBuffSelf	Modifier	app/sdk/modifiers/modifierSituationalBuffSelf.coffee
ModifierSituationalBuffSelfIfFullHealth	ModifierSituationalBuffSelf	app/sdk/modifiers/modifierSituationalBuffSelfIfFullHealth.coffee
ModifierSituationalBuffSelfIfHaveMech	ModifierSituationalBuffSelf	app/sdk/modifiers/modifierSituationalBuffSelfIfHaveMech.coffee
ModifierSituationalBuffSelfIfSpriggin	ModifierSituationalBuffSelf	app/sdk/modifiers/modifierSituationalBuffSelfIfSpriggin.coffee
ModifierSnowRippler	ModifierDealDamageWatch	app/sdk/modifiers/modifierSnowRippler.coffee
ModifierSpawnedFromEgg	Modifier	app/sdk/modifiers/modifierSpawnedFromEgg.coffee
ModifierSpellDamageWatch	Modifier	app/sdk/modifiers/modifierSpellDamageWatch.coffee
ModifierSpellDamageWatchPutCardInHand	ModifierSpellDamageWatch	app/sdk/modifiers/modifierSpellDamageWatchPutCardInHand.coffee
ModifierSpellWatch	Modifier	app/sdk/modifiers/modifierSpellWatch.coffee
ModifierSpellWatchAnywhereApplyModifiers	Modifier	app/sdk/modifiers/modifierSpellWatchAnywhereApplyModifiers.coffee
ModifierSpellWatchApplyModifiers	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchApplyModifiers.coffee
ModifierSpellWatchBloodLeech	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchBloodLeech.coffee
ModifierSpellWatchBuffAllies	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchBuffAllies.coffee
ModifierSpellWatchBuffAlliesByRace	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchBuffAlliesByRace.coffee
ModifierSpellWatchDamageAllMinions	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchDamageAllMinions.coffee
ModifierSpellWatchDamageGeneral	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchDamageGeneral.coffee
ModifierSpellWatchDrawCard	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchDrawCard.coffee
ModifierSpellWatchDrawRandomArcanyst	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchDrawRandomArcanyst.coffee
ModifierSpellWatchPutCardInHand	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchPutCardInHand.coffee
ModifierSpellWatchScientist	Modifier	app/sdk/modifiers/modifierSpellWatchScientist.coffee
ModifierSpellWatchSpawnEntity	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchSpawnEntity.coffee
ModifierSpiritScribe	ModifierSummonWatch	app/sdk/modifiers/modifierSpiritScribe.coffee
ModifierSprigginDiesBuffSelf	Modifier	app/sdk/modifiers/modifierSprigginDiesBuffSelf.coffee
ModifierStackingShadows	ModifierEndTurnWatch	app/sdk/modifiers/modifierStackingShadows.coffee
ModifierStackingShadowsBonusDamage	Modifier	app/sdk/modifiers/modifierStackingShadowsBonusDamage.coffee
ModifierStackingShadowsBonusDamageEqualNumberTiles	ModifierStackingShadowsBonusDamage	app/sdk/modifiers/modifierStackingShadowsBonusDamageEqualNumberTiles.coffee
ModifierStackingShadowsBonusDamageUnique	ModifierStackingShadowsBonusDamage	app/sdk/modifiers/modifierStackingShadowsBonusDamageUnique.coffee
ModifierStackingShadowsDebuff	Modifier	app/sdk/modifiers/modifierStackingShadowsDebuff.coffee
ModifierStartOpponentsTurnWatch	Modifier	app/sdk/modifiers/modifierStartOpponentsTurnWatch.coffee
ModifierStartOpponentsTurnWatchRemoveEntity	ModifierStartOpponentsTurnWatch	app/sdk/modifiers/modifierStartOpponentsTurnWatchRemoveEntity.coffee
ModifierStartTurnWatch	Modifier	app/sdk/modifiers/modifierStartTurnWatch.coffee
ModifierStartTurnWatchApplyTempArtifactModifier	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchApplyTempArtifactModifier.coffee
ModifierStartTurnWatchBounceToActionBar	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchBounceToActionBar.coffee
ModifierStartTurnWatchBuffSelf	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchBuffSelf.coffee
ModifierStartTurnWatchDamageAndBuffSelf	ModifierStartTurnWatchBuffSelf	app/sdk/modifiers/modifierStartTurnWatchDamageAndBuffSelf.coffee
ModifierStartTurnWatchDamageEnemiesInRow	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDamageEnemiesInRow.coffee
ModifierStartTurnWatchDamageEnemyGeneralBuffSelf	ModifierStartTurnWatchBuffSelf	app/sdk/modifiers/modifierStartTurnWatchDamageEnemyGeneralBuffSelf.coffee
ModifierStartTurnWatchDamageGeneralEqualToMinionsOwned	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDamageGeneralEqualToMinionsOwned.coffee
ModifierStartTurnWatchDamageMyGeneral	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDamageMyGeneral.coffee
ModifierStartTurnWatchDamageRandom	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDamageRandom.coffee
ModifierStartTurnWatchDestroySelfAndEnemies	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDestroySelfAndEnemies.coffee
ModifierStartTurnWatchDispelAllEnemyMinionsDrawCard	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDispelAllEnemyMinionsDrawCard.coffee
ModifierStartTurnWatchEquipArtifact	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchEquipArtifact.coffee
ModifierStartTurnWatchImmolateDamagedMinions	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchImmolateDamagedMinions.coffee
ModifierStartTurnWatchPlaySpell	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchPlaySpell.coffee
ModifierStartTurnWatchPutCardInHand	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchPutCardInHand.coffee
ModifierStartTurnWatchPutCardInOpponentsHand	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchPutCardInOpponentsHand.coffee
ModifierStartTurnWatchRemoveEntity	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchRemoveEntity.coffee
ModifierStartTurnWatchRespawnClones	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchRespawnClones.coffee
ModifierStartTurnWatchRestoreChargeToArtifacts	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchRestoreChargeToArtifacts.coffee
ModifierStartTurnWatchSpawnEntity	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchSpawnEntity.coffee
ModifierStartTurnWatchSpawnTile	ModifierStartTurnWatchSpawnEntity	app/sdk/modifiers/modifierStartTurnWatchSpawnTile.coffee
ModifierStartTurnWatchSummonDervish	ModifierStartTurnWatchSpawnEntity	app/sdk/modifiers/modifierStartTurnWatchSummonDervish.coffee
ModifierStartTurnWatchSwapStats	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchSwapStats.coffee
ModifierStartTurnWatchTeleportRandomSpace	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchTeleportRandomSpace.coffee
ModifierStartsInHand	Modifier	app/sdk/modifiers/modifierStartsInHand.coffee
ModifierStrikeback	Modifier	app/sdk/modifiers/modifierStrikeback.coffee
ModifierStun	ModifierStunned	app/sdk/modifiers/modifierStun.coffee
ModifierStunWhenAttacked	Modifier	app/sdk/modifiers/modifierStunWhenAttacked.coffee
ModifierStunned	Modifier	app/sdk/modifiers/modifierStunned.coffee
ModifierStunnedVanar	ModifierStunned	app/sdk/modifiers/modifierStunnedVanar.coffee
ModifierSummonSelfOnReplace	Modifier	app/sdk/modifiers/modifierSummonSelfOnReplace.coffee
ModifierSummonWatch	Modifier	app/sdk/modifiers/modifierSummonWatch.coffee
ModifierSummonWatchAnyPlayer	Modifier	app/sdk/modifiers/modifierSummonWatchAnyPlayer.coffee
ModifierSummonWatchAnyPlayerApplyModifiers	ModifierSummonWatchAnyPlayer	app/sdk/modifiers/modifierSummonWatchAnyPlayerApplyModifiers.coffee
ModifierSummonWatchAnyPlayerHsuku	ModifierSummonWatchAnyPlayer	app/sdk/modifiers/modifierSummonWatchAnyPlayerHsuku.coffee
ModifierSummonWatchAnywhereByRaceBuffSelf	ModifierSummonWatchByRaceBuffSelf	app/sdk/modifiers/modifierSummonWatchAnywhereByRaceBuffSelf.coffee
ModifierSummonWatchApplyModifiers	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchApplyModifiers.coffee
ModifierSummonWatchApplyModifiersToBoth	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchApplyModifiersToBoth.coffee
ModifierSummonWatchApplyModifiersToRanged	ModifierSummonWatchApplyModifiers	app/sdk/modifiers/modifierSummonWatchApplyModifiersToRanged.coffee
ModifierSummonWatchBuffSelf	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchBuffSelf.coffee
ModifierSummonWatchBurnOpponentCards	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchBurnOpponentCards.coffee
ModifierSummonWatchByCardBuffTarget	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchByCardBuffTarget.coffee
ModifierSummonWatchByEntityBuffSelf	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchByEntityBuffSelf.coffee
ModifierSummonWatchByRaceBuffSelf	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchByRaceBuffSelf.coffee
ModifierSummonWatchByRaceDamageEnemyMinion	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchByRaceDamageEnemyMinion.coffee
ModifierSummonWatchByRaceHealToFull	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchByRaceHealToFull.coffee
ModifierSummonWatchByRaceSummonCopy	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchByRaceSummonCopy.coffee
ModifierSummonWatchDreadnaught	ModifierSummonWatchByCardBuffTarget	app/sdk/modifiers/modifierSummonWatchDreadnaught.coffee
ModifierSummonWatchFromActionBar	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchFromActionBar.coffee
ModifierSummonWatchFromActionBarAnyPlayer	Modifier	app/sdk/modifiers/modifierSummonWatchFromActionBarAnyPlayer.coffee
ModifierSummonWatchFromActionBarAnyPlayerApplyModifiers	ModifierSummonWatchFromActionBarAnyPlayer	app/sdk/modifiers/modifierSummonWatchFromActionBarAnyPlayerApplyModifiers.coffee
ModifierSummonWatchFromActionBarApplyModifiers	ModifierSummonWatchApplyModifiers	app/sdk/modifiers/modifierSummonWatchFromActionBarApplyModifiers.coffee
ModifierSummonWatchFromActionBarByOpeningGambitBuffSelf	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchFromActionBarByOpeningGambitBuffSelf.coffee
ModifierSummonWatchFromActionBarByRaceBothPlayersDraw	ModifierSummonWatchFromActionBar	app/sdk/modifiers/modifierSummonWatchFromActionBarByRaceBothPlayersDraw.coffee
ModifierSummonWatchFromActionBarSpawnEntity	ModifierSummonWatchSpawnEntity	app/sdk/modifiers/modifierSummonWatchFromActionBarSpawnEntity.coffee
ModifierSummonWatchFromEggApplyModifiers	Modifier	app/sdk/modifiers/modifierSummonWatchFromEggApplyModifiers.coffee
ModifierSummonWatchHealSelf	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchHealSelf.coffee
ModifierSummonWatchHydrax	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchHydrax.coffee
ModifierSummonWatchIfLowAttackSummonedBuffSelf	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchIfLowAttackSummonedBuffSelf.coffee
ModifierSummonWatchMechsShareKeywords	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchMechsShareKeywords.coffee
ModifierSummonWatchNearbyAnyPlayerApplyModifiers	ModifierSummonWatchAnyPlayerApplyModifiers	app/sdk/modifiers/modifierSummonWatchNearbyAnyPlayerApplyModifiers.coffee
ModifierSummonWatchNearbyApplyModifiers	ModifierSummonWatchApplyModifiers	app/sdk/modifiers/modifierSummonWatchNearbyApplyModifiers.coffee
ModifierSummonWatchNearbyApplyModifiersOncePerTurn	ModifierSummonWatchNearbyApplyModifiers	app/sdk/modifiers/modifierSummonWatchNearbyApplyModifiersOncePerTurn.coffee
ModifierSummonWatchNearbyApplyModifiersToBoth	ModifierSummonWatchApplyModifiersToBoth	app/sdk/modifiers/modifierSummonWatchNearbyApplyModifiersToBoth.coffee
ModifierSummonWatchNearbyTransform	ModifierSummonWatchTransform	app/sdk/modifiers/modifierSummonWatchNearbyTransform.coffee
ModifierSummonWatchPutCardInHand	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchPutCardInHand.coffee
ModifierSummonWatchSpawnEntity	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchSpawnEntity.coffee
ModifierSummonWatchTransform	ModifierSummonWatch	app/sdk/modifiers/modifierSummonWatchTransform.coffee
ModifierSurviveDamageWatch	Modifier	app/sdk/modifiers/modifierSurviveDamageWatch.coffee
ModifierSurviveDamageWatchBur	ModifierSurviveDamageWatch	app/sdk/modifiers/modifierSurviveDamageWatchBur.coffee
ModifierSurviveDamageWatchReturnToHand	ModifierSurviveDamageWatch	app/sdk/modifiers/modifierSurviveDamageWatchReturnToHand.coffee
ModifierSwitchAllegiancesGainAttack	Modifier	app/sdk/modifiers/modifierSwitchAllegiancesGainAttack.coffee
ModifierSynergize	Modifier	app/sdk/modifiers/modifierSynergize.coffee
ModifierSynergizeApplyModifiers	ModifierSynergize	app/sdk/modifiers/modifierSynergizeApplyModifiers.coffee
ModifierSynergizeApplyModifiersToGeneral	ModifierSynergize	app/sdk/modifiers/modifierSynergizeApplyModifiersToGeneral.coffee
ModifierSynergizeApplyModifiersToWraithlings	ModifierSynergizeApplyModifiers	app/sdk/modifiers/modifierSynergizeApplyModifiersToWraithlings.coffee
ModifierSynergizeBuffSelf	ModifierSynergize	app/sdk/modifiers/modifierSynergizeBuffSelf.coffee
ModifierSynergizeDamageClosestEnemy	ModifierSynergize	app/sdk/modifiers/modifierSynergizeDamageClosestEnemy.coffee
ModifierSynergizeDamageEnemy	ModifierSynergize	app/sdk/modifiers/modifierSynergizeDamageEnemy.coffee
ModifierSynergizeDamageEnemyGeneral	ModifierSynergize	app/sdk/modifiers/modifierSynergizeDamageEnemyGeneral.coffee
ModifierSynergizeDrawBloodboundSpell	ModifierSynergize	app/sdk/modifiers/modifierSynergizeDrawBloodboundSpell.coffee
ModifierSynergizeHealMyGeneral	ModifierSynergize	app/sdk/modifiers/modifierSynergizeHealMyGeneral.coffee
ModifierSynergizePutCardInHand	ModifierSynergize	app/sdk/modifiers/modifierSynergizePutCardInHand.coffee
ModifierSynergizeRazorArchitect	ModifierSynergize	app/sdk/modifiers/modifierSynergizeRazorArchitect.coffee
ModifierSynergizeRefreshSpell	ModifierSynergize	app/sdk/modifiers/modifierSynergizeRefreshSpell.coffee
ModifierSynergizeSpawnEntityFromDeck	Modifier	app/sdk/modifiers/modifierSynergizeSpawnEntityFromDeck.coffee
ModifierSynergizeSpawnVanarToken	ModifierSynergize	app/sdk/modifiers/modifierSynergizeSpawnVanarToken.coffee
ModifierSynergizeSummonMinionNearGeneral	ModifierSynergize	app/sdk/modifiers/modifierSynergizeSummonMinionNearGeneral.coffee
ModifierSynergizeSummonMinionNearby	ModifierSynergize	app/sdk/modifiers/modifierSynergizeSummonMinionNearby.coffee
ModifierSynergizeTeleportRandomEnemy	ModifierSynergize	app/sdk/modifiers/modifierSynergizeTeleportRandomEnemy.coffee
ModifierTakeDamageWatch	Modifier	app/sdk/modifiers/modifierTakeDamageWatch.coffee
ModifierTakeDamageWatchDamageAllEnemies	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchDamageAllEnemies.coffee
ModifierTakeDamageWatchDamageAttacker	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchDamageAttacker.coffee
ModifierTakeDamageWatchDamageEnemy	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchDamageEnemy.coffee
ModifierTakeDamageWatchDamageEnemyGeneralForSame	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchDamageEnemyGeneralForSame.coffee
ModifierTakeDamageWatchDamageNearbyEnemiesForSame	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchDamageNearbyEnemiesForSame.coffee
ModifierTakeDamageWatchDestroy	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchDestroy.coffee
ModifierTakeDamageWatchDispel	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchDispel.coffee
ModifierTakeDamageWatchHealMyGeneral	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchHealMyGeneral.coffee
ModifierTakeDamageWatchJuggernaut	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchJuggernaut.coffee
ModifierTakeDamageWatchOpponentDrawCard	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchOpponentDrawCard.coffee
ModifierTakeDamageWatchPutCardInHand	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchPutCardInHand.coffee
ModifierTakeDamageWatchRandomTeleport	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchRandomTeleport.coffee
ModifierTakeDamageWatchSpawnEntity	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchSpawnEntity.coffee
ModifierTakeDamageWatchSpawnRandomBattlePet	ModifierTakeDamageWatchSpawnEntity	app/sdk/modifiers/modifierTakeDamageWatchSpawnRandomBattlePet.coffee
ModifierTakeDamageWatchSpawnRandomHaunt	ModifierTakeDamageWatchSpawnEntity	app/sdk/modifiers/modifierTakeDamageWatchSpawnRandomHaunt.coffee
ModifierTakeDamageWatchSpawnRandomToken	ModifierTakeDamageWatchSpawnEntity	app/sdk/modifiers/modifierTakeDamageWatchSpawnRandomToken.coffee
ModifierTakeDamageWatchSpawnShadowCreep	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchSpawnShadowCreep.coffee
ModifierTakeDamageWatchSpawnWraithlings	ModifierTakeDamageWatch	app/sdk/modifiers/modifierTakeDamageWatchSpawnWraithlings.coffee
ModifierTakesDoubleDamage	Modifier	app/sdk/modifiers/modifierTakesDoubleDamage.coffee
ModifierTamedBattlePet	Modifier	app/sdk/modifiers/modifierTamedBattlePet.coffee
ModifierToggleStructure	Modifier	app/sdk/modifiers/modifierToggleStructure.coffee
ModifierToken	Modifier	app/sdk/modifiers/modifierToken.coffee
ModifierTokenCreator	Modifier	app/sdk/modifiers/modifierTokenCreator.coffee
ModifierTranscendance	Modifier	app/sdk/modifiers/modifierTranscendance.coffee
ModifierTransformed	Modifier	app/sdk/modifiers/modifierTransformed.coffee
ModifierUnseven	ModifierDyingWish	app/sdk/modifiers/modifierUnseven.coffee
ModifierUntargetable	Modifier	app/sdk/modifiers/modifierUntargetable.coffee
ModifierWall	Modifier	app/sdk/modifiers/modifierWall.coffee
ModifierWhenAttackedDestroyThis	Modifier	app/sdk/modifiers/modifierWhenAttackedDestroyThis.coffee
ModifierWildTahr	ModifierEnemyAttackWatch	app/sdk/modifiers/modifierWildTahr.coffee
ModifierWraithlingFury	Modifier	app/sdk/modifiers/modifierWraithlingFury.coffee
Player	SDKObject	app/sdk/player.coffee
PlayerModiferCanSummonAnywhere	PlayerModifier	app/sdk/playerModifiers/playerModiferCanSummonAnywhere.coffee
PlayerModifier	Modifier	app/sdk/playerModifiers/playerModifier.coffee
PlayerModifierAncestralPact	PlayerModifier	app/sdk/playerModifiers/playerModifierAncestralPact.coffee
PlayerModifierBattlePetManager	PlayerModifier	app/sdk/playerModifiers/playerModifierBattlePetManager.coffee
PlayerModifierCannotReplace	PlayerModifier	app/sdk/playerModifiers/playerModifierCannotReplace.coffee
PlayerModifierCardDrawModifier	PlayerModifier	app/sdk/playerModifiers/playerModifierCardDrawModifier.coffee
PlayerModifierChangeSignatureCard	PlayerModifier	app/sdk/playerModifiers/playerModifierChangeSignatureCard.coffee
PlayerModifierDamageNextUnitPlayedFromHand	PlayerModifier	app/sdk/playerModifiers/playerModifierDamageNextUnitPlayedFromHand.coffee
PlayerModifierEmblem	PlayerModifier	app/sdk/playerModifiers/playerModifierEmblem.coffee
PlayerModifierEmblemEndTurnWatch	PlayerModifierEmblem	app/sdk/playerModifiers/playerModifierEmblemEndTurnWatch.coffee
PlayerModifierEmblemEndTurnWatchLyonarSmallMinionQuest	PlayerModifierEmblemEndTurnWatch	app/sdk/playerModifiers/playerModifierEmblemEndTurnWatchLyonarSmallMinionQuest.coffee
PlayerModifierEmblemGainMinionOrLoseControlWatch	PlayerModifierEmblem	app/sdk/playerModifiers/playerModifierEmblemGainMinionOrLoseControlWatch.coffee
PlayerModifierEmblemSituationalVetQuestCelerity	PlayerModifierEmblem	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestCelerity.coffee
PlayerModifierEmblemSituationalVetQuestFlying	PlayerModifierEmblem	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestFlying.coffee
PlayerModifierEmblemSituationalVetQuestFrenzy	PlayerModifierEmblem	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestFrenzy.coffee
PlayerModifierEmblemSummonWatch	PlayerModifierEmblem	app/sdk/playerModifiers/playerModifierEmblemSummonWatch.coffee
PlayerModifierEmblemSummonWatchAbyssUndyingQuest	PlayerModifierEmblemGainMinionOrLoseControlWatch	app/sdk/playerModifiers/playerModifierEmblemSummonWatchAbyssUndyingQuest.coffee
PlayerModifierEmblemSummonWatchFromHandMagmarBuffQuest	PlayerModifierEmblemSummonWatch	app/sdk/playerModifiers/playerModifierEmblemSummonWatchFromHandMagmarBuffQuest.coffee
PlayerModifierEmblemSummonWatchSingletonQuest	PlayerModifierEmblemGainMinionOrLoseControlWatch	app/sdk/playerModifiers/playerModifierEmblemSummonWatchSingletonQuest.coffee
PlayerModifierEmblemSummonWatchSonghaiMeltdownQuest	PlayerModifierEmblemSummonWatch	app/sdk/playerModifiers/playerModifierEmblemSummonWatchSonghaiMeltdownQuest.coffee
PlayerModifierEmblemSummonWatchVanarTokenQuest	PlayerModifierEmblemGainMinionOrLoseControlWatch	app/sdk/playerModifiers/playerModifierEmblemSummonWatchVanarTokenQuest.coffee
PlayerModifierEndTurnRespawnEntityAnywhere	PlayerModifier	app/sdk/playerModifiers/playerModifierEndTurnRespawnEntityAnywhere.coffee
PlayerModifierEndTurnRespawnEntityWithBuff	PlayerModifier	app/sdk/playerModifiers/playerModifierEndTurnRespawnEntityWithBuff.coffee
PlayerModifierEndTurnWatchRevertBBS	PlayerModifier	app/sdk/playerModifiers/playerModifierEndTurnWatchRevertBBS.coffee
PlayerModifierFlashReincarnation	PlayerModifierManaModifier	app/sdk/playerModifiers/playerModifierFlashReincarnation.coffee
PlayerModifierFriendlyAttackWatch	PlayerModifier	app/sdk/playerModifiers/playerModifierFriendlyAttackWatch.coffee
PlayerModifierManaModifier	PlayerModifier	app/sdk/playerModifiers/playerModifierManaModifier.coffee
PlayerModifierManaModifierNextCard	PlayerModifierManaModifier	app/sdk/playerModifiers/playerModifierManaModifierNextCard.coffee
PlayerModifierManaModifierOncePerTurn	PlayerModifierManaModifier	app/sdk/playerModifiers/playerModifierManaModifierOncePerTurn.coffee
PlayerModifierManaModifierSingleUse	PlayerModifierManaModifier	app/sdk/playerModifiers/playerModifierManaModifierSingleUse.coffee
PlayerModifierMechazorBuildProgress	PlayerModifier	app/sdk/playerModifiers/playerModifierMechazorBuildProgress.coffee
PlayerModifierMechazorSummoned	PlayerModifier	app/sdk/playerModifiers/playerModifierMechazorSummoned.coffee
PlayerModifierMyDeathwatchDrawCard	PlayerModifier	app/sdk/playerModifiers/playerModifierMyDeathwatchDrawCard.coffee
PlayerModifierOpponentSummonWatch	PlayerModifier	app/sdk/playerModifiers/playerModifierOpponentSummonWatch.coffee
PlayerModifierOpponentSummonWatchSwapGeneral	PlayerModifierOpponentSummonWatch	app/sdk/playerModifiers/playerModifierOpponentSummonWatchSwapGeneral.coffee
PlayerModifierPreventSpellDamage	PlayerModifier	app/sdk/playerModifiers/playerModifierPreventSpellDamage.coffee
