class_name	parent_class	file	methods
PlayerModifierChangeSignatureCard	PlayerModifier	app/sdk/playerModifiers/playerModifierChangeSignatureCard.coffee	createContextObject;getSignatureCardData;onActivate;onDeactivate
PlayerModifierDamageNextUnitPlayedFromHand	PlayerModifier	app/sdk/playerModifiers/playerModifierDamageNextUnitPlayedFromHand.coffee	createContextObject;onAction
PlayerModifierEmblem	PlayerModifier	app/sdk/playerModifiers/playerModifierEmblem.coffee	
PlayerModifierEmblemEndTurnWatch	PlayerModifierEmblem	app/sdk/playerModifiers/playerModifierEmblemEndTurnWatch.coffee	createContextObject;onActivate;onEndTurn;onTurnWatch
PlayerModifierEmblemEndTurnWatchLyonarSmallMinionQuest	PlayerModifierEmblemEndTurnWatch	app/sdk/playerModifiers/playerModifierEmblemEndTurnWatchLyonarSmallMinionQuest.coffee	createContextObject;onTurnWatch
PlayerModifierEmblemGainMinionOrLoseControlWatch	PlayerModifierEmblem	app/sdk/playerModifiers/playerModifierEmblemGainMinionOrLoseControlWatch.coffee	onAction;getIsActionRelevantForGainMinion;getIsActionRelevantForLoseControl;onLoseControlWatch;onGainMinionWatch
PlayerModifierEmblemSituationalVetQuestCelerity	PlayerModifierEmblem	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestCelerity.coffee	createContextObject;getPrivateDefaults;onApplyToCardBeforeSyncState;updateCachedStateAfterActive;getAreSubModifiersActiveForCache;getIsAura;getIsSituationActiveForCache
PlayerModifierEmblemSituationalVetQuestFlying	PlayerModifierEmblem	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestFlying.coffee	createContextObject;getPrivateDefaults;onApplyToCardBeforeSyncState;updateCachedStateAfterActive;getAreSubModifiersActiveForCache;getIsAura;getIsSituationActiveForCache
PlayerModifierEmblemSituationalVetQuestFrenzy	PlayerModifierEmblem	app/sdk/playerModifiers/playerModifierEmblemSituationalVetQuestFrenzy.coffee	createContextObject;getPrivateDefaults;onApplyToCardBeforeSyncState;updateCachedStateAfterActive;getAreSubModifiersActiveForCache;getIsAura;getIsSituationActiveForCache
PlayerModifierEmblemSummonWatch	PlayerModifierEmblem	app/sdk/playerModifiers/playerModifierEmblemSummonWatch.coffee	onAction;getIsActionRelevant;onSummonWatch
PlayerModifierEmblemSummonWatchAbyssUndyingQuest	PlayerModifierEmblemGainMinionOrLoseControlWatch	app/sdk/playerModifiers/playerModifierEmblemSummonWatchAbyssUndyingQuest.coffee	createContextObject;onGainMinionWatch;onLoseControlWatch;onActivate
PlayerModifierEmblemSummonWatchFromHandMagmarBuffQuest	PlayerModifierEmblemSummonWatch	app/sdk/playerModifiers/playerModifierEmblemSummonWatchFromHandMagmarBuffQuest.coffee	createContextObject;onSummonWatch
PlayerModifierEmblemSummonWatchSingletonQuest	PlayerModifierEmblemGainMinionOrLoseControlWatch	app/sdk/playerModifiers/playerModifierEmblemSummonWatchSingletonQuest.coffee	createContextObject;onGainMinionWatch;onLoseControlWatch;onActivate
PlayerModifierEmblemSummonWatchSonghaiMeltdownQuest	PlayerModifierEmblemSummonWatch	app/sdk/playerModifiers/playerModifierEmblemSummonWatchSonghaiMeltdownQuest.coffee	onSummonWatch
PlayerModifierEmblemSummonWatchVanarTokenQuest	PlayerModifierEmblemGainMinionOrLoseControlWatch	app/sdk/playerModifiers/playerModifierEmblemSummonWatchVanarTokenQuest.coffee	createContextObject;onGainMinionWatch;onLoseControlWatch;onActivate
PlayerModifierEndTurnRespawnEntityAnywhere	PlayerModifier	app/sdk/playerModifiers/playerModifierEndTurnRespawnEntityAnywhere.coffee	createContextObject;onEndTurn
PlayerModifierEndTurnRespawnEntityWithBuff	PlayerModifier	app/sdk/playerModifiers/playerModifierEndTurnRespawnEntityWithBuff.coffee	createContextObject;onEndTurn
PlayerModifierEndTurnWatchRevertBBS	PlayerModifier	app/sdk/playerModifiers/playerModifierEndTurnWatchRevertBBS.coffee	createContextObject;onEndTurn
PlayerModifierFlashReincarnation	PlayerModifierManaModifier	app/sdk/playerModifiers/playerModifierFlashReincarnation.coffee	onAction
PlayerModifierFriendlyAttackWatch	PlayerModifier	app/sdk/playerModifiers/playerModifierFriendlyAttackWatch.coffee	onAction;onFriendlyAttackWatch
PlayerModifierManaModifier	PlayerModifier	app/sdk/playerModifiers/playerModifierManaModifier.coffee	createContextObject;createCostChangeContextObject;createBonusManaContextObject;_filterPotentialCardInAura
PlayerModifierManaModifierNextCard	PlayerModifierManaModifier	app/sdk/playerModifiers/playerModifierManaModifierNextCard.coffee	onAction
PlayerModifierManaModifierOncePerTurn	PlayerModifierManaModifier	app/sdk/playerModifiers/playerModifierManaModifierOncePerTurn.coffee	onAction;getIsActiveForCache;_onEndTurn
PlayerModifierManaModifierSingleUse	PlayerModifierManaModifier	app/sdk/playerModifiers/playerModifierManaModifierSingleUse.coffee	onAction
PlayerModifierMechazorBuildProgress	PlayerModifier	app/sdk/playerModifiers/playerModifierMechazorBuildProgress.coffee	createContextObject;onApplyToCardBeforeSyncState;followupConditionIsMechazorComplete;getProgressContribution;getStackType
PlayerModifierMechazorSummoned	PlayerModifier	app/sdk/playerModifiers/playerModifierMechazorSummoned.coffee	
PlayerModifierMyDeathwatchDrawCard	PlayerModifier	app/sdk/playerModifiers/playerModifierMyDeathwatchDrawCard.coffee	createContextObject;onAfterCleanupAction
PlayerModifierOpponentSummonWatch	PlayerModifier	app/sdk/playerModifiers/playerModifierOpponentSummonWatch.coffee	onAction;onSummonWatch
PlayerModifierOpponentSummonWatchSwapGeneral	PlayerModifierOpponentSummonWatch	app/sdk/playerModifiers/playerModifierOpponentSummonWatchSwapGeneral.coffee	createContextObject;onSummonWatch
PlayerModifierPreventSpellDamage	PlayerModifier	app/sdk/playerModifiers/playerModifierPreventSpellDamage.coffee	
PlayerModifierReplaceCardModifier	PlayerModifier	app/sdk/playerModifiers/playerModifierReplaceCardModifier.coffee	createContextObject;getReplaceCardChange
PlayerModifierSignatureCardAlwaysReady	PlayerModifier	app/sdk/playerModifiers/playerModifierSignatureCardAlwaysReady.coffee	
PlayerModifierSpellDamageModifier	PlayerModifier	app/sdk/playerModifiers/playerModifierSpellDamageModifier.coffee	setSpellDamageChange;setSpellDamageMultiplier;onModifyActionForExecution
PlayerModifierSpellWatch	PlayerModifier	app/sdk/playerModifiers/playerModifierSpellWatch.coffee	onBeforeAction;onSpellWatch
PlayerModifierSpellWatchHollowVortex	PlayerModifierSpellWatch	app/sdk/playerModifiers/playerModifierSpellWatchHollowVortex.coffee	createContextObject;onSpellWatch
PlayerModifierSpellWatchSpawnNeutralEntity	PlayerModifierSpellWatch	app/sdk/playerModifiers/playerModifierSpellWatchSpawnNeutralEntity.coffee	createContextObject;onSpellWatch
PlayerModifierSummonWatch	PlayerModifier	app/sdk/playerModifiers/playerModifierSummonWatch.coffee	onAction;getIsActionRelevant;onSummonWatch
PlayerModifierSummonWatchApplyModifiers	PlayerModifierSummonWatch	app/sdk/playerModifiers/playerModifierSummonWatchApplyModifiers.coffee	createContextObject;onSummonWatch
PlayerModifierSummonWatchFromActionBar	PlayerModifierSummonWatch	app/sdk/playerModifiers/playerModifierSummonWatchFromActionBar.coffee	getIsActionRelevant
PlayerModifierSummonWatchIfFlyingDrawFlyingMinion	PlayerModifierSummonWatchFromActionBar	app/sdk/playerModifiers/playerModifierSummonWatchIfFlyingDrawFlyingMinion.coffee	onSummonWatch
PlayerModifierTeamAlwaysBackstabbed	PlayerModifier	app/sdk/playerModifiers/playerModifierTeamAlwaysBackstabbed.coffee	createContextObject
FactionProgression		app/sdk/progression/factionProgression.coffee	xpEarnedForGameOutcome;levelForXP;deltaXPForLevel;totalXPForLevel;hasLeveledUp;rewardDataForLevel;unlockedCardsUpToLevel;unlockedCardsUpToXP;levelRequiredForCard;factionRequiredForCard
Features		app/sdk/progression/newPlayerProgressionFeatureLookup.coffee	
NewPlayerProgression		app/sdk/progression/newPlayerProgressionHelper.coffee	isFeatureAvailableAtStage;questsForStage
Modules		app/sdk/progression/newPlayerProgressionModuleLookup.coffee	
Quest		app/sdk/quests/quest.coffee	constructor;progressForGameDataForPlayerId;progressForProgressedFactionData;progressForChallengeId;_progressForGameDataForPlayerId;progressForQuestCompletion;getId;getName;getTypes;getDescription;getGoldReward;getSpiritOrbsReward;getIsReplaceable;setRequiresStreak;getRequiresStreak;setFriendlyMatchesCount;getFriendlyMatchesCount;shouldResetProgress;isAvailableOn
QuestAlternateDealDamage	Quest	app/sdk/quests/questAlternateDealDamage.coffee	constructor;_progressForGameDataForPlayerId;getDescription
QuestAlternateDestroyUnits	Quest	app/sdk/quests/questAlternateDestroyUnits.coffee	constructor;_progressForGameDataForPlayerId;getDescription
QuestAnniversary2017	Quest	app/sdk/quests/questAnniversary2017.coffee	constructor;_progressForGameDataForPlayerId;getDescription;isAvailableOn;expiresOn
QuestBeginner	Quest	app/sdk/quests/questBeginner.coffee	constructor
QuestBeginnerCompleteSoloChallenges	QuestBeginner	app/sdk/quests/questBeginnerCompleteSoloChallenges.coffee	constructor;getDescription;progressForChallengeId
QuestBeginnerFactionLevel	QuestBeginner	app/sdk/quests/questBeginnerFactionLevel.coffee	constructor;progressForProgressedFactionData;getDescription
QuestBeginnerPlayOneQuickMatch	QuestBeginner	app/sdk/quests/questBeginnerPlayOneQuickMatch.coffee	constructor;_progressForGameDataForPlayerId;getDescription
QuestBeginnerPlayPracticeGames	QuestBeginner	app/sdk/quests/questBeginnerPlayPracticeGames.coffee	constructor;_progressForGameDataForPlayerId;getDescription
QuestBeginnerWinFourPracticeGames	QuestBeginner	app/sdk/quests/questBeginnerWinFourPracticeGames.coffee	constructor;_progressForGameDataForPlayerId;getDescription
QuestBeginnerWinOneSeasonGame	QuestBeginner	app/sdk/quests/questBeginnerWinOneSeasonGame.coffee	constructor;_progressForGameDataForPlayerId;getDescription
QuestBeginnerWinPracticeGames	QuestBeginner	app/sdk/quests/questBeginnerWinPracticeGames.coffee	constructor;_progressForGameDataForPlayerId;getDescription
QuestBeginnerWinThreeQuickMatches	QuestBeginner	app/sdk/quests/questBeginnerWinThreeQuickMatches.coffee	constructor;_progressForGameDataForPlayerId;getDescription
QuestBeginnerWinThreeRankedMatches	QuestBeginner	app/sdk/quests/questBeginnerWinThreeRankedMatches.coffee	constructor;_progressForGameDataForPlayerId;getDescription
QuestBeginnerWinTwoPracticeGames	QuestBeginner	app/sdk/quests/questBeginnerWinTwoPracticeGames.coffee	constructor;_progressForGameDataForPlayerId;getDescription
QuestCatchUp	Quest	app/sdk/quests/questCatchUp.coffee	constructor;_progressForGameDataForPlayerId;getDescription
QuestFactory		app/sdk/quests/questFactory.coffee	_generateQuestCache;questForIdentifier;randomQuestForSlotExcludingIds;_questChancesForSlot;seasonalQuestForMoment;promotionalQuestForMoment
QuestFrostfire2016	Quest	app/sdk/quests/questFrostfire2016.coffee	constructor;progressForQuestCompletion;getDescription;isAvailableOn
QuestFrostfire2017	Quest	app/sdk/quests/questFrostfire2017.coffee	constructor;_progressForGameDataForPlayerId;getDescription;isAvailableOn;expiresOn
QuestGameGoal	Quest	app/sdk/quests/questGameGoal.coffee	constructor;_progressForGameDataForPlayerId;getDescription
QuestLegacyLaunch	Quest	app/sdk/quests/questLegacyLaunch.coffee	constructor;_progressForGameDataForPlayerId;getDescription;isAvailableOn;expiresOn
QuestParticipationWithFaction	Quest	app/sdk/quests/questParticipationWithFaction.coffee	constructor;_progressForGameDataForPlayerId;getFactionId;getDescription
QuestSeasonal2017April	Quest	app/sdk/quests/questSeasonal2017April.coffee	constructor;progressForQuestCompletion;getDescription;isAvailableOn
QuestSeasonal2017February	Quest	app/sdk/quests/questSeasonal2017February.coffee	constructor;progressForQuestCompletion;getDescription;isAvailableOn
QuestSeasonal2017March	Quest	app/sdk/quests/questSeasonal2017March.coffee	constructor;progressForQuestCompletion;getDescription;isAvailableOn
QuestSeasonal2017May	Quest	app/sdk/quests/questSeasonal2017May.coffee	constructor;progressForQuestCompletion;getDescription;isAvailableOn
QuestSeasonal2017October	Quest	app/sdk/quests/questSeasonal2017October.coffee	constructor;progressForQuestCompletion;getDescription;isAvailableOn
QuestSeasonal2018February	Quest	app/sdk/quests/questSeasonal2018February.coffee	constructor;progressForQuestCompletion;getDescription;isAvailableOn
QuestType		app/sdk/quests/questTypeLookup.coffee	
QuestWinWithFaction	Quest	app/sdk/quests/questWinWithFaction.coffee	constructor;_progressForGameDataForPlayerId;getFactionId;getDescription
RankDivisionLookup		app/sdk/rank/rankDivisionLookup.coffee	
RankFactory		app/sdk/rank/rankFactory.coffee	rankedDivisionKeyForRank;_rankedDivisionNameForRankKey;rankedDivisionNameForRank;_rankedDivisionAssetNameForRankKey;rankedDivisionAssetNameForRank;canLoseStars;areWinStreaksEnabled;starsNeededToAdvanceRank;totalStarsRequiredForRank;rankForNewSeason;updateRankDataWithGameOutcome;chevronsRewardedForReachingRank;willGetRewardsForReachingRank;primaryValueForMatchmakingMetric;secondaryValueForMatchmakingMetric
RibbonFactory		app/sdk/ribbons/ribbonFactory.coffee	ribbonForIdentifier
Ribbons		app/sdk/ribbons/ribbonLookup.coffee	
RiftHelper		app/sdk/rift/riftHelper.coffee	levelForPoints;pointsRequiredForLevel;totalPointsForLevel;progressTowardsNextLevel;spiritCostForNextReroll
Spell	Card	app/sdk/spells/spell.coffee	getPrivateDefaults;updateCardDataPostApply;setTargetModifiersContextObjects;getTargetModifiersContextObjects;getCanConvertCardToPrismatic;getCanConvertCardToSkinned;onApplyToBoard;onApplyOneEffectToBoard;onApplyEffectToBoardTile;setApplyEffectPosition;getApplyEffectPosition;getPositionForFollowupSourcePosition;_findApplyEffectPositions;getApplyEffectPositions;getApplyEffectPositionsCardIndices;getAppliesSameEffectToMultipleTargets;getCenterPositionOfAppliedEffects;getCanBeAppliedAnywhere;getCanBeAppliedAsFollowup;getValidTargetPositions;_getPrefilteredValidTargetPositions;_getValidFollowupPositions;_getValidApplyAnywherePositions;_filterPlayPositions;_postFilterPlayPositions;_filterApplyPositions;_postFilterApplyPositions;_getEntitiesForFilter;_entityPassesFilter;getTargetsAllies;getTargetsEnemies;getTargetsNeutral;getTargetsAnywhere;getTargetsSpace
SpellAbhorrentUnbirth	SpellSpawnEntity	app/sdk/spells/spellAbhorrentUnbirth.coffee	onApplyEffectToBoardTile
SpellAbyssalScar	SpellApplyModifiers	app/sdk/spells/spellAbyssalScar.coffee	onApplyEffectToBoardTile
SpellActivateFriendlyShadowCreep	Spell	app/sdk/spells/spellActivateFriendlyShadowCreep.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions
SpellAfterblaze	SpellApplyModifiers	app/sdk/spells/spellAfterblaze.coffee	onApplyEffectToBoardTile
SpellAlteredBeast	SpellAspectBase	app/sdk/spells/spellAlteredBeast.coffee	getCardDataOrIndexToSpawn
SpellAmbush	SpellSpawnEntity	app/sdk/spells/spellAmbush.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets
SpellAncestralDivination	Spell	app/sdk/spells/spellAncestralDivination.coffee	onApplyOneEffectToBoard
SpellApplyEntityToBoard	Spell	app/sdk/spells/spellApplyEntityToBoard.coffee	getEntityToSpawn;_postFilterPlayPositions
SpellApplyModifiers	Spell	app/sdk/spells/spellApplyModifiers.coffee	setNumModifiersToApply;getNumModifiersToApply;onApplyEffectToBoardTile;getAppliedTargetModifiersContextObjects
SpellApplyModifiersSummonTile	SpellApplyModifiers	app/sdk/spells/spellApplyModifiersSummonTile.coffee	onApplyEffectToBoardTile
SpellApplyModifiersToDamagedMinion	SpellApplyModifiers	app/sdk/spells/spellApplyModifiersToDamagedMinion.coffee	_postFilterPlayPositions
SpellApplyModifiersToExhaustedMinion	SpellApplyModifiers	app/sdk/spells/spellApplyModifiersToExhaustedMinion.coffee	_postFilterPlayPositions
SpellApplyModifiersToGeneral	Spell	app/sdk/spells/spellApplyModifiersToGeneral.coffee	_filterApplyPositions;onApplyEffectToBoardTile
SpellApplyModifiersToGeneralAndNearbyAllies	SpellApplyModifiers	app/sdk/spells/spellApplyModifiersToGeneralAndNearbyAllies.coffee	_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets
SpellApplyModifiersToUndamagedMinion	SpellApplyModifiers	app/sdk/spells/spellApplyModifiersToUndamagedMinion.coffee	_postFilterPlayPositions
SpellApplyModifiersToUnitAndGeneral	SpellApplyModifiers	app/sdk/spells/spellApplyModifiersToUnitAndGeneral.coffee	_findApplyEffectPositions
SpellApplyModifiersToUnitsInHand	Spell	app/sdk/spells/spellApplyModifiersToUnitsInHand.coffee	onApplyToBoard;getCardsAffected
SpellApplyPlayerModifiers	SpellApplyModifiers	app/sdk/spells/spellApplyPlayerModifiers.coffee	getPrivateDefaults;_findApplyEffectPositions
SpellAspectBase	SpellRemoveAndReplaceEntity	app/sdk/spells/spellAspectBase.coffee	getCardDataOrIndexToSpawn
SpellAspectOfTheDrake	SpellAspectBase	app/sdk/spells/spellAspectOfTheDrake.coffee	onApplyEffectToBoardTile
SpellAspectOfTheMountains	SpellAspectBase	app/sdk/spells/spellAspectOfTheMountains.coffee	onApplyEffectToBoardTile
SpellAssassinationProtocol	SpellRefreshExhaustion	app/sdk/spells/spellAssassinationProtocol.coffee	onApplyEffectToBoardTile
SpellAstralFlood	Spell	app/sdk/spells/spellAstralFlood.coffee	onApplyOneEffectToBoard
SpellAurorasTears	Spell	app/sdk/spells/spellAurorasTears.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions
SpellAvalanche	SpellStunAndDamage	app/sdk/spells/spellAvalanche.coffee	_postFilterApplyPositions
SpellHugToDeath	SpellRemoveAndReplaceEntity	app/sdk/spells/spellBamboozle.coffee	onApplyEffectToBoardTile
SpellBetrayal	Spell	app/sdk/spells/spellBetrayal.coffee	onApplyEffectToBoardTile
SpellBloodRage	SpellApplyModifiers	app/sdk/spells/spellBloodRage.coffee	onApplyEffectToBoardTile
SpellBoneSwarm	Spell	app/sdk/spells/spellBoneSwarm.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets
SpellBounceToActionbarApplyModifiers	SpellApplyModifiers	app/sdk/spells/spellBounceToActionBarApplyModifiers.coffee	onApplyEffectToBoardTile
SpellBounceToActionBarSpawnEntity	SpellSpawnEntity	app/sdk/spells/spellBounceToActionBarSpawnEntity.coffee	onApplyEffectToBoardTile
SpellBounceToActionbar	Spell	app/sdk/spells/spellBounceToActionbar.coffee	onApplyEffectToBoardTile
SpellBreathOfTheUnborn	Spell	app/sdk/spells/spellBreathOfTheUnborn.coffee	onApplyEffectToBoardTile
SpellBuffAttributeByOtherAttribute	Spell	app/sdk/spells/spellBuffAttributeByOtherAttribute.coffee	onApplyEffectToBoardTile
SpellChargeIntoBattle	SpellApplyModifiers	app/sdk/spells/spellChargeIntoBattle.coffee	_postFilterPlayPositions
SpellChokingShadows	Spell	app/sdk/spells/spellChokingShadows.coffee	onApplyEffectToBoardTile
SpellChromaticCold	SpellSilence	app/sdk/spells/spellChromaticCold.coffee	getPrivateDefaults;onApplyEffectToBoardTile
SpellChrysalisBloom	SpellSpawnEntity	app/sdk/spells/spellChrysalisBloom.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets
SpellCircleOfDesiccation	SpellKillTarget	app/sdk/spells/spellCircleOfDesiccation.coffee	_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets
SpellCloneSourceEntity	SpellApplyEntityToBoard	app/sdk/spells/spellCloneSourceEntity.coffee	getPrivateDefaults;onApplyEffectToBoardTile;getSpawnAction;getEntityToSpawn
SpellCloneSourceEntityNearbyGeneral	SpellCloneSourceEntity	app/sdk/spells/spellCloneSourceEntityNearbyGeneral.coffee	_getPrefilteredValidTargetPositions
SpellCloneTargetEntity	SpellRemoveAndReplaceEntity	app/sdk/spells/spellCloneTargetEntity.coffee	getRemovePosition;getSpawnAction;getEntityToSpawn;getValidTargetPositions
SpellConsumingRebirth	SpellKillTarget	app/sdk/spells/spellConsumingRebirth.coffee	onApplyEffectToBoardTile
SpellCopyMinionToHand	Spell	app/sdk/spells/spellCopyMinionToHand.coffee	onApplyEffectToBoardTile
SpellCorpseCombustion	SpellSpawnEntity	app/sdk/spells/spellCorpseCombustion.coffee	getPrivateDefaults;onApplyEffectToBoardTile;_findApplyEffectPositions;getAppliesSameEffectToMultipleTargets;getAllActionsFromParentAction;getDeadUnits;_postFilterPlayPositions
SpellCreepingFrost	Spell	app/sdk/spells/spellCreepingFrost.coffee	onApplyEffectToBoardTile
SpellCrimsonCoil	SpellDamage	app/sdk/spells/spellCrimsonCoil.coffee	onApplyOneEffectToBoard
SpellCryogenesis	SpellDamage	app/sdk/spells/spellCryogenesis.coffee	onApplyEffectToBoardTile
SpellCurseOfShadows	SpellKillTarget	app/sdk/spells/spellCurseOfShadows.coffee	onApplyEffectToBoardTile
SpellDamage	Spell	app/sdk/spells/spellDamage.coffee	onApplyEffectToBoardTile
SpellDamageAndApplyModifiers	SpellApplyModifiers	app/sdk/spells/spellDamageAndApplyModifiers.coffee	onApplyEffectToBoardTile
SpellDamageAndPutCardInHand	SpellDamage	app/sdk/spells/spellDamageAndPutCardInHand.coffee	onApplyEffectToBoardTile
SpellDamageAndSpawnEntitiesNearbyGeneral	SpellSpawnEntity	app/sdk/spells/spellDamageAndSpawnEntitiesNearbyGeneral.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions;_postFilterPlayPositions
SpellDamageCenterColumn	SpellDamage	app/sdk/spells/spellDamageCenterColumn.coffee	_findApplyEffectPositions
SpellDamageEnemyGeneralBothDrawCard	SpellDamage	app/sdk/spells/spellDamageEnemyGeneralBothDrawCard.coffee	_findApplyEffectPositions;onApplyOneEffectToBoard
SpellDamageMinionAndGeneral	SpellDamage	app/sdk/spells/spellDamageMinionAndGeneral.coffee	_findApplyEffectPositions
SpellDamageNotKillMinion	Spell	app/sdk/spells/spellDamageNotKillMinion.coffee	onApplyEffectToBoardTile
SpellDamageOrHeal	Spell	app/sdk/spells/spellDamageOrHeal.coffee	onApplyEffectToBoardTile
SpellDamageOwnGeneral	SpellDamage	app/sdk/spells/spellDamageOwnGeneral.coffee	_findApplyEffectPositions
SpellDamageUnitAndGeneral	SpellDamage	app/sdk/spells/spellDamageUnitAndGeneral.coffee	_findApplyEffectPositions
SpellDarkSacrifice	Spell	app/sdk/spells/spellDarkSacrifice.coffee	onApplyEffectToBoardTile
SpellDarkSeed	SpellDamage	app/sdk/spells/spellDarkSeed.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions
SpellDeathIncoming	Spell	app/sdk/spells/spellDeathIncoming.coffee	onApplyEffectToBoardTile
SpellDecimate	SpellKillTarget	app/sdk/spells/spellDecimate.coffee	_postFilterApplyPositions
SpellDejaVu	Spell	app/sdk/spells/spellDejaVu.coffee	onApplyOneEffectToBoard
SpellDinoParty	Spell	app/sdk/spells/spellDinoParty.coffee	onApplyEffectToBoardTile;summonMinion
SpellDoubleAttackAndHealth	Spell	app/sdk/spells/spellDoubleAttackAndHealth.coffee	onApplyEffectToBoardTile
SpellDoubleAttributeBuffs	Spell	app/sdk/spells/spellDoubleAttributeBuffs.coffee	onApplyEffectToBoardTile
SpellDrawArtifact	Spell	app/sdk/spells/spellDrawArtifact.coffee	_findApplyEffectPositions;onApplyEffectToBoardTile
SpellDrawCardEndOfTurn	Spell	app/sdk/spells/spellDrawCardEndOfTurn.coffee	onApplyOneEffectToBoard
SpellDrawCardsIfHaveFriendlyTiles	Spell	app/sdk/spells/spellDrawCardsIfHaveFriendlyTiles.coffee	onApplyOneEffectToBoard
SpellDropLift	Spell	app/sdk/spells/spellDropLift.coffee	onApplyOneEffectToBoard;_findApplyEffectPositions
SpellDunecasterFollowup	SpellApplyModifiers	app/sdk/spells/spellDunecasterFollowup.coffee	onApplyEffectToBoardTile
SpellDuplicator	Spell	app/sdk/spells/spellDuplicator.coffee	onApplyOneEffectToBoard
SpellEchoingShriek	SpellAspectBase	app/sdk/spells/spellEchoingShriek.coffee	_postFilterApplyPositions
SpellEffulgentInfusion	SpellApplyModifiers	app/sdk/spells/spellEffulgentInfusion.coffee	onApplyEffectToBoardTile
SpellEggGrenade	SpellKillTarget	app/sdk/spells/spellEggGrenade.coffee	onApplyEffectToBoardTile;_postFilterPlayPositions
SpellEggMorph	SpellApplyEntityToBoard	app/sdk/spells/spellEggMorph.coffee	onApplyEffectToBoardTile;getCardDataOrIndexToSpawn;getSpawnAction;getEntityToSpawn;_postFilterPlayPositions
SpellEmbryoticInsight	Spell	app/sdk/spells/spellEmbryoticInsight.coffee	onApplyOneEffectToBoard
SpellEnslave	Spell	app/sdk/spells/spellEnslave.coffee	onApplyEffectToBoardTile
SpellEntanglingShadows	SpellSpawnEntity	app/sdk/spells/spellEntanglingShadows.coffee	onApplyEffectToBoardTile
SpellEquipBossArtifacts	Spell	app/sdk/spells/spellEquipBossArtifacts.coffee	_filterApplyPositions;onApplyEffectToBoardTile
SpellEquipVetArtifacts	Spell	app/sdk/spells/spellEquipVetArtifacts.coffee	_filterApplyPositions;onApplyEffectToBoardTile
SpellEssenceSculpt	Spell	app/sdk/spells/spellEssenceSculpt.coffee	onApplyEffectToBoardTile;_postFilterPlayPositions
SpellEvilXerox	SpellSpawnEntity	app/sdk/spells/spellEvilXerox.coffee	onApplyEffectToBoardTile
SpellFightingSpirit	SpellApplyModifiers	app/sdk/spells/spellFightingSpirit.coffee	onApplyOneEffectToBoard
SpellFillHandFromOpponentsDeck	Spell	app/sdk/spells/spellFillHandFromOpponentsDeck.coffee	onApplyOneEffectToBoard
SpellFilterType		app/sdk/spells/spellFilterType.coffee	
SpellFirestormOfAgony	Spell	app/sdk/spells/spellFirestormOfAgony.coffee	onApplyEffectToBoardTile;_findApplyEffectPositions
SpellFlamingStampede	SpellDamage	app/sdk/spells/spellFlamingStampede.coffee	_postFilterApplyPositions
SpellFollowupActivateBattlePet	Spell	app/sdk/spells/spellFollowupActivateBattlePet.coffee	onApplyEffectToBoardTile
SpellFollowupDamage	Spell	app/sdk/spells/spellFollowupDamage.coffee	onApplyEffectToBoardTile
SpellFollowupFight	Spell	app/sdk/spells/spellFollowupFight.coffee	onApplyEffectToBoardTile
SpellFollowupHeal	Spell	app/sdk/spells/spellFollowupHeal.coffee	onApplyEffectToBoardTile
SpellFollowupHollowGroveKeeper	SpellKillTarget	app/sdk/spells/spellFollowupHollowGroveKeeper.coffee	_postFilterPlayPositions;onApplyEffectToBoardTile
SpellFollowupKeeper	SpellSpawnEntity	app/sdk/spells/spellFollowupKeeper.coffee	getPrivateDefaults;getDeadUnits;onApplyEffectToBoardTile;_postFilterPlayPositions
SpellFollowupKillTarget	Spell	app/sdk/spells/spellFollowupKillTarget.coffee	onApplyEffectToBoardTile
SpellFollowupKillTargetByAttack	SpellFollowupKillTarget	app/sdk/spells/spellFollowupKillTargetByAttack.coffee	_postFilterPlayPositions
SpellFollowupRandomTeleport	Spell	app/sdk/spells/spellFollowupRandomTeleport.coffee	onApplyEffectToBoardTile
SpellFollowupSpawnEntityFromDeck	SpellSpawnEntity	app/sdk/spells/spellFollowupSpawnEntityFromDeck.coffee	getPrivateDefaults;getCardDataOrIndexToSpawn;_postFilterPlayPositions
SpellFollowupSwapPositions	Spell	app/sdk/spells/spellFollowupSwapPositions.coffee	onApplyEffectToBoardTile
SpellFollowupTeleport	Spell	app/sdk/spells/spellFollowupTeleport.coffee	onApplyEffectToBoardTile;getTeleportSourcePosition;getTeleportSource;getTeleportTargetPosition;getTeleportTarget;_postFilterPlayPositions;followupConditionTargetToTeleport
