rsx_key	frameDelay	framePrefix
neutralEmeraldRejuvenatorDeath	0.08	neutral_rejuvenator_death_
neutralEmeraldRejuvenatorHit	0.08	neutral_rejuvenator_hit_
neutralEmeraldRejuvenatorIdle	0.08	neutral_rejuvenator_idle_
neutralEmeraldRejuvenatorRun	0.08	neutral_rejuvenator_run_
neutralEnvybaerAttack	0.08	neutral_envybaer_attack_
neutralEnvybaerBreathing	0.1	neutral_envybaer_breathing_
neutralEnvybaerDeath	0.08	neutral_envybaer_death_
neutralEnvybaerHit	0.08	neutral_envybaer_hit_
neutralEnvybaerIdle	0.08	neutral_envybaer_idle_
neutralEnvybaerRun	0.08	neutral_envybaer_run_
neutralExplodingDemonAttack	0.08	neutral_monsterexplodingdemon_attack_
neutralExplodingDemonBreathing	0.13	neutral_monsterexplodingdemon_breathing_
neutralExplodingDemonDeath	0.08	neutral_monsterexplodingdemon_death_
neutralExplodingDemonHit	0.08	neutral_monsterexplodingdemon_hit_
neutralExplodingDemonIdle	0.08	neutral_monsterexplodingdemon_idle_
neutralExplodingDemonRun	0.08	neutral_monsterexplodingdemon_run_
neutralExunAttack	0.08	neutral_exun_attack_
neutralExunBreathing	0.1	neutral_exun_breathing_
neutralExunDeath	0.08	neutral_exun_death_
neutralExunHit	0.08	neutral_exun_hit_
neutralExunIdle	0.08	neutral_exun_idle_
neutralExunRun	0.08	neutral_exun_run_
neutralFeraluAttack	0.08	neutral_feralu_attack_
neutralFeraluBreathing	0.09	neutral_feralu_breathing_
neutralFeraluDeath	0.08	neutral_feralu_death_
neutralFeraluHit	0.08	neutral_feralu_hit_
neutralFeraluIdle	0.08	neutral_feralu_idle_
neutralFeraluRun	0.08	neutral_feralu_run_
neutralFirestarterAttack	0.08	neutral_firestarter_attack_
neutralFirestarterBreathing	0.1	neutral_firestarter_breathing_
neutralFirestarterDeath	0.08	neutral_firestarter_death_
neutralFirestarterHit	0.08	neutral_firestarter_hit_
neutralFirestarterIdle	0.08	neutral_firestarter_idle_
neutralFirestarterRun	0.08	neutral_firestarter_run_
neutralFirstSwordAkraneAttack	0.08	neutral_swordofakrane_attack_
neutralFirstSwordAkraneBreathing	0.12	neutral_swordofakrane_breathing_
neutralFirstSwordAkraneDeath	0.08	neutral_swordofakrane_death_
neutralFirstSwordAkraneHit	0.08	neutral_swordofakrane_hit_
neutralFirstSwordAkraneIdle	0.08	neutral_swordofakrane_idle_
neutralFirstSwordAkraneRun	0.08	neutral_swordofakrane_run_
neutralFlamebloodWarlockAttack	0.08	neutral_mercflamebloodwarlock_attack_
neutralFlamebloodWarlockBreathing	0.12	neutral_mercflamebloodwarlock_breathing_
neutralFlamebloodWarlockDeath	0.08	neutral_mercflamebloodwarlock_death_
neutralFlamebloodWarlockHit	0.08	neutral_mercflamebloodwarlock_hit_
neutralFlamebloodWarlockIdle	0.08	neutral_mercflamebloodwarlock_idle_
neutralFlamebloodWarlockProjectile	0.08	neutral_mercflamebloodwarlock_projectile_
neutralFlamebloodWarlockRun	0.08	neutral_mercflamebloodwarlock_run_
neutralFlamewingAttack	0.08	neutral_monsterflamewing_attack_
neutralFlamewingBreathing	0.14	neutral_monsterflamewing_breathing_
neutralFlamewingDeath	0.08	neutral_monsterflamewing_death_
neutralFlamewingHit	0.08	neutral_monsterflamewing_hurt_
neutralFlamewingIdle	0.08	neutral_monsterflamewing_idle_
neutralFlamewingRun	0.08	neutral_monsterflamewing_run_
neutralFogAttack	0.08	neutral_fog_attack_
neutralFogBreathing	0.09	neutral_fog_breathing_
neutralFogDeath	0.08	neutral_fog_death_
neutralFogHit	0.08	neutral_fog_hit_
neutralFogIdle	0.08	neutral_fog_idle_
neutralFogRun	0.08	neutral_fog_run_
neutralFrizzingMysticAttack	0.08	neutral_crimsonmystic_attack_
neutralFrizzingMysticBreathing	0.12	neutral_crimsonmystic_breathing_
neutralFrizzingMysticDeath	0.08	neutral_crimsonmystic_death_
neutralFrizzingMysticHit	0.08	neutral_crimsonmystic_hit_
neutralFrizzingMysticIdle	0.08	neutral_crimsonmystic_idle_
neutralFrizzingMysticRun	0.08	neutral_crimsonmystic_run_
neutralFrostboneNagaAttack	0.08	neutral_mercfrostbonenaga_attack_
neutralFrostboneNagaBreathing	0.13	neutral_mercfrostbonenaga_breathing_
neutralFrostboneNagaDeath	0.08	neutral_mercfrostbonenaga_death_
neutralFrostboneNagaHit	0.08	neutral_mercfrostbonenaga_hit_
neutralFrostboneNagaIdle	0.08	neutral_mercfrostbonenaga_idle_
neutralFrostboneNagaRun	0.08	neutral_mercfrostbonenaga_run_
neutralFrostfireTigerAttack	0.08	neutral_saberspinemk2_attack_
neutralFrostfireTigerBreathing	0.14	neutral_saberspinemk2_breathing_
neutralFrostfireTigerDeath	0.08	neutral_saberspinemk2_death_
neutralFrostfireTigerHit	0.08	neutral_saberspinemk2_hit_
neutralFrostfireTigerIdle	0.08	neutral_saberspinemk2_idle_
neutralFrostfireTigerRun	0.08	neutral_saberspinemk2_run_
neutralGambitGirlAttack	0.08	neutral_mercgambitgirl_attack_
neutralGambitGirlBreathing	0.13	neutral_mercgambitgirl_breathing_
neutralGambitGirlDeath	0.08	neutral_mercgambitgirl_death_
neutralGambitGirlHit	0.08	neutral_mercgambitgirl_hit_
neutralGambitGirlIdle	0.08	neutral_mercgambitgirl_idle_
neutralGambitGirlRun	0.08	neutral_mercgambitgirl_run_
neutralGamblerAttack	0.08	neutral_gambler_attack_
neutralGamblerBreathing	0.09	neutral_gambler_breathing_
neutralGamblerDeath	0.08	neutral_gambler_death_
neutralGamblerHit	0.08	neutral_gambler_hit_
neutralGamblerIdle	0.08	neutral_gambler_idle_
neutralGamblerProjectile	0.08	neutral_gambler_projectile_
neutralGamblerRun	0.08	neutral_gambler_run_
neutralGauntletMasterAttack	0.08	neutral_gauntletmaster_attack_
neutralGauntletMasterBreathing	0.14	neutral_gauntletmaster_breathing_
neutralGauntletMasterDeath	0.08	neutral_gauntletmaster_death_
neutralGauntletMasterHit	0.08	neutral_gauntletmaster_hit_
neutralGauntletMasterIdle	0.08	neutral_gauntletmaster_idle_
neutralGauntletMasterRun	0.08	neutral_gauntletmaster_run_
neutralGearGrinderAttack	0.08	neutral_geargrinder_attack_
neutralGearGrinderBreathing	0.12	neutral_geargrinder_breathing_
neutralGearGrinderDeath	0.08	neutral_geargrinder_death_
neutralGearGrinderHit	0.08	neutral_geargrinder_hit_
neutralGearGrinderIdle	0.08	neutral_geargrinder_idle_
neutralGearGrinderRun	0.08	neutral_geargrinder_run_
neutralGhostLynxAttack	0.08	neutral_ghostlynx_attack_
neutralGhostLynxBreathing	0.1	neutral_ghostlynx_breathing_
neutralGhostLynxDeath	0.08	neutral_ghostlynx_death_
neutralGhostLynxHit	0.08	neutral_ghostlynx_hit_
neutralGhostLynxIdle	0.08	neutral_ghostlynx_idle_
neutralGhostLynxRun	0.08	neutral_ghostlynx_run_
neutralGhoulieAttack	0.08	neutral_ghoulie_attack_
neutralGhoulieBreathing	0.09	neutral_ghoulie_breathing_
neutralGhoulieDeath	0.08	neutral_ghoulie_death_
neutralGhoulieHit	0.08	neutral_ghoulie_hit_
neutralGhoulieIdle	0.08	neutral_ghoulie_idle_
neutralGhoulieRun	0.08	neutral_ghoulie_run_
neutralGiagoAttack	0.08	neutral_thegreatprotector_attack_
neutralGiagoBreathing	0.12	neutral_thegreatprotector_breathing_
neutralGiagoDeath	0.08	neutral_thegreatprotector_death_
neutralGiagoHit	0.08	neutral_thegreatprotector_hit_
neutralGiagoIdle	0.08	neutral_thegreatprotector_idle_
neutralGiagoRun	0.08	neutral_thegreatprotector_run_
neutralGiantCrabAttack	0.08	neutral_giantcrab_attack_
neutralGiantCrabBreathing	0.09	neutral_giantcrab_breathing_
neutralGiantCrabDeath	0.08	neutral_giantcrab_death_
neutralGiantCrabHit	0.08	neutral_giantcrab_hit_
neutralGiantCrabIdle	0.08	neutral_giantcrab_idle_
neutralGiantCrabRun	0.08	neutral_giantcrab_run_
neutralGnasherAttack	0.08	neutral_gnasher_attack_
neutralGnasherBreathing	0.09	neutral_gnasher_breathing_
neutralGnasherDeath	0.08	neutral_gnasher_death_
neutralGnasherHit	0.08	neutral_gnasher_hit_
neutralGnasherIdle	0.08	neutral_gnasher_idle_
neutralGnasherRun	0.08	neutral_gnasher_run_
neutralGoldenHammerAttack	0.08	neutral_goldenhammer_attack_
neutralGoldenHammerBreathing	0.12	neutral_goldenhammer_breathing_
neutralGoldenHammerDeath	0.08	neutral_goldenhammer_death_
neutralGoldenHammerHit	0.08	neutral_goldenhammer_hit_
neutralGoldenHammerIdle	0.08	neutral_goldenhammer_idle_
neutralGoldenHammerRun	0.08	neutral_goldenhammer_run_
neutralGoldenMantellaAttack	0.08	neutral_goldenmantella_attack_
neutralGoldenMantellaBreathing	0.09	neutral_goldenmantella_breathing_
neutralGoldenMantellaDeath	0.08	neutral_goldenmantella_death_
neutralGoldenMantellaHit	0.08	neutral_goldenmantella_hit_
neutralGoldenMantellaIdle	0.08	neutral_goldenmantella_idle_
neutralGoldenMantellaRun	0.08	neutral_goldenmantella_run_
neutralGoldenjusticarAttack	0.08	neutral_goldenjusticar_attack_
neutralGoldenjusticarBreathing	0.1	neutral_goldenjusticar_breathing_
neutralGoldenjusticarDeath	0.08	neutral_goldenjusticar_death_
neutralGoldenjusticarHit	0.08	neutral_goldenjusticar_hit_
neutralGoldenjusticarIdle	0.08	neutral_goldenjusticar_idle_
neutralGoldenjusticarRun	0.08	neutral_goldenjusticar_run_
neutralGoldloverAttack	0.08	neutral_mrgoldmclover_attack_
neutralGoldloverBreathing	0.12	neutral_mrgoldmclover_breathing_
neutralGoldloverDeath	0.08	neutral_mrgoldmclover_death_
neutralGoldloverHit	0.08	neutral_mrgoldmclover_hit_
neutralGoldloverIdle	0.08	neutral_mrgoldmclover_idle_
neutralGoldloverRun	0.08	neutral_mrgoldmclover_run_
neutralGolemBloodshardAttack	0.08	neutral_golembloodshard_attack_
neutralGolemBloodshardBreathing	0.12	neutral_golembloodshard_breathing_
neutralGolemBloodshardDeath	0.08	neutral_golembloodshard_death_
neutralGolemBloodshardHit	0.08	neutral_golembloodshard_hit_
neutralGolemBloodshardIdle	0.08	neutral_golembloodshard_idle_
neutralGolemBloodshardRun	0.08	neutral_golembloodshard_run_
neutralGolemDragonboneAttack	0.08	neutral_golemdragonbone_attack_
neutralGolemDragonboneBreathing	0.13	neutral_golemdragonbone_breathing_
neutralGolemDragonboneDeath	0.08	neutral_golemdragonbone_death_
neutralGolemDragonboneHit	0.08	neutral_golemdragonbone_hit_
neutralGolemDragonboneIdle	0.08	neutral_golemdragonbone_idle_
neutralGolemDragonboneRun	0.08	neutral_golemdragonbone_run_
neutralGolemIceAttack	0.08	neutral_golemice_attack_
neutralGolemIceBreathing	0.12	neutral_golemice_breathing_
neutralGolemIceDamage	0.08	neutral_golemice_hit_
neutralGolemIceDeath	0.08	neutral_golemice_death_
neutralGolemIceIdle	0.08	neutral_golemice_idle_
neutralGolemIceRun	0.08	neutral_golemice_run_
neutralGolemNatureAttack	0.08	neutral_golemnature_attack_
neutralGolemNatureBreathing	0.12	neutral_golemnature_breathing_
neutralGolemNatureDeath	0.08	neutral_golemnature_death_
neutralGolemNatureHit	0.08	neutral_golemnature_hit_
neutralGolemNatureIdle	0.08	neutral_golemnature_idle_
neutralGolemNatureRun	0.08	neutral_golemnature_run_
neutralGolemRunesandAttack	0.08	neutral_golemrunesand_attack_
neutralGolemRunesandBreathing	0.12	neutral_golemrunesand_breathing_
neutralGolemRunesandDeath	0.08	neutral_golemrunesand_death_
neutralGolemRunesandHit	0.08	neutral_golemrunesand_hit_
neutralGolemRunesandIdle	0.08	neutral_golemrunesand_idle_
neutralGolemRunesandRun	0.08	neutral_golemrunesand_run_
neutralGolemSteelAttack	0.08	neutral_golemsteel_attack_
neutralGolemSteelBreathing	0.12	neutral_golemsteel_breathing_
neutralGolemSteelDamage	0.08	neutral_golemsteel_hit_
neutralGolemSteelDeath	0.08	neutral_golemsteel_death_
neutralGolemSteelIdle	0.08	neutral_golemsteel_idle_
neutralGolemSteelRun	0.08	neutral_golemsteel_run_
neutralGolemStoneAttack	0.08	neutral_golemstone_attack_
neutralGolemStoneBreathing	0.12	neutral_golemstone_breathing_
neutralGolemStoneDamage	0.08	neutral_golemstone_hit_
neutralGolemStoneDeath	0.08	neutral_golemstone_death_
neutralGolemStoneIdle	0.08	neutral_golemstone_idle_
neutralGolemStoneRun	0.07	neutral_golemstone_run_
neutralGolemStormmetalAttack	0.08	neutral_golemstormmetal_attack_
neutralGolemStormmetalBreathing	0.13	neutral_golemstormmetal_breathing_
neutralGolemStormmetalDeath	0.08	neutral_golemstormmetal_death_
neutralGolemStormmetalHit	0.08	neutral_golemstormmetal_hit_
neutralGolemStormmetalIdle	0.08	neutral_golemstormmetal_idle_
neutralGolemStormmetalRun	0.08	neutral_golemstormmetal_run_
neutralGrimesAttack	0.08	neutral_grimes_attack_
neutralGrimesBreathing	0.09	neutral_grimes_breathing_
neutralGrimesDeath	0.08	neutral_grimes_death_
neutralGrimesHit	0.08	neutral_grimes_hit_
neutralGrimesIdle	0.08	neutral_grimes_idle_
neutralGrimesRun	0.08	neutral_grimes_run_
neutralGrincherAttack	0.08	neutral_grincher_attack_
neutralGrincherBreathing	0.1	neutral_grincher_breathing_
neutralGrincherDeath	0.08	neutral_grincher_death_
neutralGrincherHit	0.08	neutral_grincher_hit_
neutralGrincherIdle	0.08	neutral_grincher_idle_
neutralGrincherRun	0.08	neutral_grincher_run_
neutralGroAttack	0.08	neutral_gro_attack_
neutralGroBreathing	0.12	neutral_gro_breathing_
neutralGroDeath	0.08	neutral_gro_death_
neutralGroHit	0.08	neutral_gro_hit_
neutralGroIdle	0.08	neutral_gro_idle_
neutralGroRun	0.08	neutral_gro_run_
neutralGroveLionAttack	0.08	neutral_pennyarcade03_attack_
neutralGroveLionBreathing	0.1	neutral_pennyarcade03_breathing_
neutralGroveLionDeath	0.08	neutral_pennyarcade03_death_
neutralGroveLionHit	0.08	neutral_pennyarcade03_hit_
neutralGroveLionIdle	0.08	neutral_pennyarcade03_idle_
neutralGroveLionRun	0.08	neutral_pennyarcade03_run_
neutralHatredAttack	0.08	neutral_hatred_attack_
neutralHatredBreathing	0.12	neutral_hatred_breathing_
neutralHatredDeath	0.08	neutral_hatred_death_
neutralHatredHit	0.08	neutral_hatred_hit_
neutralHatredIdle	0.08	neutral_hatred_idle_
neutralHatredRun	0.08	neutral_hatred_run_
neutralHealingMysticAttack	0.08	neutral_healingmystic_attack_
neutralHealingMysticBNAttack	0.08	neutral_healingmysticbandainamco_attack_
neutralHealingMysticBNBreathing	0.12	neutral_healingmysticbandainamco_breathing_
neutralHealingMysticBNDeath	0.08	neutral_healingmysticbandainamco_death_
neutralHealingMysticBNHit	0.08	neutral_healingmysticbandainamco_hit_
neutralHealingMysticBNIdle	0.08	neutral_healingmysticbandainamco_idle_
neutralHealingMysticBNRun	0.08	neutral_healingmysticbandainamco_run_
neutralHealingMysticBreathing	0.12	neutral_healingmystic_breathing_
neutralHealingMysticDeath	0.08	neutral_healingmystic_death_
neutralHealingMysticHit	0.08	neutral_healingmystic_hit_
neutralHealingMysticIdle	0.08	neutral_healingmystic_idle_
neutralHealingMysticRun	0.08	neutral_healingmystic_run_
neutralHighHandAttack	0.08	neutral_highhand_attack_
neutralHighHandBreathing	0.12	neutral_highhand_breathing_
neutralHighHandDeath	0.08	neutral_highhand_death_
neutralHighHandHit	0.08	neutral_highhand_hit_
neutralHighHandIdle	0.08	neutral_highhand_idle_
neutralHighHandRun	0.08	neutral_highhand_run_
neutralHollowGrovekeeperAttack	0.08	neutral_hollowgrovekeeper_attack_
neutralHollowGrovekeeperBreathing	0.1	neutral_hollowgrovekeeper_breathing_
neutralHollowGrovekeeperDeath	0.08	neutral_hollowgrovekeeper_death_
neutralHollowGrovekeeperHit	0.08	neutral_hollowgrovekeeper_hit_
neutralHollowGrovekeeperIdle	0.08	neutral_hollowgrovekeeper_idle_
neutralHollowGrovekeeperRun	0.08	neutral_hollowgrovekeeper_run_
neutralHsukuAttack	0.08	neutral_hsuku_attack_
neutralHsukuBreathing	0.12	neutral_hsuku_breathing_
neutralHsukuDeath	0.08	neutral_hsuku_death_
neutralHsukuHit	0.08	neutral_hsuku_hit_
neutralHsukuIdle	0.08	neutral_hsuku_idle_
neutralHsukuRun	0.08	neutral_hsuku_run_
neutralHydraxAttack	0.08	neutral_hydrax_attack_
neutralHydraxBreathing	0.09	neutral_hydrax_breathing_
neutralHydraxDeath	0.08	neutral_hydrax_death_
neutralHydraxHit	0.08	neutral_hydrax_hit_
neutralHydraxIdle	0.08	neutral_hydrax_idle_
neutralHydraxRun	0.08	neutral_hydrax_run_
neutralIllusionAttack	0.08	neutral_prismaticillusionistminion_attack_
neutralIllusionBreathing	0.14	neutral_prismaticillusionistminion_breathing_
neutralIllusionDeath	0.08	neutral_prismaticillusionistminion_death_
neutralIllusionHit	0.08	neutral_prismaticillusionistminion_hit_
neutralIllusionIdle	0.08	neutral_prismaticillusionistminion_idle_
neutralIllusionRun	0.08	neutral_prismaticillusionistminion_run_
neutralIncindyAttack	0.08	neutral_incindy_attack_
neutralIncindyBreathing	0.12	neutral_incindy_breathing_
neutralIncindyDeath	0.08	neutral_incindy_death_
neutralIncindyHit	0.08	neutral_incindy_hit_
neutralIncindyIdle	0.08	neutral_incindy_idle_
neutralIncindyRun	0.08	neutral_incindy_run_
neutralInquisitorKronAttack	0.08	neutral_inquisitorkron_attack_
neutralInquisitorKronBreathing	0.09	neutral_inquisitorkron_breathing_
neutralInquisitorKronDeath	0.08	neutral_inquisitorkron_death_
neutralInquisitorKronHit	0.08	neutral_inquisitorkron_hit_
neutralInquisitorKronIdle	0.08	neutral_inquisitorkron_idle_
neutralInquisitorKronRun	0.08	neutral_inquisitorkron_run_
neutralIonAttack	0.08	neutral_ion_attack_
neutralIonBreathing	0.09	neutral_ion_breathing_
neutralIonDeath	0.08	neutral_ion_death_
neutralIonHit	0.08	neutral_ion_hit_
neutralIonIdle	0.08	neutral_ion_idle_
neutralIonRun	0.08	neutral_ion_run_
neutralIroncladAttack	0.08	neutral_ironclad_attack_
neutralIroncladBreathing	0.13	neutral_ironclad_breathing_
neutralIroncladDeath	0.08	neutral_ironclad_death_
neutralIroncladHit	0.08	neutral_ironclad_hit_
neutralIroncladIdle	0.08	neutral_ironclad_idle_
neutralIroncladRun	0.08	neutral_ironclad_run_
neutralJaxTruesightAttack	0.08	neutral_jaxtruesight_attack_
neutralJaxTruesightBreathing	0.13	neutral_jaxtruesight_breathing_
neutralJaxTruesightDeath	0.08	neutral_jaxtruesight_death_
neutralJaxTruesightHit	0.08	neutral_jaxtruesight_hit_
neutralJaxTruesightIdle	0.08	neutral_jaxtruesight_idle_
neutralJaxTruesightProjectile	0.08	neutral_jaxtruesight_projectile_
neutralJaxTruesightRun	0.08	neutral_jaxtruesight_run_
neutralJaxiAttack	0.08	neutral_jaxi_attack_
neutralJaxiBreathing	0.1	neutral_jaxi_breathing_
neutralJaxiDeath	0.08	neutral_jaxi_death_
neutralJaxiHit	0.08	neutral_jaxi_hit_
neutralJaxiIdle	0.08	neutral_jaxi_idle_
neutralJaxiRun	0.08	neutral_jaxi_run_
neutralKeeperOfTheValeAttack	0.08	neutral_keeperofthevale_attack_
neutralKeeperOfTheValeBreathing	0.1	neutral_keeperofthevale_breathing_
neutralKeeperOfTheValeDeath	0.08	neutral_keeperofthevale_death_
neutralKeeperOfTheValeHit	0.08	neutral_keeperofthevale_hit_
neutralKeeperOfTheValeIdle	0.08	neutral_keeperofthevale_idle_
neutralKeeperOfTheValeRun	0.08	neutral_keeperofthevale_run_
neutralKeeperOfTheValueAttack	0.08	neutral_keeperofthevalue_attack_
neutralKeeperOfTheValueBreathing	0.1	neutral_keeperofthevalue_breathing_
neutralKeeperOfTheValueDeath	0.08	neutral_keeperofthevalue_death_
neutralKeeperOfTheValueHit	0.08	neutral_keeperofthevalue_hit_
neutralKeeperOfTheValueIdle	0.08	neutral_keeperofthevalue_idle_
neutralKeeperOfTheValueRun	0.08	neutral_keeperofthevalue_run_
neutralKhymeraAttack	0.08	neutral_khymera_attack_
neutralKhymeraBreathing	0.1	neutral_khymera_breathing_
neutralKhymeraDeath	0.08	neutral_khymera_death_
neutralKhymeraHit	0.08	neutral_khymera_hit_
neutralKhymeraIdle	0.08	neutral_khymera_idle_
neutralKhymeraRun	0.08	neutral_khymera_run_
neutralKinAttack	0.08	neutral_kin_attack_
neutralKinBreathing	0.12	neutral_kin_breathing_
neutralKinDeath	0.08	neutral_kin_death_
neutralKinHit	0.08	neutral_kin_hit_
neutralKinIdle	0.08	neutral_kin_idle_
neutralKinRun	0.08	neutral_kin_run_
neutralKoiAttack	0.08	neutral_koi_attack_
neutralKoiBreathing	0.09	neutral_koi_breathing_
neutralKoiDeath	0.08	neutral_koi_death_
neutralKoiHit	0.08	neutral_koi_hit_
neutralKoiIdle	0.08	neutral_koi_idle_
neutralKoiRun	0.08	neutral_koi_run_
neutralKomodoKinAttack	0.08	neutral_komodokin_attack_
neutralKomodoKinBreathing	0.09	neutral_komodokin_breathing_
neutralKomodoKinDeath	0.08	neutral_komodokin_death_
neutralKomodoKinHit	0.08	neutral_komodokin_hit_
neutralKomodoKinIdle	0.08	neutral_komodokin_idle_
neutralKomodoKinRun	0.08	neutral_komodokin_run_
neutralLadyLockeAttack	0.08	neutral_ladylocke_attack_
neutralLadyLockeBreathing	0.13	neutral_ladylocke_breathing_
neutralLadyLockeDeath	0.08	neutral_ladylocke_death_
neutralLadyLockeHit	0.08	neutral_ladylocke_hit_
neutralLadyLockeIdle	0.08	neutral_ladylocke_idle_
neutralLadyLockeRun	0.08	neutral_ladylocke_run_
neutralLeTigressAttack	0.08	neutral_letigress_attack_
neutralLeTigressBreathing	0.09	neutral_letigress_breathing_
neutralLeTigressDeath	0.08	neutral_letigress_death_
neutralLeTigressHit	0.08	neutral_letigress_hit_
neutralLeTigressIdle	0.08	neutral_letigress_idle_
neutralLeTigressProjectile	0.08	neutral_letigress_projectile_
neutralLeTigressRun	0.08	neutral_letigress_run_
neutralLightningBeetleAttack	0.08	neutral_monsterlightningbeetle_attack_
neutralLightningBeetleBreathing	0.13	neutral_monsterlightningbeetle_breathing_
neutralLightningBeetleDeath	0.08	neutral_monsterlightningbeetle_death_
neutralLightningBeetleHit	0.08	neutral_monsterlightningbeetle_hit_
neutralLightningBeetleIdle	0.08	neutral_monsterlightningbeetle_idle_
neutralLightningBeetleRun	0.08	neutral_monsterlightningbeetle_run_
neutralLoreWeaverAttack	0.08	neutral_loreweaver_attack_
neutralLoreWeaverBreathing	0.09	neutral_loreweaver_breathing_
neutralLoreWeaverDeath	0.08	neutral_loreweaver_death_
neutralLoreWeaverHit	0.08	neutral_loreweaver_hit_
neutralLoreWeaverIdle	0.08	neutral_loreweaver_idle_
neutralLoreWeaverRun	0.08	neutral_loreweaver_run_
neutralLuxIgnisAttack	0.08	neutral_luxignis_attack_
neutralLuxIgnisBreathing	0.13	neutral_luxignis_breathing_
neutralLuxIgnisDeath	0.08	neutral_luxignis_death_
neutralLuxIgnisHit	0.08	neutral_luxignis_hit_
neutralLuxIgnisIdle	0.08	neutral_luxignis_idle_
neutralLuxIgnisProjectile	0.08	neutral_luxignis_projectile_
neutralLuxIgnisRun	0.08	neutral_luxignis_run_
neutralMageswornAttack	0.08	neutral_mageswarm_attack_
neutralMageswornBreathing	0.09	neutral_mageswarm_breathing_
neutralMageswornDeath	0.08	neutral_mageswarm_death_
neutralMageswornHit	0.08	neutral_mageswarm_hit_
neutralMageswornIdle	0.08	neutral_mageswarm_idle_
neutralMageswornRun	0.08	neutral_mageswarm_run_
neutralMawAttack	0.08	neutral_maw_attack_
neutralMawBreathing	0.09	neutral_maw_breathing_
neutralMawDeath	0.08	neutral_maw_death_
neutralMawHit	0.08	neutral_maw_hit_
neutralMawIdle	0.08	neutral_maw_idle_
neutralMawRun	0.08	neutral_maw_run_
neutralMechaz0rCannonAttack	0.08	neutral_mechaz0rcannon_attack_
neutralMechaz0rCannonBreathing	0.13	neutral_mechaz0rcannon_breathing_
neutralMechaz0rCannonDeath	0.08	neutral_mechaz0rcannon_death_
neutralMechaz0rCannonHit	0.08	neutral_mechaz0rcannon_hit_
neutralMechaz0rCannonIdle	0.08	neutral_mechaz0rcannon_idle_
neutralMechaz0rCannonProjectile	0.08	neutral_mechaz0rcannon_projectile_
neutralMechaz0rCannonRun	0.08	neutral_mechaz0rcannon_run_
neutralMechaz0rChassisAttack	0.08	neutral_mechaz0rchassis_attack_
neutralMechaz0rChassisBreathing	0.14	neutral_mechaz0rchassis_breathing_
neutralMechaz0rChassisDeath	0.08	neutral_mechaz0rchassis_death_
neutralMechaz0rChassisHit	0.08	neutral_mechaz0rchassis_hit_
neutralMechaz0rChassisIdle	0.08	neutral_mechaz0rchassis_idle_
neutralMechaz0rChassisRun	0.08	neutral_mechaz0rchassis_run_
neutralMechaz0rHelmAttack	0.08	neutral_mechaz0rhelm_attack_
neutralMechaz0rHelmBreathing	0.13	neutral_mechaz0rhelm_breathing_
neutralMechaz0rHelmDeath	0.08	neutral_mechaz0rhelm_death_
neutralMechaz0rHelmHit	0.08	neutral_mechaz0rhelm_hit_
neutralMechaz0rHelmIdle	0.08	neutral_mechaz0rhelm_idle_
neutralMechaz0rHelmRun	0.08	neutral_mechaz0rhelm_run_
neutralMechaz0rSuperAttack	0.08	neutral_mechaz0rsuper_attack_
neutralMechaz0rSuperBreathing	0.13	neutral_mechaz0rsuper_breathing_
neutralMechaz0rSuperDeath	0.08	neutral_mechaz0rsuper_death_
neutralMechaz0rSuperHit	0.08	neutral_mechaz0rsuper_hit_
neutralMechaz0rSuperIdle	0.08	neutral_mechaz0rsuper_idle_
neutralMechaz0rSuperProjectile	0.08	neutral_mechaz0rsuper_projectile_
neutralMechaz0rSuperRun	0.08	neutral_mechaz0rsuper_run_
neutralMechaz0rSwordAttack	0.08	neutral_mechaz0rsword_attack_
neutralMechaz0rSwordBreathing	0.14	neutral_mechaz0rsword_breathing_
neutralMechaz0rSwordDeath	0.08	neutral_mechaz0rsword_death_
neutralMechaz0rSwordHit	0.08	neutral_mechaz0rsword_hit_
neutralMechaz0rSwordIdle	0.08	neutral_mechaz0rsword_idle_
neutralMechaz0rSwordRun	0.08	neutral_mechaz0rsword_run_
neutralMechaz0rWingsAttack	0.08	neutral_mechaz0rwing_attack_
neutralMechaz0rWingsBreathing	0.14	neutral_mechaz0rwing_breathing_
neutralMechaz0rWingsDeath	0.08	neutral_mechaz0rwing_death_
neutralMechaz0rWingsHit	0.08	neutral_mechaz0rwing_hit_
neutralMechaz0rWingsIdle	0.08	neutral_mechaz0rwing_idle_
neutralMechaz0rWingsProjectile	0.08	neutral_mechaz0rwing_projectile_
neutralMechaz0rWingsRun	0.08	neutral_mechaz0rwing_run_
neutralMeltdownAttack	0.08	neutral_meltdown_attack_
neutralMeltdownBreathing	0.09	neutral_meltdown_breathing_
neutralMeltdownDeath	0.08	neutral_meltdown_death_
neutralMeltdownHit	0.08	neutral_meltdown_hit_
neutralMeltdownIdle	0.08	neutral_meltdown_idle_
neutralMeltdownRun	0.08	neutral_meltdown_run_
neutralMercCaster01Attack	0.08	neutral_merccaster1_attack_
neutralMercCaster01Breathing	0.12	neutral_merccaster1_breathing_
neutralMercCaster01Damage	0.08	neutral_merccaster1_hit_
neutralMercCaster01Death	0.08	neutral_merccaster1_death_
neutralMercCaster01Idle	0.08	neutral_merccaster1_idle_
neutralMercCaster01Run	0.08	neutral_merccaster1_run_
neutralMercGrenadierAttack	0.08	neutral_mercgrenadier_attack_
