card_id	fx_identifier	source
Cards.Neutral.SwornAvenger	FX.Cards.Neutral.SwornAvenger	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.SwornDefender	FX.Cards.Neutral.SwornDefender	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.SwornSister	FX.Cards.Neutral.SwornSister	app/sdk/cards/factory/monthly/sisters.coffee
Cards.Neutral.SyvrelTheExile	FX.Cards.Neutral.SyvrelTheExile	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Tethermancer	FX.Cards.Neutral.Tethermancer	app/sdk/cards/factory/monthly/m5_provoke.coffee
Cards.Neutral.TheHighHand	FX.Cards.Neutral.TheHighHand	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.TheScientist	FX.Cards.Neutral.TheScientist	app/sdk/cards/factory/monthly/m9_streamers.coffee
Cards.Neutral.Theobule	FX.Cards.Neutral.Shuffler	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.ThornNeedler	FX.Cards.Neutral.ThornNeedler	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Thunderhorn	FX.Cards.Neutral.Unseven	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.TigerCub	FX.Cards.Neutral.GhostLynx	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.Timekeeper	FX.Cards.Neutral.Moebius	app/sdk/cards/factory/wartech/neutral.coffee
Cards.Neutral.TrinityWing	FX.Cards.Neutral.FlameWing	app/sdk/cards/factory/unity/neutral.coffee
Cards.Neutral.TwilightMage	FX.Cards.Neutral.TwilightMage	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Ubo	FX.Cards.Neutral.Ubo	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Unseven	FX.Cards.Neutral.Unseven	app/sdk/cards/factory/monthly/m7_warmasters.coffee
Cards.Neutral.ValeHunter	FX.Cards.Neutral.ValeHunter	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.ValueMcDownside	FX.Cards.Neutral.AlterRexx	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.VenomToth	FX.Cards.Neutral.VenomToth	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.VineEntangler	FX.Cards.Neutral.VineEntangler	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.VoidExploder	FX.Cards.Neutral.Chakkram	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Neutral.VoidHunter	FX.Cards.Neutral.VoidHunter	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.WarTalon	FX.Cards.Neutral.WarTalon	app/sdk/cards/factory/monthly/m5_provoke.coffee
Cards.Neutral.WhistlingBlade	FX.Cards.Neutral.WhistlingBlade	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.WhiteWidow	FX.Cards.Neutral.WhiteWidow	app/sdk/cards/factory/monthly/m4_replace.coffee
Cards.Neutral.WildTahr	FX.Cards.Neutral.WildTahr	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Neutral.WindRunner	FX.Cards.Neutral.WindRunner	app/sdk/cards/factory/monthly/m1_movement.coffee
Cards.Neutral.WindStopper	FX.Cards.Neutral.WindStopper	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.WingsOfParadise	FX.Cards.Neutral.WingsOfParadise	app/sdk/cards/factory/monthly/m4_replace.coffee
Cards.Neutral.WoodWen	FX.Cards.Neutral.WhiteWidow	app/sdk/cards/factory/monthly/m11_penny_arcade.coffee
Cards.Neutral.Yun	FX.Cards.Neutral.Yun	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.Z0r	FX.Cards.Neutral.Mechaz0rHelm	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.ZenRui	FX.Cards.Neutral.ZenRui	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Zukong	FX.Cards.Neutral.EXun	app/sdk/cards/factory/shimzar/neutral.coffee
Cards.Neutral.ZuraelTheLifegiver	FX.Cards.Neutral.ZuraelTheLifegiver	app/sdk/cards/factory/core/neutral.coffee
Cards.Neutral.Zyx	FX.Cards.Neutral.Zyx	app/sdk/cards/factory/monthly/m13_november_monthlies.coffee
Cards.Spell.AbhorrentUnbirth	FX.Cards.Spell.AbhorrentUnbirth	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Spell.AbyssalScar	FX.Cards.Spell.AbyssalScar	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.AbyssianStrength	FX.Cards.Spell.AbyssianStrength	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.AegisBarrier	FX.Cards.Spell.AegisBarrier	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.AerialRift	FX.Cards.Spell.AerialRift	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.Afterblaze	FX.Cards.Spell.WarSurge	app/sdk/cards/factory/shimzar/faction1.coffee
Cards.Spell.Afterglow	FX.Cards.Spell.Afterglow	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.AlteredBeast	FX.Cards.Spell.AlteredBeast	app/sdk/cards/factory/shimzar/faction6.coffee
Cards.Spell.Amplification	FX.Cards.Spell.Amplification	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.AncestralDivination	FX.Cards.Spell.AncestralDivination	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.AperionsClaim	FX.Cards.Spell.AperionsClaim	app/sdk/cards/factory/firstwatch/faction1.coffee
Cards.Spell.AphoticDrain	FX.Cards.Spell.CurseOfAgony	app/sdk/cards/factory/bloodstorm/faction4.coffee
Cards.Spell.ApplyModifiers	FX.Cards.Spell.ApplyModifiers	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.ArcaneHeart	FX.Cards.Spell.ArcaneHeart	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.AridUnmaking	FX.Cards.Spell.AridUnmaking	app/sdk/cards/factory/firstwatch/faction3.coffee
Cards.Spell.ArtifactDefiler	FX.Cards.Spell.ArtifactDefiler	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.AspectOfBear	FX.Cards.Spell.AspectOfBear	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Spell.AspectOfIdentity	FX.Cards.Spell.AspectOfEgo	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Spell.AspectOfTheDrake	FX.Cards.Spell.AspectOfTheDrake	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.AspectOfTheMountains	FX.Cards.Spell.AspectOfTheDrake	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.AspectOfTheWolf	FX.Cards.Spell.AspectOfTheWolf	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.AssassinationProtocol	FX.Cards.Spell.Assassination	app/sdk/cards/factory/wartech/faction2.coffee
Cards.Spell.AstralFlood	FX.Cards.Spell.AstralFlood	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Spell.AstralPhasing	FX.Cards.Spell.AstralPhasing	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.Auroraboros	FX.Cards.Spell.Auroraboros	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Spell.AurorasTears	FX.Cards.Spell.AurorasTears	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.AurynNexus	FX.Cards.Spell.AurynNexus	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.Avalanche	FX.Cards.Spell.Avalanche	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.AzureSummoning	FX.Cards.Spell.AzureSummoning	app/sdk/cards/factory/firstwatch/faction3.coffee
Cards.Spell.Backstabbery	FX.Cards.Spell.ObscuringBlow	app/sdk/cards/factory/bloodstorm/faction2.coffee
Cards.Spell.Bamboozle	FX.Cards.Spell.Bamboozle	app/sdk/cards/factory/wartech/faction2.coffee
Cards.Spell.BeamShock	FX.Cards.Spell.BeamShock	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.Betrayal	FX.Cards.Spell.Betrayal	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Spell.BigTime	FX.Cards.Spell.GargantuanGrowth	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Spell.BlazingSpines	FX.Spell.FireTornado	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.BlindingSnowstorm	FX.Cards.Spell.BlindingSnowstorm	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Spell.Blindscorch	FX.Cards.Spell.Blindscorch	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.Blink	FX.Cards.Spell.Blink	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.BloodOfAir	FX.Cards.Spell.BloodOfAir	app/sdk/cards/factory/unity/faction3.coffee
Cards.Spell.BloodRage	FX.Cards.Spell.BloodRage	app/sdk/cards/factory/firstwatch/faction5.coffee
Cards.Spell.Bombard	FX.Cards.Spell.Bombard	app/sdk/cards/factory/firstwatch/faction2.coffee
Cards.Spell.BoneSwarm	FX.Cards.Spell.BoneSwarm	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.BonechillBarrier	FX.Spell.FireTornado	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.BootyProjection	FX.Cards.Spell.SecondSelf	app/sdk/cards/factory/coreshatter/faction2.coffee
Cards.Spell.BoulderHurl	FX.Cards.Spell.BoulderHurl	app/sdk/cards/factory/firstwatch/neutral.coffee
Cards.Spell.BounceMinionSpawnEntity	FX.Cards.Spell.BounceMinionSpawnEntity	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.BoundedLifeforce	FX.Cards.Spell.BoundedLifeforce	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.BreathOfTheUnborn	FX.Cards.Spell.BreathOfTheUnborn	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.BrilliantPlume	FX.Cards.Spell.BrilliantPlume	app/sdk/cards/factory/coreshatter/neutral.coffee
Cards.Spell.BurdenOfKnowledge	FX.Cards.Spell.BurdenOfKnowledge	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Spell.CallToArms	FX.Cards.Spell.CallToArms	app/sdk/cards/factory/wartech/faction1.coffee
Cards.Spell.CataclysmicFault	FX.Cards.Spell.CataclysmicFault	app/sdk/cards/factory/firstwatch/faction3.coffee
Cards.Spell.ChanneledBreath	FX.Cards.Spell.ChanneledBreath	app/sdk/cards/factory/firstwatch/faction1.coffee
Cards.Spell.ChargeIntoBattle	FX.Cards.Spell.Lionize	app/sdk/cards/factory/coreshatter/faction1.coffee
Cards.Spell.ChokingTendrils	FX.Cards.Spell.ChokingTendrils	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Spell.ChromaticCold	FX.Cards.Spell.ChromaticCold	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.ChrysalisBloom	FX.Cards.Spell.ChrysalisBurst	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.CircleLife	FX.Cards.Spell.CircleLife	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.CircleOfDesiccation	FX.Cards.Spell.CircleOfDesiccation	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Spell.CloneSourceEntity	FX.Factions.Neutral.UnitSpawnFX	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.CloneSourceEntity2X	FX.Factions.Neutral.UnitSpawnFX	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.CloneSourceEntity3X	FX.Factions.Neutral.UnitSpawnFX	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.CloneSourceEntity4X	FX.Factions.Neutral.UnitSpawnFX	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.CloneSourceEntityNearbyGeneral	FX.Factions.Neutral.UnitSpawnFX	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.CloneSourceEntityNearbyGeneral2X	FX.Factions.Neutral.UnitSpawnFX	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.CloneTargetEntity	FX.Factions.Neutral.UnitSpawnFX	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.CobraStrike	FX.Cards.Spell.CobraStrike	app/sdk/cards/factory/bloodstorm/faction2.coffee
Cards.Spell.ConcealingShroud	FX.Cards.Spell.ElementalFury	app/sdk/cards/factory/bloodstorm/faction6.coffee
Cards.Spell.Congregation	FX.Cards.Spell.Congregation	app/sdk/cards/factory/firstwatch/faction1.coffee
Cards.Spell.ConsumingRebirth	FX.Cards.Spell.ConsumingRebirth	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.CorporealCadence	FX.Cards.Spell.CorporealCadence	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Spell.CorpseCombustion	FX.Cards.Spell.CosmicFlesh	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Spell.CosmicFlesh	FX.Cards.Spell.CosmicFlesh	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.CreepingFrost	FX.Cards.Spell.Permafrost	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Spell.CrimsonCoil	FX.Cards.Spell.CrimsonCoil	app/sdk/cards/factory/shimzar/faction2.coffee
Cards.Spell.Cryogenesis	FX.Cards.Spell.Cryogenesis	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.CrystallineReinforcement	FX.Cards.Spell.CrystalReinforce	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Spell.CurseOfAgony	FX.Cards.Spell.CurseOfAgony	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.DaemonicLure	FX.Cards.Spell.DaemonicLure	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.DampeningWave	FX.Cards.Spell.DampeningWave	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.DanceOfDreams	FX.Cards.Spell.DanceOfDreams	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.DarkSacrifice	FX.Cards.Spell.DarkSacrifice	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.DarkSeed	FX.Cards.Spell.DarkSeed	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.DarkTransformation	FX.Cards.Spell.DarkTransformation	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.DauntlessAdvance	FX.Cards.Spell.DauntlessAdvance	app/sdk/cards/factory/wartech/faction1.coffee
Cards.Spell.DeathIncoming	FX.Cards.Spell.BloodEchoes	app/sdk/cards/factory/unity/faction4.coffee
Cards.Spell.DeathfireCrescendo	FX.Cards.Spell.DeathfireCrescendo	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.Deathmark	FX.Cards.Spell.Deathmark	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Spell.DeathstrikeSeal	FX.Cards.Spell.DeathstrikeSeal	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.DebuffBBS	FX.Cards.Spell.Decension	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.Decimate	FX.Cards.Spell.Decimate	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.DejaVu	FX.Cards.Spell.Meditate	app/sdk/cards/factory/coreshatter/faction2.coffee
Cards.Spell.DeployMechaz0r	FX.Factions.Neutral.SpawnSpecialFX	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.DiretideFrenzy	FX.Cards.Spell.DiretideFrenzy	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.Dispel	FX.Cards.Spell.Dispel	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.DivineBond	FX.Cards.Spell.DivineBond	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.DivineSpark	FX.Cards.Spell.DivineSpark	app/sdk/cards/factory/bloodstorm/faction3.coffee
Cards.Spell.DivinestBonderest	FX.Cards.Spell.DivineLiturgy	app/sdk/cards/factory/coreshatter/faction1.coffee
Cards.Spell.Doom	FX.Cards.Spell.Doom	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Spell.DoubleAttackAndHealth	FX.Cards.Spell.ApplyModifiers	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.DragonBreath	FX.Cards.Spell.LessonOfPower	app/sdk/cards/factory/unity/neutral.coffee
Cards.Spell.DragonGrace	FX.Cards.Spell.LessonOfWisdom	app/sdk/cards/factory/unity/neutral.coffee
Cards.Spell.DragonHeart	FX.Cards.Spell.LessonOfCourage	app/sdk/cards/factory/unity/neutral.coffee
Cards.Spell.DrainMorale	FX.Cards.Spell.SandTrap	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.DrainingWave	FX.Cards.Spell.DrainingWave	app/sdk/cards/factory/bloodstorm/faction1.coffee
Cards.Spell.DropLift	FX.Cards.Spell.DropLift	app/sdk/cards/factory/firstwatch/faction3.coffee
Cards.Spell.DunecasterFollowup	FX.Cards.Spell.ApplyModifiers	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.EarthSphere	FX.Cards.Spell.EarthSphere	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.EchoingShriek	FX.Cards.Spell.EchoingShriek	app/sdk/cards/factory/shimzar/faction4.coffee
Cards.Spell.EffulgentInfusion	FX.Cards.Spell.EffulgentInfusion	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Spell.EggBBS	FX.Cards.Spell.EggBBS	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.EggGrenade	FX.Cards.Spell.Pupabomb	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Spell.EggMorph	FX.Cards.Spell.EggMorph	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.EightGates	FX.Cards.Spell.EightGates	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.ElementalFury	FX.Cards.Spell.ElementalFury	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.EmbryoticInsight	FX.Cards.Spell.EmbryoticInsight	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Spell.EndureTheBeastlands	FX.Cards.Spell.EndureTheBeastlands	app/sdk/cards/factory/firstwatch/faction5.coffee
Cards.Spell.Enfeeble	FX.Cards.Spell.Enfeeble	app/sdk/cards/factory/bloodstorm/faction6.coffee
Cards.Spell.Enslave	FX.Cards.Spell.Enslave	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.EnterThunderdome	FX.Cards.Spell.IceAge	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Spell.EntropicDecay	FX.Cards.Spell.EntropicDecay	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.EntropicGaze	FX.Cards.Spell.EntropicGaze	app/sdk/cards/factory/bloodstorm/faction5.coffee
Cards.Spell.EqualityConstraint	FX.Cards.Spell.EqualityConstraint	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Spell.EquipVetArtifacts	FX.Cards.Spell.AutarchsGifts	app/sdk/cards/factory/bloodstorm/faction3.coffee
Cards.Spell.EssenceSculpt	FX.Cards.Spell.EssenceSculpt	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Spell.EtherealBlades	FX.Cards.Spell.EtherealBlades	app/sdk/cards/factory/bloodstorm/faction2.coffee
Cards.Spell.EvilXerox	FX.Cards.Spell.UnleashTheEvil	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Spell.EvolutionaryApex	FX.Cards.Spell.EvolutionaryApex	app/sdk/cards/factory/firstwatch/faction5.coffee
Cards.Spell.Fealty	FX.Cards.Spell.Fealty	app/sdk/cards/factory/wartech/faction1.coffee
Cards.Spell.FestiveSpirit	FX.Cards.Spell.FestiveSpirit	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FightingSpirit	FX.Cards.Spell.LionheartBlessing	app/sdk/cards/factory/shimzar/faction1.coffee
Cards.Spell.FirestormMantra	FX.Cards.Spell.FirestormMantra	app/sdk/cards/factory/firstwatch/faction2.coffee
Cards.Spell.FlamingStampede	FX.Cards.Spell.FlamingStampede	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Spell.FlashFreeze	FX.Cards.Spell.FlashFreeze	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.FlashReincarnation	FX.Cards.Spell.FlashReincarnation	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.FlawlessReflection	FX.Spell.FireTornado	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Spell.Flicker	FX.Cards.Spell.Flicker	app/sdk/cards/factory/firstwatch/faction2.coffee
Cards.Spell.FollowupActivateBattlepet	FX.Cards.Spell.ApplyModifiers	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupDamage	FX.Cards.Spell.FollowupDamage	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupFight	FX.Cards.Spell.FollowupFight	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupHeal	FX.Cards.Spell.FollowupHeal	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupHollowGroveKeeper	FX.Cards.Spell.FollowupHollowGroveKeeper	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupKeeper	FX.Factions.Neutral.UnitSpawnFX	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupKillTargetByAttack	FX.Factions.Neutral.UnitSpawnFX	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupRandomTeleport	FX.Cards.Spell.FollowupRandomTeleport	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupSpawnEntityFromDeck	FX.Cards.Spell.ApplyModifiers	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupSwapPositions	FX.Cards.Spell.Juxtaposition	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupTeleport	FX.Cards.Spell.FollowupTeleport	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupTeleportEnemyToMe	FX.Cards.Spell.FollowupTeleportEnemyToMe	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupTeleportInFrontOfAnyGeneral	FX.Cards.Spell.FollowupTeleportInFrontOfAnyGeneral	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupTeleportMyGeneral	FX.Cards.Spell.FollowupTeleportMyGeneral	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupTeleportMyGeneralBehindEnemy	FX.Cards.Spell.FollowupTeleportMyGeneralBehindEnemy	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupTeleportNearMyGeneral	FX.Cards.Spell.FollowupTeleport	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FollowupTeleportToFriendlyCreep	FX.Cards.Spell.FollowupTeleport	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.FortifiedAssault	FX.Cards.Spell.FortifiedAssault	app/sdk/cards/factory/firstwatch/faction1.coffee
Cards.Spell.FountainOfYouth	FX.Cards.Spell.FountainOfYouth	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.FractalReplication	FX.Spell.FireTornado	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.FrigidCorona	FX.Cards.Spell.FrigidCorona	app/sdk/cards/factory/bloodstorm/faction6.coffee
Cards.Spell.Frostburn	FX.Cards.Spell.Frostburn	app/sdk/cards/factory/shimzar/faction6.coffee
Cards.Spell.FuriousLings	FX.Cards.Spell.Shadowspawn	app/sdk/cards/factory/bloodstorm/faction4.coffee
Cards.Spell.GateToDudesHouse	FX.Cards.Spell.UnfathomableRite	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Spell.GhostLightning	FX.Cards.Spell.GhostLightning	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.GlacialFissure	FX.Cards.Spell.GlacialFissure	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Spell.GoneWithTheWind	FX.Cards.Spell.Wither	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Spell.Gotatsu	FX.Cards.Spell.Gotatsu	app/sdk/cards/factory/firstwatch/faction2.coffee
Cards.Spell.GrabAThing	FX.Cards.Spell.PlanarFoundry	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Spell.GravityWell	FX.Spell.FireTornado	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.GreaterFortitude	FX.Cards.Spell.GreaterFortitude	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.GreaterPhoenixFire	FX.Cards.Spell.PhoenixBarrage	app/sdk/cards/factory/coreshatter/faction2.coffee
Cards.Spell.HatchAnEgg	FX.Cards.Spell.HatchAnEgg	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.HeavensEclipse	FX.Cards.Spell.HeavensEclipse	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.HollowVortex	FX.Cards.Spell.KenshoVortex	app/sdk/cards/factory/coreshatter/faction2.coffee
Cards.Spell.HolyImmolation	FX.Cards.Spell.HolyImmolation	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.HomeostaticRebuke	FX.Cards.Spell.HomeostaticRebuke	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Spell.HorrificVisage	FX.Cards.Spell.HorrificVisage	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Spell.IceCage	FX.Cards.Spell.HailstonePrison	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.IceCapsule	FX.Cards.Spell.CryonicPotential	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Spell.IncreasingDominance	FX.Cards.Spell.Bolster	app/sdk/cards/factory/coreshatter/faction1.coffee
Cards.Spell.IncreasingHeal	FX.Cards.Spell.Invigoration	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Spell.IncreasingWinds	FX.Cards.Spell.Accumulonimbus	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Spell.Infest	FX.Cards.Spell.Infest	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Spell.InfiniteHowlers	FX.Cards.Spell.EndlessHunt	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Spell.InkhornGaze	FX.Cards.Spell.InkhornGaze	app/sdk/cards/factory/shimzar/faction4.coffee
Cards.Spell.InklingSurge	FX.Cards.Spell.InklingSurge	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Spell.InnerFocus	FX.Cards.Spell.InnerFocus	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.InnerOasis	FX.Cards.Spell.InnerOasis	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.Invincible	FX.Cards.Spell.Invincible	app/sdk/cards/factory/wartech/faction1.coffee
Cards.Spell.IroncliffeHeart	FX.Cards.Spell.IroncliffeHeart	app/sdk/cards/factory/shimzar/faction1.coffee
Cards.Spell.Joseki	FX.Cards.Spell.Joseki	app/sdk/cards/factory/unity/faction2.coffee
Cards.Spell.Juxtaposition	FX.Cards.Spell.Juxtaposition	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.KageLightning	FX.Cards.Spell.KageLightning	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.KillTarget	FX.Cards.Spell.KillTarget	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.KillTargetWithRanged	FX.Cards.Spell.KillTargetWithRanged	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.KillingEdge	FX.Cards.Spell.KillingEdge	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.Kindle	FX.Cards.Spell.Knucklestorm	app/sdk/cards/factory/coreshatter/faction2.coffee
Cards.Spell.KinematicProjection	FX.Cards.Spell.KinematicProjection	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Spell.KineticEquilibrium	FX.Cards.Spell.KineticEquilibrium	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.KineticSurge	FX.Cards.Spell.KineticSurge	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.KingsGuardBBS	FX.Cards.Spell.Conscript	app/sdk/cards/factory/core/faction1.coffee
