id	name	cost	faction_id	rarity_id	spell_class	spell_filter_type	can_target_general	damage_amount	heal_amount	radius	target_modifiers	fx_resource	sprite_resource	sound_resource	description
Cards.Spell.Afterblaze	cards.faction_1_spell_afterblaze_name	3	Factions.Faction1	Rarity.Common	SpellAfterblaze	SpellFilterType.AllyDirect						FX.Cards.Spell.WarSurge	idle:RSX.iconAfterblazeIdle.name|active:RSX.iconAfterblazeActive.name	apply:RSX.sfx_neutral_firestarter_attack_swing.audio	cards.faction_1_spell_afterblaze_description
Cards.Spell.FightingSpirit	cards.faction_1_spell_fighting_spirit_name	1	Factions.Faction1	Rarity.Epic	SpellFightingSpirit	SpellFilterType.AllyIndirect				CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.LionheartBlessing	idle:RSX.iconFightingSpiritIdle.name|active:RSX.iconFightingSpiritActive.name	apply:RSX.sfx_spell_warsurge.audio	cards.faction_1_spell_fighting_spirit_description
Cards.Spell.LucentBeam	cards.faction_1_spell_lucent_beam_name	2	Factions.Faction1	Rarity.Common	SpellLucentBeam	SpellFilterType.EnemyDirect	true	2				FX.Cards.Spell.LucentBeam	idle:RSX.iconLucentBeamIdle.name|active:RSX.iconLucentBeamActive.name	apply:RSX.sfx_neutral_windstopper_attack_impact.audio	cards.faction_1_spell_lucent_beam_description
Cards.Spell.SkyPhalanx	cards.faction_1_spell_sky_phalanx_name	8	Factions.Faction1	Rarity.Legendary	SpellSpawnEntityNearbyGeneral							FX.Cards.Spell.SkyPhalanx	idle:RSX.iconSkyPhalanxIdle.name|active:RSX.iconSkyPhalanxActive.name	apply:RSX.sfx_f1tank_attack_swing.audio	cards.faction_1_spell_sky_phalanx_description
Cards.Spell.CrimsonCoil	cards.faction_2_spell_crimson_coil_name	2	Factions.Faction2	Rarity.Common	SpellCrimsonCoil	SpellFilterType.NeutralDirect		2				FX.Cards.Spell.CrimsonCoil	idle:RSX.iconCrimsonCoilIdle.name|active:RSX.iconCrimsonCoilActive.name	apply:RSX.sfx_neutral_windstopper_attack_impact.audio	cards.faction_2_spell_crimson_coil_description
Cards.Spell.ShadowWaltz	cards.faction_2_spell_shadow_waltz_name	1	Factions.Faction2	Rarity.Common	SpellShadowWaltz							FX.Cards.Spell.ShadowWaltz	idle:RSX.iconShadowWaltzIdle.name|active:RSX.iconShadowWaltzActive.name	apply:RSX.sfx_neutral_khymera_death.audio	cards.faction_2_spell_shadow_waltz_description
Cards.Spell.Pandamonium	cards.faction_2_spell_pandamonium_name	4	Factions.Faction2	Rarity.Epic	SpellTempTransform	SpellFilterType.NeutralIndirect				CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.OnyxBearSeal	idle:RSX.iconPandamoniumIdle.name|active:RSX.iconPandamoniumActive.name	apply:RSX.sfx_spell_onyxbearseal.audio	cards.faction_2_spell_pandamonium_description
Cards.Spell.MirrorMeld	cards.faction_2_spell_mirror_meld_name	2	Factions.Faction2	Rarity.Rare	SpellMirrorMeld	SpellFilterType.AllyDirect						FX.Cards.Spell.MirrorMeld	idle:RSX.iconMirrorMeldIdle.name|active:RSX.iconMirrorMeldActive.name	apply:RSX.sfx_f1elyxstormblade_attack_impact.audio	cards.faction_2_spell_mirror_meld_description
Cards.Spell.KoanOfHorns	cards.faction_2_spell_koan_of_horns_name	8	Factions.Faction2	Rarity.Legendary	SpellKoanOfHorns							FX.Cards.Spell.KoanOfHorns	idle:RSX.iconKoanOfHornsIdle.name|active:RSX.iconKoanOfHornsActive.name	apply:RSX.sfx_f2tank_attack_swing.audio	cards.faction_2_spell_koan_of_horns_description
Cards.Spell.AstralFlood	cards.faction_3_spell_astral_flood_name	3	Factions.Faction3	Rarity.Common	SpellAstralFlood	SpellFilterType.NeutralIndirect						FX.Cards.Spell.AstralFlood	idle:RSX.iconAstralFloodIdle.name|active:RSX.iconAstralFloodActive.name	apply:RSX.sfx_spell_scionsfirstwish.audio	cards.faction_3_spell_astral_flood_description
Cards.Spell.WhisperOfTheSands	cards.faction_3_spell_whisper_of_the_sands_name	2	Factions.Faction3	Rarity.Common	SpellWhisperOfTheSands							FX.Cards.Spell.DervishCast	idle:RSX.iconWhisperOfTheSandsIdle.name|active:RSX.iconWhisperOfTheSandsActive.name	apply:RSX.sfx_spell_starsfury.audio	cards.faction_3_spell_whisper_of_the_sands_description
Cards.Spell.PsychicConduit	cards.faction_3_spell_psychic_conduit_name	3	Factions.Faction3	Rarity.Rare	SpellPsychicConduit							FX.Cards.Spell.PsychicConduit	idle:RSX.iconPsychicConduitIdle.name|active:RSX.iconPsychicConduitActive.name	apply:RSX.sfx_spell_voidpulse.audio	cards.faction_3_spell_psychic_conduit_description
Cards.Spell.CorpseCombustion	cards.faction_3_spell_corpse_combustion_name	5	Factions.Faction3	Rarity.Epic	SpellCorpseCombustion							FX.Cards.Spell.CosmicFlesh	idle:RSX.iconCorpseCombustionIdle.name|active:RSX.iconCorpseCombustionActive.name	apply:RSX.sfx_spell_voidpulse.audio	cards.faction_3_spell_corpse_combustion_description
Cards.Spell.CircleOfDesiccation	cards.faction_3_spell_circle_of_desiccation_name	8	Factions.Faction3	Rarity.Legendary	SpellCircleOfDesiccation	SpellFilterType.NeutralIndirect				CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.CircleOfDesiccation	idle:RSX.iconCircleOfDessicationIdle.name|active:RSX.iconCircleOfDessicationActive.name	apply:RSX.sfx_spell_boneswarm.audio	cards.faction_3_spell_circle_of_desiccation_description
Cards.Spell.LurkingFear	cards.faction_4_spell_lurking_fear_name	2	Factions.Faction4	Rarity.Epic	SpellLurkingFear							FX.Cards.Spell.LurkingFear	idle:RSX.iconLurkingFearIdle.name|active:RSX.iconLurkingFearActive.name	apply:RSX.sfx_spell_darkfiresacrifice.audio	cards.faction_4_spell_lurking_fear_description
Cards.Spell.InkhornGaze	cards.faction_4_spell_inkhorn_gaze_name	2	Factions.Faction4	Rarity.Common	SpellAbyssalScar			2				FX.Cards.Spell.InkhornGaze	idle:RSX.iconInkhornGazeIdle.name|active:RSX.iconInkhornGazeActive.name	apply:RSX.sfx_spell_shadowreflection.audio	cards.faction_4_spell_inkhorn_gaze_description
Cards.Spell.SphereOfDarkness	cards.faction_4_spell_sphere_of_darkness_name	2	Factions.Faction4	Rarity.Common	SpellSpawnEntity	SpellFilterType.EnemyDirect	false					FX.Cards.Spell.SphereOfDarkness	idle:RSX.iconSphereOfDarknessIdle.name|active:RSX.iconSphereOfDarknessActive.name	apply:RSX.sfx_neutral_makantorwarbeast_attack_impact.audio	cards.faction_4_spell_sphere_of_darkness_description
Cards.Spell.EchoingShriek	cards.faction_4_spell_echoing_shriek_name	2	Factions.Faction4	Rarity.Epic	SpellEchoingShriek	SpellFilterType.NeutralIndirect				CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.EchoingShriek	idle:RSX.iconEchoingShriekIdle.name|active:RSX.iconEchoingShriekActive.name	apply:RSX.sfx_spell_darktransformation.audio	cards.faction_4_spell_echoing_shriek_description
Cards.Spell.VoidSteal	cards.faction_4_spell_void_steal_name	3	Factions.Faction4	Rarity.Rare	SpellVoidSteal	SpellFilterType.EnemyDirect						FX.Cards.Spell.VoidSteal	idle:RSX.iconVoidStealIdle.name|active:RSX.iconVoidStealActive.name	apply:RSX.sfx_spell_voidpulse02.audio	cards.faction_4_spell_void_steal_description
Cards.Spell.VeilOfUnraveling	cards.faction_4_spell_obliterate_name	8	Factions.Faction4	Rarity.Legendary	SpellVeilOfUnraveling	SpellFilterType.EnemyIndirect	true			CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.Obliterate	idle:RSX.iconVeilOfUnravelingIdle.name|active:RSX.iconVeilOfUnravelingActive.name	apply:RSX.sfx_spell_flashreincarnation.audio	cards.faction_4_spell_obliterate_description
Cards.Spell.RazorSkin	cards.faction_5_spell_razor_skin_name	1	Factions.Faction5	Rarity.Common	SpellRazorSkin	SpellFilterType.AllyIndirect				CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.RazorSkin	idle:RSX.iconRazorSkinIdle.name|active:RSX.iconRazorSkinActive.name	apply:RSX.sfx_spell_flashreincarnation.audio	cards.faction_5_spell_razor_skin_description
Cards.Spell.LavaLance	cards.faction_5_spell_lava_lance_name	1	Factions.Faction5	Rarity.Common	SpellLavaLance	SpellFilterType.NeutralDirect						FX.Cards.Spell.LavaLance	idle:RSX.iconLavaLanceIdle.name|active:RSX.iconLavaLanceActive.name	apply:RSX.sfx_spell_phoenixfire.audio	cards.faction_5_spell_lava_lance_description
Cards.Spell.NaturesConfluence	cards.faction_5_spell_natures_confluence_name	5	Factions.Faction5	Rarity.Epic	SpellNaturesConfluence	SpellFilterType.None						FX.Cards.Spell.KineticEquilibrium	idle:RSX.iconNaturesConfluenceIdle.name|active:RSX.iconNaturesConfluenceActive.name	apply:RSX.sfx_spell_kineticequilibrium.audio	cards.faction_5_spell_natures_confluence_description
Cards.Spell.FlamingStampede	cards.faction_5_spell_flaming_stampede_name	8	Factions.Faction5	Rarity.Legendary	SpellFlamingStampede	SpellFilterType.NeutralIndirect	true	8		CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.FlamingStampede	idle:RSX.iconFlamingStampedeIdle.name|active:RSX.iconFlamingStampedeActive.name	apply:RSX.sfx_spell_phoenixfire.audio	cards.faction_5_spell_flaming_stampede_description
Cards.Spell.Frostburn	cards.faction_6_spell_frostburn_name	6	Factions.Faction6	Rarity.Rare	SpellDamage	SpellFilterType.EnemyIndirect		3		CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.Frostburn	idle:RSX.iconFrostburnIdle.name|active:RSX.iconFrostburnActive.name	apply:RSX.sfx_spell_phoenixfire.audio	cards.faction_6_spell_frostburn_description
Cards.Spell.WailingOverdrive	cards.faction_6_spell_wailing_overdrive_name	4	Factions.Faction6	Rarity.Common	SpellWailingOverdrive	SpellFilterType.AllyDirect						FX.Cards.Spell.Mesmerize	idle:RSX.iconWailingOverdriveIdle.name|active:RSX.iconWailingOverdriveActive.name	apply:RSX.sfx_spell_icepillar.audio	cards.faction_6_spell_wailing_overdrive_description
Cards.Spell.VespyricCall	cards.faction_6_spell_vespyric_call_name	1	Factions.Faction6	Rarity.Epic	SpellVespyricCall	SpellFilterType.None						FX.Cards.Spell.Cryogenesis	idle:RSX.iconVespyricCallIdle.name|active:RSX.iconVespyricCallActive.name	apply:RSX.sfx_spell_icepillar.audio	cards.faction_6_spell_vespyric_call_description
Cards.Spell.LightningBlitz	cards.faction_6_spell_lightning_blitz_name	2	Factions.Faction6	Rarity.Epic	SpellLightningBlitz	SpellFilterType.AllyIndirect				CONFIG.WHOLE_BOARD_RADIUS			idle:RSX.iconLightningBlitzIdle.name|active:RSX.iconLightningBlitzActive.name	apply:RSX.sfx_spell_tranquility.audio	cards.faction_6_spell_lightning_blitz_description
Cards.Spell.WintersWake	cards.faction_6_spell_winters_wake_name	8	Factions.Faction6	Rarity.Legendary	SpellWintersWake	SpellFilterType.AllyIndirect				CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.WintersWake	idle:RSX.iconWintersWakeIdle.name|active:RSX.iconWintersWakeActive.name	apply:RSX.sfx_spell_kineticequilibrium.audio	cards.faction_6_spell_winters_wake_description
Cards.Spell.AlteredBeast	cards.faction_6_spell_altered_beast_name	3	Factions.Faction6	Rarity.Common	SpellAlteredBeast	SpellFilterType.NeutralDirect						FX.Cards.Spell.AlteredBeast	idle:RSX.iconAlteredBeastIdle.name|active:RSX.iconAlteredBeastActive.name	apply:RSX.sfx_f6_ghostwolf_attack_swing.audio	cards.faction_6_spell_altered_beast_description
Cards.Spell.LifeCoil	cards.faction_1_spell_life_coil_name	3	Factions.Faction1	Rarity.Common	SpellApplyModifiers	SpellFilterType.NeutralDirect						FX.Cards.Spell.LifeCoil	idle:RSX.iconLifecoilIdle.name|active:RSX.iconLifecoilActive.name	apply:RSX.sfx_spell_forcebarrier.audio	cards.faction_1_spell_life_coil_desc
Cards.Spell.Joseki	cards.faction_2_spell_joseki_name	1	Factions.Faction2	Rarity.Common	SpellJoseki							FX.Cards.Spell.Joseki	idle:RSX.iconJosekiIdle.name|active:RSX.iconJosekiActive.name	apply:RSX.sfx_spell_flashreincarnation.audio	cards.faction_2_spell_joseki_desc
Cards.Spell.BloodOfAir	cards.faction_3_spell_blood_of_air_name	5	Factions.Faction3	Rarity.Common	SpellRemoveTargetSpawnEntity	SpellFilterType.EnemyDirect						FX.Cards.Spell.BloodOfAir	idle:RSX.iconBloodOfAirIdle.name|active:RSX.iconBloodOfAirActive.name	apply:RSX.sfx_spell_fountainofyouth.audio	cards.faction_3_spell_blood_of_air_desc
Cards.Spell.DeathIncoming	cards.faction_4_spell_blood_echoes_name	3	Factions.Faction4	Rarity.Common	SpellDeathIncoming	SpellFilterType.AllyIndirect				CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.BloodEchoes	idle:RSX.iconBloodEchoesIdle.name|active:RSX.iconBloodEchoesActive.name	apply:RSX.sfx_spell_entropicdecay.audio	cards.faction_4_spell_blood_echoes_desc
Cards.Spell.MoltenRebirth	cards.faction_5_spell_cascading_rebirth_name	2	Factions.Faction5	Rarity.Common		SpellFilterType.AllyDirect						FX.Cards.Spell.CascadingRebirth	idle:RSX.iconCascadingRebirthIdle.name|active:RSX.iconCascadingRebirthActive.name	apply:RSX.sfx_spell_darktransformation.audio	cards.faction_5_spell_cascading_rebirth_desc
Cards.Spell.MoltenRebirthFollowup	cards.faction_5_spell_cascading_rebirth_name	0	Factions.Faction5	Rarity.Common	SpellMoltenRebirth							FX.Cards.Spell.MoltenRebirth	idle:RSX.iconCascadingRebirthIdle.name|active:RSX.iconCascadingRebirthActive.name	apply:RSX.sfx_spell_darktransformation.audio	cards.faction_5_spell_cascading_rebirth_desc
Cards.Spell.ManaDeathgrip	cards.faction_6_spell_mana_deathgrip_name	2	Factions.Faction6	Rarity.Common	SpellDamageAndApplyModifiers	SpellFilterType.EnemyDirect		1				FX.Cards.Spell.ManaDeathgrip	idle:RSX.iconManaDeathgripIdle.name|active:RSX.iconManaDeathgripActive.name	apply:RSX.sfx_spell_manaburn.audio	cards.faction_6_spell_mana_deathgrip_desc
Cards.Spell.DragonBreath	cards.neutral_lesson_of_power_name	1	Factions.Neutral		SpellDamage	SpellFilterType.NeutralDirect	true	2				FX.Cards.Spell.LessonOfPower	idle:RSX.iconTrinityPowerIdle.name|active:RSX.iconTrinityPowerActive.name	apply:RSX.sfx_spell_phoenixfire.audio	cards.neutral_lesson_of_power_desc
Cards.Spell.DragonGrace	cards.neutral_lesson_of_wisdom_name	1	Factions.Neutral		SpellHeal	SpellFilterType.NeutralDirect	true		3			FX.Cards.Spell.LessonOfWisdom	idle:RSX.iconTrinityWisdomIdle.name|active:RSX.iconTrinityWisdomActive.name	apply:RSX.sfx_spell_lionheartblessing.audio	cards.neutral_lesson_of_wisdom_desc
Cards.Spell.DragonHeart	cards.neutral_lesson_of_courage_name	1	Factions.Neutral		SpellApplyModifiersToGeneral	SpellFilterType.None						FX.Cards.Spell.LessonOfCourage	idle:RSX.iconTrinityCourageIdle.name|active:RSX.iconTrinityCourageActive.name	apply:RSX.sfx_division_crest_outline_reveal.audio	cards.neutral_lesson_of_courage_desc
Cards.Spell.SteadfastFormation	cards.faction_1_spell_steadfast_formation_name	0	Factions.Faction1	Rarity.Common	SpellApplyModifiers	SpellFilterType.AllyIndirect						FX.Cards.Spell.SteadfastFormation	idle:RSX.iconStandTogetherIdle.name|active:RSX.iconStandTogetherActive.name	apply:RSX.sfx_spell_disintegrate.audio	cards.faction_1_spell_steadfast_formation_desc
Cards.Spell.Fealty	cards.faction_1_spell_fealty_name	3	Factions.Faction1	Rarity.Rare	SpellTogetherness							FX.Cards.Spell.Fealty	idle:RSX.iconFealtyIdle.name|active:RSX.iconFealtyActive.name	apply:RSX.sfx_neutral_crossbones_attack_swing.audio	cards.faction_1_spell_fealty_desc
Cards.Spell.CallToArms	cards.faction_1_spell_call_to_arms_name	7	Factions.Faction1	Rarity.Legendary	SpellApplyModifiersToGeneral	SpellFilterType.None						FX.Cards.Spell.CallToArms	idle:RSX.iconCallToArmsIdle.name|active:RSX.iconCallToArmsActive.name	apply:RSX.sfx_spell_warsurge.audio	cards.faction_1_spell_call_to_arms_desc
Cards.Spell.Sunstrike	cards.faction_1_spell_sunstrike_name	4	Factions.Faction1	Rarity.Epic	SpellSunstrike	SpellFilterType.None						FX.Cards.Spell.SunStrike	idle:RSX.iconSunstrikeIdle.name|active:RSX.iconSunstrikeActive.name	apply:RSX.sfx_f2_jadeogre_attack_impact.audio	cards.faction_1_spell_sunstrike_desc
Cards.Spell.Invincible	cards.faction_1_spell_invincible_name	4	Factions.Faction1	Rarity.Epic	SpellApplyModifiersToUndamagedMinion	SpellFilterType.AllyDirect						FX.Cards.Spell.Invincible	idle:RSX.iconInvincibleIdle.name|active:RSX.iconInvincibleActive.name	apply:RSX.sfx_spell_divinebond.audio	cards.faction_1_spell_invincible_desc
Cards.Spell.DauntlessAdvance	cards.faction_1_spell_dauntless_advance_name	2	Factions.Faction1	Rarity.Common	SpellApplyModifiersToGeneralAndNearbyAllies	SpellFilterType.None						FX.Cards.Spell.DauntlessAdvance	idle:RSX.iconPressTheAttackIdle.name|active:RSX.iconPressTheAttackActive.name	apply:RSX.sfx_spell_forcebarrier.audio	cards.faction_1_spell_dauntless_advance_desc
Cards.Spell.HellsKitchen	cards.faction_2_spell_thunderbomb_name	3	Factions.Faction2	Rarity.Common	SpellThunderbomb	SpellFilterType.EnemyDirect	true					FX.Cards.Spell.Thunderbomb	idle:RSX.iconThunderbombIdle.name|active:RSX.iconThunderbombActive.name	apply:RSX.sfx_spell_phoenixfire.audio	cards.faction_2_spell_thunderbomb_desc
Cards.Spell.AssassinationProtocol	cards.faction_2_spell_assassination_protocol_name	1	Factions.Faction2	Rarity.Common	SpellAssassinationProtocol	SpellFilterType.AllyDirect	false					FX.Cards.Spell.Assassination	idle:RSX.iconGoGetEmIdle.name|active:RSX.iconGoGetEmActive.name	apply:RSX.sfx_spell_innerfocus.audio	cards.faction_2_spell_assassination_protocol_desc
Cards.Spell.SeekerSquad	cards.faction_2_spell_seeker_squad_name	5	Factions.Faction2	Rarity.Legendary	SpellSpawnEntitiesOnGeneralsDiagonals	SpellFilterType.None						FX.Cards.Spell.SeekerSquad	idle:RSX.iconSeekerSquadIdle.name|active:RSX.iconSeekerSquadActive.name	apply:RSX.sfx_spell_kineticequilibrium.audio	cards.faction_2_spell_seeker_squad_desc
Cards.Spell.Bamboozle	cards.faction_2_spell_bamboozle_name	3	Factions.Faction2	Rarity.Epic	SpellBamboozle	SpellFilterType.EnemyDirect	false					FX.Cards.Spell.Bamboozle	idle:RSX.iconBamboozleIdle.name|active:RSX.iconBamboozleActive.name	apply:RSX.sfx_spell_onyxbearseal.audio	cards.faction_2_spell_bamboozle_desc
Cards.Spell.Substitution	cards.faction_2_spell_substitution_name	3	Factions.Faction2	Rarity.Epic	SpellFriendlyJux	SpellFilterType.AllyDirect	false					FX.Cards.Spell.Substitution	idle:RSX.iconSubstitutionIdle.name|active:RSX.iconSubstitutionActive.name	apply:RSX.sfx_neutral_crossbones_attack_swing.audio	cards.faction_2_spell_substitution_desc
Cards.Spell.MassFlight	cards.faction_2_spell_mass_flight_name	2	Factions.Faction2	Rarity.Rare	SpellApplyModifiers	SpellFilterType.AllyIndirect				CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.MassFlight	idle:RSX.iconMassFlyingIdle.name|active:RSX.iconMassFlyingActive.name	apply:RSX.sfx_neutral_crossbones_attack_swing.audio	cards.faction_2_spell_mass_flight_desc
Cards.Spell.MechProgress	cards.faction_2_spell_mechaz0r_progress_name	0	Factions.Faction2	Rarity.TokenUnit	SpellApplyPlayerModifiers	SpellFilterType.None						FX.Cards.Spell.MechProgress	idle:RSX.iconMechProgressIdle.name|active:RSX.iconMechProgressActive.name	apply:RSX.sfx_spell_naturalselection.audio	cards.faction_2_spell_mechaz0r_progress_desc
Cards.Spell.KinematicProjection	cards.faction_3_spell_kinematic_projection_name	1	Factions.Faction3	Rarity.Rare	SpellApplyModifiers	SpellFilterType.NeutralDirect						FX.Cards.Spell.KinematicProjection	idle:RSX.iconMagitekUpgradeIdle.name|active:RSX.iconMagitekUpgradeActive.name	apply:RSX.sfx_neutral_firestarter_attack_swing.audio	cards.faction_3_spell_kinematic_projection_desc
Cards.Spell.MonolithicVision	cards.faction_3_spell_monolithic_vision_name	9	Factions.Faction3	Rarity.Legendary	SpellGodMulligan	SpellFilterType.None						FX.Cards.Spell.MonolithicVision	idle:RSX.iconMonolithicVisionIdle.name|active:RSX.iconMonolithicVisionActive.name	apply:RSX.sfx_spell_manavortex.audio	cards.faction_3_spell_monolithic_vision_desc
Cards.Spell.BurdenOfKnowledge	cards.faction_3_spell_burden_of_knowledge_name	0	Factions.Faction3	Rarity.Common	SpellDamageOwnGeneral	SpellFilterType.NeutralIndirect		3				FX.Cards.Spell.BurdenOfKnowledge	idle:RSX.iconGlimpseIdle.name|active:RSX.iconGlimpseActive.name	apply:RSX.sfx_unit_run_magical_4.audio	cards.faction_3_spell_burden_of_knowledge_desc
Cards.Spell.EqualityConstraint	cards.faction_3_spell_equality_constraint_name	1	Factions.Faction3	Rarity.Common	SpellSetHealthEqualToAttack	SpellFilterType.NeutralDirect						FX.Cards.Spell.EqualityConstraint	idle:RSX.iconMatchTwoIdle.name|active:RSX.iconMatchTwoActive.name	apply:RSX.sfx_spell_divinebond.audio	cards.faction_3_spell_equality_constraint_desc
Cards.Spell.LostInTheDesert	cards.faction_3_spell_lost_in_the_desert_name	4	Factions.Faction3	Rarity.Epic	SpellLostInTheDesert	SpellFilterType.EnemyIndirect		5				FX.Cards.Spell.LostInTheDesert	idle:RSX.iconLostInDesertIdle.name|active:RSX.iconLostInDesertActive.name	apply:RSX.sfx_spell_phoenixfire.audio	cards.faction_3_spell_lost_in_the_desert_desc
Cards.Spell.Neurolink	cards.faction_3_spell_neurolink_name	2	Factions.Faction3	Rarity.Epic	SpellNeurolink	SpellFilterType.None						FX.Cards.Spell.Neurolink	idle:RSX.iconNeurolinkIdle.name|active:RSX.iconNeurolinkActive.name	apply:RSX.sfx_spell_boundedlifeforce.audio	cards.faction_3_spell_neurolink_desc
Cards.Spell.Infest	cards.faction_4_spell_infest_name	3	Factions.Faction4	Rarity.Legendary	SpellApplyModifiers	SpellFilterType.EnemyDirect	false					FX.Cards.Spell.Infest	idle:RSX.iconInfestIdle.name|active:RSX.iconInfestActive.name	apply:RSX.sfx_f6_voiceofthewind_attack_impact.audio	cards.faction_4_spell_infest_desc
Cards.Spell.Betrayal	cards.faction_4_spell_betrayal_name	6	Factions.Faction4	Rarity.Epic	SpellBetrayal	SpellFilterType.None						FX.Cards.Spell.Betrayal	idle:RSX.iconBetrayalIdle.name|active:RSX.iconBetrayalActive.name	apply:RSX.sfx_neutral_windstopper_attack_impact.audio	cards.faction_4_spell_betrayal_desc
Cards.Spell.Deathmark	cards.faction_4_spell_deathmark_name	2	Factions.Faction4	Rarity.Rare	SpellDamageAndApplyModifiers	SpellFilterType.EnemyDirect	false	1				FX.Cards.Spell.Deathmark	idle:RSX.iconDeathmarkIdle.name|active:RSX.iconDeathmarkActive.name	apply:RSX.sfx_spell_manavortex.audio	cards.faction_4_spell_deathmark_desc
Cards.Spell.Vellumscry	cards.faction_4_spell_vellumscry_name	4	Factions.Faction4	Rarity.Common	SpellVellumscry	SpellFilterType.AllyDirect	false					FX.Cards.Spell.Vellumscry	idle:RSX.iconVellumscryIdle.name|active:RSX.iconVellumscryActive.name	apply:RSX.sfx_spell_voidpulse02.audio	cards.faction_4_spell_vellumscry_desc
Cards.Spell.HorrificVisage	cards.faction_4_spell_horrific_visage_name	3	Factions.Faction4	Rarity.Common	SpellApplyModifiers	SpellFilterType.EnemyIndirect				CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.HorrificVisage	idle:RSX.iconSpookemIdle.name|active:RSX.iconSpookemActive.name	apply:RSX.sfx_spell_entropicdecay.audio	cards.faction_4_spell_horrific_visage_desc
Cards.Spell.AbhorrentUnbirth	cards.faction_4_spell_abhorrent_unbirth_name	3	Factions.Faction4	Rarity.Epic	SpellAbhorrentUnbirth	SpellFilterType.SpawnSource						FX.Cards.Spell.AbhorrentUnbirth	idle:RSX.iconAbominationIdle.name|active:RSX.iconAbominationActive.name	apply:RSX.sfx_spell_nethersummoning.audio	cards.faction_4_spell_abhorrent_unbirth_desc
Cards.Spell.EggGrenade	cards.faction_5_spell_pupabomb_name	4	Factions.Faction5	Rarity.Epic	SpellEggGrenade	SpellFilterType.AllyDirect						FX.Cards.Spell.Pupabomb	idle:RSX.iconEggGrenadeIdle.name|active:RSX.iconEggGrenadeActive.name	apply:RSX.sfx_f2_jadeogre_attack_impact.audio	cards.faction_5_spell_pupabomb_desc
Cards.Spell.EmbryoticInsight	cards.faction_5_spell_embryotic_insight_name	2	Factions.Faction5	Rarity.Common	SpellEmbryoticInsight							FX.Cards.Spell.EmbryoticInsight	idle:RSX.iconEggzactlyIdle.name|active:RSX.iconEggzactlyActive.name	apply:RSX.sfx_neutral_crossbones_attack_swing.audio	cards.faction_5_spell_embryotic_insight_desc
Cards.Spell.UpperHand	cards.faction_5_spell_upper_hand_name	3	Factions.Faction5	Rarity.Rare	SpellUpperHand	SpellFilterType.EnemyDirect	false					FX.Cards.Spell.UpperHand	idle:RSX.iconSmashemIdle.name|active:RSX.iconSmashemActive.name	apply:RSX.sfx_spell_voidpulse02.audio	cards.faction_5_spell_upper_hand_desc
Cards.Spell.SaurianFinality	cards.faction_5_spell_saurian_finality_name	8	Factions.Faction5	Rarity.Legendary	SpellSaurianFinality	SpellFilterType.None						FX.Cards.Spell.SaurianFinality	idle:RSX.iconSaurianFinalityIdle.name|active:RSX.iconSaurianFinalityActive.name	apply:RSX.sfx_spell_boundedlifeforce.audio	cards.faction_5_spell_saurian_finality_desc
Cards.Spell.HomeostaticRebuke	cards.faction_5_spell_homeostatic_rebuke_name	4	Factions.Faction5	Rarity.Epic	SpellHomeostaticRebuke	SpellFilterType.NeutralIndirect				CONFIG.WHOLE_BOARD_RADIUS		FX.Cards.Spell.HomeostaticRebuke	idle:RSX.iconHomeostaticRebukeIdle.name|active:RSX.iconHomeostaticRebukeActive.name	apply:RSX.sfx_spell_entropicdecay.audio	cards.faction_5_spell_homeostatic_rebuke_desc
Cards.Spell.EffulgentInfusion	cards.faction_5_spell_effulgent_infusion_name	3	Factions.Faction5	Rarity.Common	SpellEffulgentInfusion	SpellFilterType.AllyDirect						FX.Cards.Spell.EffulgentInfusion	idle:RSX.iconEffulgentInfusionIdle.name|active:RSX.iconEffulgentInfusionActive.name	apply:RSX.sfx_spell_forcebarrier.audio	cards.faction_5_spell_effulgent_infusion_desc
Cards.Spell.AspectOfBear	cards.faction_6_spell_aspect_of_the_bear_name	2	Factions.Faction6	Rarity.Common	SpellAspectBase	SpellFilterType.NeutralDirect						FX.Cards.Spell.AspectOfBear	idle:RSX.iconAspectOfBearIdle.name|active:RSX.iconAspectOfBearActive.name	apply:RSX.sfx_spell_entropicdecay.audio	cards.faction_6_spell_aspect_of_the_bear_desc
Cards.Spell.EssenceSculpt	cards.faction_6_spell_essence_sculpt_name	0	Factions.Faction6	Rarity.Rare	SpellEssenceSculpt	SpellFilterType.NeutralDirect	false					FX.Cards.Spell.EssenceSculpt	idle:RSX.iconIceSculptureIdle.name|active:RSX.iconIceSculptureActive.name	apply:RSX.sfx_spell_icepillar.audio	cards.faction_6_spell_essence_sculpt_desc
