namespace	key	value_en	has_params
game_ui	opponent_bloodborn_refresh_message	Your opponent's [Bloodbound Spell] refreshes on their next turn.	false
game_ui	opponent_bloodborn_refresh_message_plural	Your opponent's [Bloodbound Spell] refreshes in {{count}} turns.	true
game_ui	connected_label	connected	false
game_ui	disconnected_label	disconnected	false
game_ui	label_your_turn	YOUR TURN	false
game_ui	label_enemy_turn	ENEMY TURN	false
game_ui	label_automatic_moves	AUTOMATIC MOVES	false
gauntlet	gauntlet_title	The Gauntlet	false
gauntlet	gauntlet_instructions	Test your skills in the Gauntlet. Draft a deck of 30 cards and face off against other players. Each win unlocks better rewards. Battle until you lose 3 times.	false
gauntlet	gauntlet_start_instructions	Start a Gauntlet run for {{gold_price}} Gold or purchase a ticket for {{hard_currency_price}}.	true
gauntlet	ticket_inventory_label	you have {{count}} ticket	true
gauntlet	ticket_inventory_label_plural	you have {{count}} tickets	true
gauntlet	start_button_label	Start	false
gauntlet	start_error_message_insufficient_gold	You do not have sufficient gold to start the Gauntlet run.	false
gauntlet	start_error_message_generic	Oops... there was a problem starting your Gauntlet run. Please try again.	false
gauntlet	select_faction_label	Select your Faction	false
gauntlet	select_general_label	Select your General	false
gauntlet	select_card_label	Select a Card	false
gauntlet	resign_run_button_label	Resign	false
gauntlet	resign_confirmation_message	Are you sure you want to resign?	false
gauntlet	claim_rewards_win_count_label	{{count}} Win	true
gauntlet	claim_rewards_win_count_label_plural	{{count}} Wins	true
gauntlet	claim_rewards_button_label	Claim Rewards	false
gauntlet	win_loss_label	WINS: {{win_count}}   LOSSES: {{loss_count}}	true
gauntlet	no_available_gauntlet_decks	You have no recent gauntlet decks.	false
gift_code_modal	min_char_requirement_error	Minimum 3 characters	false
gift_code_modal	failed_to_redeem_error	Failed to redeem gift code. Please retry.	false
gift_code_modal	redeem_gift_code_title	Enter Gift / Referral Code:	false
gift_code_modal	redeem_success_message	Gift / Referral Code Redeemed...	false
gift_code_modal	gift_code_default	Gift code	false
login	username_input_label	Username	false
login	password_input_label	Password	false
login	login_button_label	Login	false
login	forgot_password_button_label	Forgot Password?	false
login	help_label	Help?	false
login	create_account_button_label	Create Account	false
login	invalid_password_message	Invalid password	false
login	invalid_username_message	Invalid username	false
login	account_suspended_message	Account Suspended	false
login	invalid_username_or_password_message	Invalid username or password	false
login	forgot_password_dialog_title	Forgot Password?	false
login	forgot_password_submit_button_label	Submit	false
login	unable_to_login_to_account_message	We are unable to log in to your account.	false
login	skip_to_login_button_label	Skip to Log In	false
login	log_in_label	Log In	false
login	log_in_label_emphasized	LOG IN	false
login	sign_up_label	Sign Up	false
login	sign_up_label_emphasized	SIGN UP	false
login	show_password	show	false
login	date_of_birth	Date of Birth	false
login	month	Month	false
login	day	Day	false
login	year	Year	false
login	send_me_news	Send me news and special offers	false
login	account_created_success_title	Account Created!	false
login	login_one_moment	One moment while we log you in...	false
login	link_old_account	Need to link your old DUELYST account? <a href="javascript:void(0)" class="link-existing-account">Link Account	false
login	login_using_duelyst_account	Log In Using Your Duelyst Account	false
login	login_using_duelyst_account_2	Use your Duelyst account credentials to start the account linking process.	false
login	help	Help?	false
login	dont_have_duelyst_account	Don't have a DUELYST account? <a href="javascript:void(0)" class="signup-link">Register <i class="fa fa-arrow-circle-o-right"></i></a>.	false
login	select_username	Select Username	false
login	username	Username	false
login	play_duelyst_btn	Play Duelyst	false
login	username_set_success	Your username has been set!	false
main_menu	menu_item_play	Play	false
main_menu	menu_item_watch	Watch	false
main_menu	menu_item_watch_tooltip	Watch top matches across each division.	false
main_menu	menu_item_collection	Collection	false
main_menu	menu_item_collection_tooltip	View your cards or build a deck.	false
main_menu	menu_item_crates	Mystery Crates	false
main_menu	menu_item_crates_tooltip	View and unlock your crates.	false
main_menu	menu_item_crates_can_open_badge	Open your {{crate_name}} Crate!	true
main_menu	menu_item_codex	Codex	false
main_menu	menu_item_codex_tooltip	Explore the lore and world of Duelyst.	false
main_menu	menu_item_quests	Quests	false
main_menu	menu_item_shop	Shop	false
main_menu	menu_item_profile	Profile	false
main_menu	menu_item_buddy_list	Friends	false
main_menu	menu_item_settings	Settings	false
main_menu	gold_currency_indicator_tooptip	Buy Spirit Orbs with gold.	false
main_menu	premium_currency_indicator_tooltip	Buy anything in the Shop with Diamonds.	false
main_menu	new_shop_special_available_popover	New Special	false
main_menu	play_mode_practice_name	Practice	false
main_menu	play_mode_practice_description	Hone your skills against computer controlled opponents.	false
main_menu	play_mode_ranked_name	Season Ladder	false
main_menu	play_mode_ranked_description	Rank up each month to earn prizes at the end of the season!	false
main_menu	play_mode_solo_challenges_name	Solo Challenges	false
main_menu	play_mode_solo_challenges_description	Learn mechanics, and earn rewards!	false
main_menu	play_mode_gauntlet_name	The Gauntlet	false
main_menu	play_mode_gauntlet_description	Compete in Draft Mode. The longer you last, the better the rewards!	false
main_menu	play_mode_rift_name	The Rift	false
main_menu	play_mode_rift_description	Compete with cross-faction decks you can upgrade and evolve!	false
main_menu	play_mode_festive_name	Frostfire Mode	false
main_menu	play_mode_festive_description	A special game mode for the Frostfire Festival!	false
main_menu	deck_select_tab_starters	Starter Decks	false
main_menu	deck_select_tab_custom_decks	Custom Decks	false
main_menu	deck_select_tab_rift_decks	Rift Decks	false
main_menu	deck_select_tab_gauntlet_decks	Gauntlet Decks	false
main_menu	select_battle_map_button_label	Select Battle Map	false
main_menu	deck_select_play_ranked_button_label	Play	false
main_menu	deck_select_play_unranked_button_label	Play Unranked	false
main_menu	deck_select_play_friendly_button_label	Play Friendly	false
main_menu	deck_select_play_practice_button_label	Play Practice	false
main_menu	deck_select_empty_message	No Custom Decks Found	false
main_menu	deck_select_empty_instructions	To create a custom deck, head over to your "Collection" on the main menu.	false
main_menu	deck_select_faction_locked	LOCKED - defeat in practice!	false
main_menu	practice_mode_choose_opponent	Choose Your Opponent	false
main_menu	practice_mode_recommended_opponent	recommended	false
main_menu	booster_opening_get_more_orbs_button_label	Get More Orbs	false
modifiers	plus_attack_key	+{{amount}} Attack.	true
modifiers	minus_attack_key	-{{amount}} Attack.	true
modifiers	plus_health_key	+{{amount}} Health.	true
modifiers	minus_health_key	-{{amount}} Health.	true
modifiers	plus_stat	+{{amount}}	true
modifiers	minus_stat	-{{amount}}	true
modifiers	stat_divider	/	false
modifiers	mana_shift_name	Mana Shift	false
modifiers	mana_shift_plus	Mana cost increased by {{amount}}	true
modifiers	mana_shift_minus	Mana cost decreased by {{amount}}	true
modifiers	mana_shift_set	Mana cost changed to {{amount}}	true
modifiers	egg_text	Will hatch into {{unit_name}}	true
modifiers	temp_transformed	{{unit_name}} has temporarily changed form	true
modifiers	flying_name	Flying	false
modifiers	flying_def	Move anywhere on the battlefield.	false
modifiers	blast_name	Blast	false
modifiers	blast_def	Attack all enemy minions and Generals in one straight line.	false
modifiers	blood_surge_name	Blood Surge	false
modifiers	blood_surge_def	Triggers an effect after you activate your Bloodbound Spell.	false
modifiers	bond_name	Bond	false
modifiers	bond_def	Triggers an effect when summoned if you have another minion from the same tribe.	false
modifiers	celerity_name	Celerity	false
modifiers	celerity_def	This minion may activate twice per turn.	false
modifiers	deathwatch_name	Deathwatch	false
modifiers	deathwatch_def	Triggers effect whenever ANY minion dies.	false
modifiers	destructible_name	Destructible	false
modifiers	destructible_def	Artifacts have 3 Durability. Whenever your General takes damage, it loses 1 Durability. It's destroyed at 0 Durability.	false
modifiers	dying_wish_name	Dying Wish	false
modifiers	dying_wish_def	Triggers an effect when this minion dies.	false
modifiers	ephemeral_name	Ephemeral	false
modifiers	ephemeral_def	Only exists until end of turn.	false
modifiers	exhuming_sand_name	Exhuming Sand	false
modifiers	exhuming_sand_def	Summons a 2/2 Iron Dervish when its owner summons a minion from their action bar	false
modifiers	forcefield_name	Forcefield	false
modifiers	forcefield_def	Cancel the first damage taken each turn.	false
modifiers	frenzy_name	Frenzy	false
modifiers	frenzy_def	When attacking in melee range, simultaneously strike all other nearby enemies.	false
modifiers	grow_name	Grow	false
modifiers	grow_def	Gets bigger at the start of your turn.	false
modifiers	hallowed_ground_name	Hallowed Ground	false
modifiers	hallowed_ground_def	Restores 1 Health to friendly minions and Generals standing on it at the end of owner's turn	false
modifiers	infiltrate_name	Infiltrate	false
modifiers	infiltrate_def	Gains a bonus while on the enemy side of the battlefield.	false
modifiers	mana_spring_name	Mana Spring	false
modifiers	bonus_mana_name	Bonus Mana	false
modifiers	bonus_mana_def	Gain +1 Mana this turn	false
modifiers	mechaz0r_name	MECHAZ0R Progress	false
modifiers	mechaz0r_def	When MECHAZ0R is complete, lookout!	false
modifiers	opening_gambit_name	Opening Gambit	false
modifiers	opening_gambit_def	Triggers an effect when summoned from your action bar.	false
modifiers	primal_flourish_name	Primal Flourish	false
modifiers	primal_flourish_def	Friendly minions standing on it have "Grow: +2/+2"	false
modifiers	ranged_name	Ranged	false
modifiers	ranged_def	Attack from anywhere on the battlefield.	false
modifiers	rebirth_name	Rebirth	false
modifiers	rebirth_def	When this dies, it leaves behind a 0/1 Egg that hatches into the same minion before your next turn.	false
modifiers	sentinel_name	Sentinel	false
modifiers	sentinel_def	Summoned as a 3/3 with no abilities. Will transform into its true form if a specific event occurs on opponent's turn.	false
modifiers	shadow_creep_name	Shadow Creep	false
modifiers	shadow_creep_def	Deals damage to enemy minions and Generals standing on it at the end of owner's turn	false
modifiers	structure_name	Structure	false
modifiers	structure_def	This minion cannot move or attack.	false
modifiers	stunned_name	Stunned	false
modifiers	stunned_def	Stunned minions lose their next action.	false
modifiers	summon_dervish_name	Summon Dervish	false
modifiers	summon_dervish_def	At the start of your turn, summon a 2/2 Wind Dervish with Rush nearby. It disappears at the end of your turn.	false
modifiers	battle_pet_name	Battle Pet	false
modifiers	battle_pet_def	Activates at the start of your turn and moves to attack the nearest enemy.	false
modifiers	battle_pet_error	Battle Pets have a mind of their own!	false
modifiers	antimagic_field_name	Anti-Magic Field	false
modifiers	antimagic_field_def	Cannot be targeted or damaged by spells.	false
modifiers	wall_name	Wall	false
modifiers	wall_def	This minion cannot move, and is immediately removed from the battlefield if dispelled.	false
modifiers	zeal_name	Zeal	false
modifiers	zeal_def	Gains a bonus effect when nearby your General.	false
modifiers	backstab_name	Backstab	false
modifiers	backstab_def	When attacking from behind, this deals extra damage and can’t be counterattacked.	false
modifiers	invulnerable_name	Invulnerable	false
modifiers	invulnerable_def	Cannot die or be affected by ANYTHING	false
modifiers	build_name	Build	false
modifiers	build_def	Summon as a 0/10 Structure that transforms into its true form after a number of turns.	false
modifiers	rush_name	Rush	false
modifiers	rush_def	Can move and attack immediately.	false
modifiers	airdrop_name	Airdrop	false
modifiers	airdrop_def	Summon this minion anywhere on the battlefield.	false
modifiers	provoke_name	Provoke	false
modifiers	provoke_def	Stops nearby enemy minions and Generals from moving. They must attack this first.	false
modifiers	provoked_name	Provoked	false
modifiers	provoked_desc	Provoked - cannot move and must attack Provoker first	false
modifiers	provoked_move_error	Provoked - cannot move.	false
modifiers	provoked_attack_error	Provoked - must first attack the Provoker.	false
modifiers	banding_heal_desc	At the end of your turn, fully heal this minion	false
modifiers	banding_heal_applied_name	Zeal: Lion's Recovery	false
modifiers	banded_heal_applied_name	Zealed: Lion's Recovery	false
modifiers	banded_heal_name	Zealed: Lion's Recovery	false
modifiers	banded_heal_desc	At the end of your turn, fully heal this minion	false
modifiers	banding_attack_applied_name	Zeal: Lion's Strength	false
modifiers	banded_attack_applied_name	Zealed: Lion's Strength	false
modifiers	healwatch_bufself_applied_name	Sun's Strength	false
modifiers	absorb_damage_name	Absorb Damage	false
modifiers	absorb_damage_def	The first time your General takes damage each turn, prevent {amount} of it.	false
modifiers	absorb_damage_golems_name	The Maker's Ingenuity	false
modifiers	absorb_damage_golems_def	All Golems take 1 less damage.	false
modifiers	any_draw_card_watch_buff_self_name	Any Draw Card Watch	false
modifiers	any_draw_card_watch_buff_self_def	Whenever ANY player draws a card, this minion gains {amount}	false
modifiers	any_draw_card_watch_buff_self_applied	Vision Quest	false
modifiers	any_summon_watch_from_action_bar_apply_modifiers_def	{desc} for each minion summoned from ANY player's action bar this game	false
modifiers	apply_minion_to_board_watch_apply_modifiers_to_target_name	Any ApplyToBoard Watch	false
modifiers	apply_minion_to_board_watch_apply_modifiers_to_target_def	Minions enther the board {desc}	false
modifiers	attack_equals_health_name	Attack Equals Health	false
modifiers	attack_equals_health_def	This unit's Attack is always equal to its current Health	false
modifiers	attacks_deal_no_damage_name	Attacks Deal No Damage	false
modifiers	attacks_deal_no_damage_def	Deals no damage when it attacks	false
modifiers	backstab_watch_steal_spell_from_deck_name	Backstab Watch: Steal Spell From Deck	false
modifiers	backstab_watch_steal_spell_from_deck_def	After this backstabs, steal a spell from the enemy deck	false
modifiers	banded_name	Zealed	false
modifiers	banded_def	Gaining buff from zeal	false
modifiers	banded_ranged_name	Zealed: Lion's Reach	false
modifiers	banded_ranged_def	Ranged	false
modifiers	banding_change_card_draw_name	Zeal: Sun's Blessing	false
modifiers	banding_change_card_draw_def	Draw {amount} additional cards at the end of your turn	false
modifiers	banding_deal_damage_watch_draw_card_name	Zeal: Lion's Blessing	false
modifiers	banding_heal_self_and_general_name	Zeal: Lion's Restoration	false
modifiers	belongs_to_all_races_name	Belongs to all Races	false
modifiers	belongs_to_all_races_def	This minion is a part of every tribe	false
modifiers	buff_self_on_replace_name	Star Walker	false
modifiers	buff_self_on_replace_def	Whenever you replace this card, {desc}	false
modifiers	cannot_attack_general_name	Avoids Generals	false
modifiers	cannot_attack_general_def	This minion may not attack Generals unless attacked.	false
modifiers	cannot_attack_general_error	[Not] a valid target.	false
modifiers	cost_change_if_my_general_damaged_last_turn_name	Chakkram's Duty	false
modifiers	cost_change_if_my_general_damaged_last_turn_name_def	{desc} if your General took damage on your opponent's last turn	false
modifiers	cost_change_if_my_general_damaged_last_turn_name_mod	Costs 2 less	false
modifiers	cannot_strikeback_name	Slowed Reactions	false
modifiers	cannot_strikeback_def	This minion no longer strikes back	false
modifiers	destroy_at_end_of_turn_def	This minion is destroyed at the end of this turn	false
modifiers	doomed_name	Doomed	false
modifiers	doomed_1_def	Will die at the end of their next turn!	false
modifiers	doomed_2_def	Will die after two turns.	false
modifiers	doomed_3_def	Will die after three turns.	false
modifiers	draw_card_watch_buff_self_name	Gusting	false
modifiers	draw_card_watch_buff_self_def	Whenever you draw a card, this minion gains {buff}	false
modifiers	eternal_heart_error	I can't die yet!	false
modifiers	gain_attack_watch_buff_self_by_same_this_turn_name	Morin-Khur	false
modifiers	gain_attack_watch_buff_self_by_same_this_turn_def	Whenever a friendly minion gains Attack, this gains that much Attack this turn	false
modifiers	grow_on_both_turns_name	Moloki's Influence	false
modifiers	grow_on_both_turns_def	Will Grow on enemy turns	false
modifiers	hallowed_ground_buff_name	Aided by Hallowed Ground	false
modifiers	hallowed_ground_buff_def	Will have 1 Health restored at the end of owner's turn.	false
modifiers	HP_threshold_gain_modifiers_def	Gains new keyword abilities as health decreases	false
modifiers	immune_to_attacks_error	[Not] a valid target.	false
modifiers	immune_to_damage_by_general_name	General Immunity	false
modifiers	immune_to_damage_by_general_def	Takes no damage from Generals	false
modifiers	immune_to_damage_by_spells_def	This minion takes no damage from spells	false
modifiers	immune_to_damage_from_minions_and_generals_name	Minion and General damage Immunity	false
modifiers	immune_to_damage_from_minions_and_generals_def	Takes no damage from minions or Generals	false
modifiers	immune_to_spell_damage_name	Immune to Spells	false
modifiers	immune_to_spell_damage_def	This minion takes no damage from spells	false
modifiers	immune_to_spells_name	Spellshield	false
modifiers	immune_to_spells_def	Cannot be targeted by ANY spells	false
modifiers	immune_to_spells_by_enemy_def	Cannot be targeted by enemy spells	false
modifiers	inkhorn_gaze_name	Inkhorn Gaze	false
modifiers	inkhorn_gaze_def	If this dies this turn, caster draws a random Battle Pet.	false
modifiers	mirage_name	Illusory Mirage	false
modifiers	mirage_def	Immediately vanishes when attacked	false
modifiers	noshrak_name	Nosh-Rak's Visage	false
modifiers	primal_protection_name	Primal Strength	false
modifiers	primal_protection_def	Gaining "Grow: +2/+2" from Primal Flourish.	false
modifiers	ranged_provoke_name	Ranged Provoke	false
modifiers	ranged_provoke_def	Ranged attackers must attack this minion first	false
modifiers	ranged_provoked_name	Ranged Provoked	false
modifiers	ranged_provoked_def	Must attack Provoker first	false
modifiers	rook_infiltrate_name	Infiltrated: Attack	false
modifiers	rook_infiltrate_def	Gain +5 Attack on the enemy side of the battlefield.	false
modifiers	second_wind_name	Second Wind	false
modifiers	second_wind_def	When this reaches low HP, watch out!	false
modifiers	self_damage_area_attack_name	Magic Buster Cannon	false
modifiers	self_damage_area_attack_def	Attacks hit the target and all enemies around that target. Take damage equal to the total damage dealt	false
modifiers	shadow_scar_name	Shadow Scar	false
modifiers	shadow_scar_def	If this minion dies, the space becomes Shadow Creep	false
modifiers	shattering_heart_name	Frozen Heart	false
modifiers	shattering_heart_def	Instantly destroys any Stunned minion that it attacks	false
modifiers	silence_name	Dispelled	false
modifiers	silence_def	Nullifies all abilities and enchantments previously added.	false
modifiers	snow_rippler_name	Infiltrated: Ripple	false
modifiers	snow_rippler_def	Whenever this minion damages a General, put a random Battle Pet into your action bar	false
modifiers	spriggin_dies_buff_self_name	Not the Spriggin!!	false
modifiers	spriggin_dies_buff_self_def	Whenever a Spriggin dies, give this +3/+3	false
modifiers	stacking_shadows_debuff_name	Afflicted by Enemy Shadow Creep	false
modifiers	stacking_shadows_debuff_def	Takes damage at the end of enemy's turn	false
modifiers	start_turn_watch_damage_general_equal_to_minions_owned_def	At the start of your turn, deal damage to the enemy General equal to the amount of minions they own	false
modifiers	start_turn_watch_equip_artifact_def	At the start of your turn, equip a random artifact	false
modifiers	toggle_structure_def	This Structure can now move and attack	false
modifiers	untargetable_name	Untargetable	false
modifiers	untargetable_def	This entity cannot be targeted	false
modifiers	wild_tahr_name	Wild Thrash	false
modifiers	wild_tahr_def	Whenever an enemy attacks buff this until the end of your turn	false
modifiers	wraithling_fury_name	Supreme Wraithling	false
modifiers	faction_1_elyx_buff_applied_name	Elyx's Inspiration	false
modifiers	faction_1_elyx_buff_applied_desc	May move an additional space	false
modifiers	faction_1_arclyte_buff_applied_name	Arclyte's Balance	false
modifiers	faction_1_radiant_dragoon_applied_name	Dragoon Spirit	false
modifiers	faction_1_sunforged_lancer_applied_name	Sunforged	false
modifiers	faction_1_warblade_applied_name	Golem Surge	false
modifiers	faction_1_sol_pontiff_applied_name_1	Banner of Might	false
modifiers	faction_1_sol_pontiff_applied_name_2	Zealed: Golem Might	false
modifiers	faction_1_pureblade_enforcer_applied_name	Enforcement	false
modifiers	faction_1_aurora_applied_name	Pride's Might	false
modifiers	faction_1_war_judicator_applied_name	Judicial Protection	false
modifiers	faction_1_oakenheart_applied_name	Unified Core	false
modifiers	faction_1_oakenheart_def	Friendly Mechs have +1/+1	false
modifiers	faction_1_vigilator_applied_name	Vigilance	false
modifiers	faction_1_surgeforger_applied_name	Battleforged	false
modifiers	faction_1_decorated_enlisteee_applied_name	Fully Decorated	false
modifiers	faction_1_spell_roar_1	Lion's Pride	false
modifiers	faction_1_spell_auryn_nexus_1	Auryn Fortitude	false
modifiers	faction_1_spell_lasting_judgement_1	Auryn Balance	false
modifiers	faction_1_spell_war_surge_1	Battle Ready	false
modifiers	faction_1_spell_divine_bond_1	Strength of Will	false
modifiers	faction_1_spell_divine_bond_2	Gained +Attack equal to Health	false
modifiers	faction_1_spell_afterblaze_1	Blazing	false
modifiers	faction_1_spell_empyreal_congregation_1	Empyreal Strength	false
modifiers	faction_1_spell_sanctify_1	Sanctified	false
modifiers	faction_1_spell_call_to_arms_1	Called to Arms	false
modifiers	faction_1_spell_call_to_arms_2	Friendly minions summoned nearby gain +3/+3.	false
modifiers	faction_1_spell_invincible	Invincible Feel	false
modifiers	faction_1_spell_dauntless_advance_1	Dauntless	false
modifiers	faction_1_spell_dauntless_advance_2	Takes no damage this turn.	false
modifiers	faction_1_artifact_skywind_glaives_1	Nearby allies gain +2 Attack.	false
modifiers	faction_1_artifact_sunstone_bracers_1	Ironcliffe Cestus	false
modifiers	faction_1_artifact_arclyte_regalia_2	The first time your General takes damage each turn, prevent 2 of it.	false
modifiers	faction_1_artifact_dawns_eye_1	At the end of your turn, repair all of your artifacts to full durability.	false
modifiers	faction_1_artifact_sunbound_pavise	Sunbond Strength	false
modifiers	faction_2_chakri_avatar_buff_name	Spell Conduit	false
modifiers	faction_2_gorehorn_buff_name	Growing Charge	false
modifiers	faction_2_onyx_jaguar_buff_name	Jaguar's Bite	false
modifiers	faction_2_suzumebachi	Spell Finesse	false
modifiers	faction_2_spell_saberspine_seal_1	Saberspine Influence	false
modifiers	faction_2_spell_mist_dragon_seal_1	Mist Dragon Influence	false
modifiers	faction_2_spell_deathstrike_seal_1	Deadly Strike	false
modifiers	faction_2_spell_deathstrike_seal_2	Whenever this damages an enemy minion, destroy that minion	false
modifiers	faction_2_spell_killing_edge_1	Sharpened Edge	false
modifiers	faction_2_spell_shadow_waltz_1	Shadow Power	false
modifiers	faction_2_spell_ethereal_blades_1	Ethereal Blades	false
modifiers	faction_2_spell_kiyomori_1	Gentle Breeze	false
modifiers	faction_2_spell_kiyomori_2	May move an additional space.	false
modifiers	faction_2_artifact_crescent_spear_1	Spells you cast that deal damage deal +1 damage.	false
modifiers	faction_2_artifact_unbounded_energy_amulet_1	Your General may move an additional space	false
modifiers	faction_3_fireblaze_obelysk_buff_name	Fireblaze Rage	false
modifiers	faction_3_windstorm_obelysk_buff_name	Windstorm Fortitude	false
modifiers	faction_3_falcius_buff_name	Falcius Punch	false
modifiers	faction_3_incinera_1	Blazing Speed	false
modifiers	faction_3_incinera_2	May move 2 additional spaces	false
modifiers	faction_3_grandmaster_noshrak	Nosh-Rak's Curse	false
modifiers	faction_3_followup_dunecaster_1	Dervish Permanence	false
modifiers	faction_3_spell_cosmic_flesh_1	Cosmic Strength	false
modifiers	faction_3_spell_blindscorch_1	Debilitated	false
modifiers	faction_3_spell_blindscorch_2	Attack reduced to 0	false
modifiers	faction_3_spell_astral_phasing_1	Physical Resilience	false
modifiers	faction_3_spell_sand_trap_1	Can't Move	false
modifiers	faction_3_spell_scions_first_wish_1	Scion's Favor	false
modifiers	faction_3_spell_scions_second_wish_1	Scion's Protection	false
modifiers	faction_3_spell_scions_third_wish_1	Scion's Greater Favor	false
modifiers	faction_3_spell_inner_oasis_1	Inner Fortitude	false
modifiers	faction_3_stone_to_spears_1	Stone's Might	false
modifiers	faction_3_stone_to_spears_2	Uprooted	false
modifiers	faction_3_kinematic_projection_1	Kinematic Balance	false
modifiers	faction_3_kinematic_projection_2	Cannot move.	false
modifiers	faction_3_equality_constraint_1	Constrained	false
modifiers	faction_3_equality_constraint_2	Health became Attack.	false
modifiers	faction_3_artifact_hexblade_1	Whenever your General damages an enemy minion, its Attack becomes one.	false
modifiers	faction_3_artifact_hexblade_2	Hexed	false
modifiers	faction_3_artifact_hexblade_3	Attack set to 1	false
modifiers	faction_3_artifact_hexblade_4	its Attack becomes 1	false
modifiers	faction_3_artifact_spinecleaver_1	Enemy minions destroyed by your General summon a Bloodfire Totem on that space.	false
modifiers	faction_3_artifact_spinecleaver_2	a Bloodfire Totem	false
modifiers	faction_4_furosa	Furosa's Fortitude	false
modifiers	faction_4_phantasm	Phantasmal Power	false
modifiers	faction_4_skullprophet	Prophetic Misfortune	false
modifiers	faction_4_stygian_observer	Deaths Observed	false
modifiers	faction_4_followup_blood_siren_2	Weakened Blood	false
modifiers	faction_4_followup_blood_baronette_2	Blood Surge	false
modifiers	faction_4_spell_abyssal_scar_1	Shadow Scar	false
modifiers	faction_4_spell_shadow_reflection_1	Shadow Strength	false
modifiers	faction_4_spell_soulshatter_pact_1	Shadow Onslaught	false
modifiers	faction_4_spell_void_steal_1	Void Sapped	false
modifiers	faction_4_spell_void_steal_2	Void Strengthened	false
modifiers	faction_4_spell_doom_1	Doomed	false
modifiers	faction_4_spell_infest_1	Infested	false
modifiers	faction_4_spell_infest_2	When this dies, spread to nearby friendly minions and deal 2 damage to its General.	false
modifiers	faction_4_spell_deathmark_1	Deathmarked	false
modifiers	faction_4_spell_deathmark_2	Destroyed when attacked.	false
modifiers	faction_4_spell_horrific_visage	Horrified	false
modifiers	faction_4_spell_abhorrent_unbirth	What Have We Done?	false
modifiers	faction_4_artifact_spectral_blade_1	Whenever your General destroys an enemy minion, restore 2 Health to your General.	false
modifiers	faction_4_artifact_ghost_azalea_1	Ghostly Strength	false
modifiers	faction_4_artifact_furor_chakram_1	Instilled Fury	false
modifiers	faction_4_artifact_furor_chakram_2	Your minions have +2 Attack and Frenzy.	false
modifiers	faction_5_dreadnought_buff_name	Egg Fortitude	false
modifiers	faction_5_mandrake_buff_name	Mandrake's Value	false
modifiers	faction_5_drogon_buff_name	Double Drogon	false
modifiers	faction_5_thraex_buff_name	Thraex's Aid	false
modifiers	faction_5_rancour_buff_name	Rancour's Rage	false
modifiers	faction_5_gigaloth_buff	Gigagrowth	false
modifiers	faction_5_followup_primordial_gazer_2	Primordial Growth	false
modifiers	faction_5_spell_overload_1	Immortal Strength	false
modifiers	faction_5_spell_diretide_frenzy_1	Diretide Strength	false
modifiers	faction_5_spell_greater_fortitude_1	Perseverance	false
modifiers	faction_5_spell_bounded_lifeforce_1	Becomes 10/10	false
modifiers	faction_5_spell_amplification_1	Amplified Strength	false
modifiers	faction_5_spell_kinetic_equlibrium_1	Kinetic Might	false
modifiers	faction_5_spell_thumping_wave_1	Strength of Kin	false
modifiers	faction_5_spell_saurian_finality_1	Saurian Strength	false
modifiers	faction_5_spell_effulgent_infusion_1	General's Strength	false
modifiers	faction_5_artifact_morinkhur_1	Whenever your General deals damage, hatch all friendly Eggs.	false
modifiers	faction_6_infiltrated_attack_buff_name	Infiltrated: Attack	false
modifiers	faction_6_infiltrated_celerity_buff_name	Infiltrated: Celerity	false
modifiers	faction_6_infiltrated_replicate_buff_name	Infiltrated: Replicate	false
modifiers	faction_6_infiltrated_replicate_buff_desc	Whenever this minion is destroyed, put a Snow Chaser in your Action Bar	false
modifiers	faction_6_razorback_buff_name	Inspired	false
modifiers	faction_6_matron_elveiti	While this minion is on the battlefield, minions cannot attack your General	false
modifiers	faction_6_shivers	Mana Sting	false
modifiers	faction_6_shivers_buff_desc	When this attacks, permanently gain 1 mana crystal	false
modifiers	faction_6_moonlit_basilysk	Spellhungry	false
modifiers	faction_6_crystal_arbiter	Cold Arbitration	false
modifiers	faction_6_draugar_eyolith_1	Snowstorm	false
modifiers	faction_6_draugar_eyolith_2	Enemies move 1 space.	false
modifiers	faction_6_draugar_eyolith_3	Snowed	false
modifiers	faction_6_draugar_eyolith_4	Moves 1 space.	false
modifiers	faction_6_followup_iceblade_dryad_2	Iceblade Aid	false
modifiers	faction_6_spell_kinetic_surge_1	Kinetic Power	false
modifiers	faction_6_spell_kinetic_surge_2	gain +1/+1	false
modifiers	faction_6_spell_boundless_courage_1	Unstoppable	false
modifiers	faction_6_spell_mark_of_solitude_1	Solitude	false
modifiers	faction_6_spell_mark_of_solitude_2	Set to 5/5	false
modifiers	faction_6_spell_lightning_blitz_1	Blitz!	false
modifiers	faction_6_spell_winters_wake_1	Awoken	false
modifiers	faction_6_spell_winters_wake_2	+4/+4 and can move	false
modifiers	faction_6_spell_concealing_shroud_1	Shrouded	false
modifiers	faction_6_spell_enfeeble_1	Humility	false
modifiers	faction_6_spell_enfeeble_2	Set to 1/1	false
modifiers	faction_6_spell_mana_deathgrip_1	Mana Grip	false
modifiers	faction_6_spell_blinding_snowstorm_1	Snowblind	false
modifiers	faction_6_spell_auroraboros_1	Boreal Cycle	false
modifiers	faction_6_spell_auroraboros_2	Dying Wish: Re-summon this in its space.	false
