class_name	file_name	parent_class	type	is_keyword	is_watch	applied_name	applied_description	attribute_buffs	stack_type	triggers	effects
ModifierOpeningGambitBuffSelfByShadowTileCount	modifierOpeningGambitBuffSelfByShadowTileCount.coffee	ModifierOpeningGambit	ModifierOpeningGambitBuffSelfByShadowTileCount	FALSE	FALSE	Opening Gambit	Gains %X for each of your Shadow Creep				stat_modify, grant_modifier
ModifierOpeningGambitChangeSignatureCard	modifierOpeningGambitChangeSignatureCard.coffee	ModifierOpeningGambit	ModifierOpeningGambitChangeSignatureCard	FALSE	FALSE	Opening Gambit	Your Bloodbound Spell is %X				
ModifierOpeningGambitChangeSignatureCardForThisTurn	modifierOpeningGambitChangeSignatureCardForThisTurn.coffee	ModifierOpeningGambit	ModifierOpeningGambitChangeSignatureCardForThisTurn	FALSE	FALSE					onEndTurn	
ModifierOpeningGambitDagona	modifierOpeningGambitDagona.coffee	ModifierOpeningGambit	ModifierOpeningGambitDagona	FALSE	FALSE						
ModifierOpeningGambitDamageBothGenerals	modifierOpeningGambitDamageBothGenerals.coffee	ModifierOpeningGambit	ModifierOpeningGambitDamageBothGenerals	FALSE	FALSE	Opening Gambit	Deal %X damage to BOTH Generals				
ModifierOpeningGambitDamageEnemiesNearShadowCreep	modifierOpeningGambitDamageEnemiesNearShadowCreep.coffee	ModifierOpeningGambit	ModifierOpeningGambitDamageEnemiesNearShadowCreep	FALSE	FALSE	Opening Gambit	Deal %X damage to each enemy on or near friendly Shadow Creep				
ModifierOpeningGambitDamageEverything	modifierOpeningGambitDamageEverything.coffee	ModifierOpeningGambit	ModifierOpeningGambitDamageEverything	FALSE	FALSE						
ModifierOpeningGambitDamageInFront	modifierOpeningGambitDamageInFront.coffee	ModifierOpeningGambit	ModifierOpeningGambitDamageInFront	FALSE	FALSE	Opening Gambit	Deal %X damage to ANY minion in front of this				
ModifierOpeningGambitDamageInFrontRow	modifierOpeningGambitDamageInFrontRow.coffee	ModifierOpeningGambit	ModifierOpeningGambitDamageInFrontRow	FALSE	FALSE	Opening Gambit	Deal %X damage to all enemies in front of this				
ModifierOpeningGambitDamageMyGeneral	modifierOpeningGambitDamageMyGeneral.coffee	ModifierOpeningGambit	ModifierOpeningGambitDamageMyGeneral	FALSE	FALSE	Opening Gambit	Deal %X damage to your General				
ModifierOpeningGambitDamageNearby	modifierOpeningGambitDamageNearby.coffee	ModifierOpeningGambit	ModifierOpeningGambitDamageNearby	FALSE	FALSE	Opening Gambit	Deal %X damage to everything around it				
ModifierOpeningGambitDamageNearbyForAttack	modifierOpeningGambitDamageNearbyForAttack.coffee	ModifierOpeningGambit	ModifierOpeningGambitDamageNearbyForAttack	FALSE	FALSE	Opening Gambit	ALL nearby minions deal damage to themselves equal to their Attack				
ModifierOpeningGambitDamageNearbyMinions	modifierOpeningGambitDamageNearbyMinions.coffee	ModifierOpeningGambit	ModifierOpeningGambitDamageNearbyMinions	FALSE	FALSE	Opening Gambit	Deal %X damage to				
ModifierOpeningGambitDeathKnell	modifierOpeningGambitDeathKnell.coffee	ModifierOpeningGambit	ModifierOpeningGambitDeathKnell	FALSE	FALSE		Resummon all friendly Arcanysts destroyed this game nearby				
ModifierOpeningGambitDestroyEnemyMinions	modifierOpeningGambitDestroyEnemyMinions.coffee	ModifierOpeningGambit	ModifierOpeningGambitDestroyEnemyMinions	FALSE	FALSE						
ModifierOpeningGambitDestroyManaCrystal	modifierOpeningGambitDestroyManaCrystal.coffee	ModifierOpeningGambit	ModifierOpeningGambitDestroyManaCrystal	FALSE	FALSE						
ModifierOpeningGambitDestroyNearbyMinions	modifierOpeningGambitDestroyNearbyMinions.coffee	ModifierOpeningGambit	ModifierOpeningGambitDestroyNearbyMinions	FALSE	FALSE	Opening Gambit	Destroy %X				
ModifierOpeningGambitDispel	modifierOpeningGambitDispel.coffee	ModifierOpeningGambit	ModifierOpeningGambitDispel	FALSE	FALSE	Opening Gambit	Dispel ALL spaces around it				
ModifierOpeningGambitDrawArtifactFromDeck	modifierOpeningGambitDrawArtifactFromDeck.coffee	ModifierOpeningGambit	ModifierOpeningGambitDrawArtifactFromDeck	FALSE	FALSE		Draw %X from your deck				draw
ModifierOpeningGambitDrawCard	modifierOpeningGambitDrawCard.coffee	ModifierOpeningGambit	ModifierOpeningGambitDrawCard	FALSE	FALSE						draw
ModifierOpeningGambitDrawCardBothPlayers	modifierOpeningGambitDrawCardBothPlayers.coffee	ModifierOpeningGambit	ModifierOpeningGambitDrawCardBothPlayers	FALSE	FALSE	Opening Gambit	Both players draw a card				draw
ModifierOpeningGambitDrawCopyFromDeck	modifierOpeningGambitDrawCopyFromDeck.coffee	ModifierOpeningGambit	ModifierOpeningGambitDrawCopyFromDeck	FALSE	FALSE						draw
ModifierOpeningGambitDrawFactionCards	modifierOpeningGambitDrawFactionCards.coffee	ModifierOpeningGambit	ModifierOpeningGambitDrawFactionCards	FALSE	FALSE	Opening Gambit	Add 2 random cards from your Faction to your action bar				summon
ModifierOpeningGambitDrawRandomBattlePet	modifierOpeningGambitDrawRandomBattlePet.coffee	ModifierOpeningGambit	ModifierOpeningGambitDrawRandomBattlePet	FALSE	FALSE	Opening Gambit	Put a random Battle Pet into your action bar				summon
ModifierOpeningGambitEquipArtifact	modifierOpeningGambitEquipArtifact.coffee	ModifierOpeningGambit	ModifierOpeningGambitEquipArtifact	FALSE	FALSE		Equip an artifact to you General				
ModifierOpeningGambitGoleminate	modifierOpeningGambitGoleminate.coffee	ModifierOpeningGambit	ModifierOpeningGambitGoleminate	FALSE	FALSE	Opening Gambit	Dispel EVERYTHING and destroy ALL artifacts.				
ModifierOpeningGambitGrandmasterVariax	modifierOpeningGambitGrandmasterVariax.coffee	ModifierOpeningGambitChangeSignatureCard	ModifierOpeningGambitGrandmasterVariax	FALSE	FALSE	Opening Gambit	Your Bloodbound Spell costs 3 and is now AWESOME				
ModifierOpeningGambitGrincher	modifierOpeningGambitGrincher.coffee	ModifierOpeningGambit	ModifierOpeningGambitGrincher	FALSE	FALSE		Put a random artifact into your action bar. It costs 2 less				summon
ModifierOpeningGambitHatchFriendlyEggs	modifierOpeningGambitHatchFriendlyEggs.coffee	ModifierOpeningGambit	ModifierOpeningGambitHatchFriendlyEggs	FALSE	FALSE		Hatch all friendly eggs				
ModifierOpeningGambitHealBothGenerals	modifierOpeningGambitHealBothGenerals.coffee	ModifierOpeningGambit	ModifierOpeningGambitHealBothGenerals	FALSE	FALSE	Opening Gambit	Restore %X Health to BOTH Generals				
ModifierOpeningGambitHealMyGeneral	modifierOpeningGambitHealMyGeneral.coffee	ModifierOpeningGambit	ModifierOpeningGambitHealMyGeneral	FALSE	FALSE	Opening Gambit	Restore %X Health to your General				
ModifierOpeningGambitLifeGive	modifierOpeningGambitLifeGive.coffee	ModifierOpeningGambit	ModifierOpeningGambitLifeGive	FALSE	FALSE	Opening Gambit	Summon all friendly non-token minions destroyed on your opponent\'s last turn on random spaces				
ModifierOpeningGambitMindwarp	modifierOpeningGambitMindwarp.coffee	ModifierOpeningGambit	ModifierOpeningGambitMindwarp	FALSE	FALSE		Gain a copy of a random spell from your opponent\'s action bar				summon
ModifierOpeningGambitMoveEnemyGeneralForward	modifierOpeningGambitMoveEnemyGeneralForward.coffee	ModifierOpeningGambit	ModifierOpeningGambitMoveEnemyGeneralForward	FALSE	FALSE						
ModifierOpeningGambitProgenitor	modifierOpeningGambitProgenitor.coffee	ModifierOpeningGambit	ModifierOpeningGambitProgenitor	FALSE	FALSE						
ModifierOpeningGambitProgressBuild	modifierOpeningGambitProgressBuild.coffee	ModifierOpeningGambit	ModifierOpeningGambitProgressBuild	FALSE	FALSE	Opening Gambit	Progress your buildings by 1				
ModifierOpeningGambitPutCardInHand	modifierOpeningGambitPutCardInHand.coffee	ModifierOpeningGambit	ModifierOpeningGambitPutCardInHand	FALSE	FALSE						summon
ModifierOpeningGambitPutCardInOpponentHand	modifierOpeningGambitPutCardInOpponentHand.coffee	ModifierOpeningGambit	ModifierOpeningGambitPutCardInOpponentHand	FALSE	FALSE		Put %X in your opponent's action bar				summon
ModifierOpeningGambitRazorback	modifierOpeningGambitRazorback.coffee	ModifierOpeningGambitApplyModifiers	ModifierOpeningGambitRazorback	FALSE	FALSE						grant_modifier
ModifierOpeningGambitRefreshArtifacts	modifierOpeningGambitRefreshArtifacts.coffee	ModifierOpeningGambit	ModifierOpeningGambitRefreshArtifacts	FALSE	FALSE	Opening Gambit	Repair all of your artifacts to full durability				
ModifierOpeningGambitRefreshSignatureCard	modifierOpeningGambitRefreshSignatureCard.coffee	ModifierOpeningGambit	ModifierOpeningGambitRefreshSignatureCard	FALSE	FALSE	Opening Gambit	Refresh your Bloodbound Spell				
ModifierOpeningGambitRemoveArtifactToDrawArtifactFromFaction	modifierOpeningGambitRemoveArtifactToDrawArtifactFromFaction.coffee	ModifierOpeningGambit	ModifierOpeningGambitRemoveArtifactToDrawArtifactFromFaction	FALSE	FALSE	Opening Gambit	Destroy a random enemy artifact to draw a random in-faction artifact				summon
ModifierOpeningGambitRemoveCardsFromDecksByCost	modifierOpeningGambitRemoveCardsFromDecksByCost.coffee	ModifierOpeningGambit	ModifierOpeningGambitRemoveCardsFromDecksByCost	FALSE	FALSE						
ModifierOpeningGambitRemoveRandomArtifact	modifierOpeningGambitRemoveRandomArtifact.coffee	ModifierOpeningGambit	ModifierOpeningGambitRemoveRandomArtifact	FALSE	FALSE	Opening Gambit	Destroy a random enemy artifact				
ModifierOpeningGambitReplaceHand	modifierOpeningGambitReplaceHand.coffee	ModifierOpeningGambit	ModifierOpeningGambitReplaceHand	FALSE	FALSE						
ModifierOpeningGambitRetrieveMostRecentSpell	modifierOpeningGambitRetrieveMostRecentSpell.coffee	ModifierOpeningGambit	ModifierOpeningGambitRetrieveMostRecentSpell	FALSE	FALSE	Opening Gambit	Put a copy of the most recently cast spell into your action bar				summon
ModifierOpeningGambitRetrieveRandomSpell	modifierOpeningGambitRetrieveRandomSpell.coffee	ModifierOpeningGambit	ModifierOpeningGambitRetrieveRandomSpell	FALSE	FALSE	Opening Gambit	Put a copy of a random spell you cast this game into your action bar				summon
ModifierOpeningGambitSacrificeNearbyBuffSelf	modifierOpeningGambitSacrificeNearbyBuffSelf.coffee	ModifierOpeningGambit	ModifierOpeningGambitSacrificeNearbyBuffSelf	FALSE	FALSE	Opening Gambit	Destroy friendly minions around it and gain %X for each minion				stat_modify, grant_modifier
ModifierOpeningGambitSirocco	modifierOpeningGambitSirocco.coffee	ModifierOpeningGambit	ModifierOpeningGambitSirocco	FALSE	FALSE	Opening Gambit	Summon a 3/2 Skyrock Golem on random spaces for each Golem you've summoned this game				
ModifierOpeningGambitSniperZen	modifierOpeningGambitSniperZen.coffee	ModifierOpeningGambit	ModifierOpeningGambitSniperZen	FALSE	FALSE						
ModifierOpeningGambitSpawnCopiesOfEntityAnywhere	modifierOpeningGambitSpawnCopiesOfEntityAnywhere.coffee	ModifierOpeningGambit	ModifierOpeningGambitSpawnCopiesOfEntityAnywhere	FALSE	FALSE	Opening Gambit	Summon %X				
ModifierOpeningGambitSpawnCopiesOfEntityNearby	modifierOpeningGambitSpawnCopiesOfEntityNearby.coffee	ModifierOpeningGambit	ModifierOpeningGambitSpawnCopiesOfEntityNearby	FALSE	FALSE	Opening Gambit	Summon %X				
ModifierOpeningGambitSpawnEnemyMinionNearOpponent	modifierOpeningGambitSpawnEnemyMinionNearOpponent.coffee	ModifierOpeningGambit	ModifierOpeningGambitSpawnEnemyMinionNearOpponent	FALSE	FALSE						
ModifierOpeningGambitSpawnEntity	modifierOpeningGambitSpawnEntity.coffee	ModifierOpeningGambit	ModifierOpeningGambitSpawnEntity	FALSE	FALSE		Summon %X				
ModifierOpeningGambitSpawnEntityInEachCorner	modifierOpeningGambitSpawnEntityInEachCorner.coffee	ModifierOpeningGambit	ModifierOpeningGambitSpawnEntityInEachCorner	FALSE	FALSE		Summon %X				
ModifierOpeningGambitSpawnPartyAnimals	modifierOpeningGambitSpawnPartyAnimals.coffee	ModifierOpeningGambit	ModifierOpeningGambitSpawnPartyAnimals	FALSE	FALSE						
ModifierOpeningGambitSpawnTribal	modifierOpeningGambitSpawnTribal.coffee	ModifierOpeningGambit	ModifierOpeningGambitSpawnTribal	FALSE	FALSE		Summon a random Tribal nearby				
ModifierOpeningGambitSpawnVanarTokensAroundGeneral	modifierOpeningGambitSpawnVanarTokensAroundGeneral.coffee	ModifierOpeningGambit	ModifierOpeningGambitSpawnVanarTokensAroundGeneral	FALSE	FALSE		Surround the enemy General with random Walls				
ModifierOpeningGambitStealEnemyGeneralHealth	modifierOpeningGambitStealEnemyGeneralHealth.coffee	ModifierOpeningGambit	ModifierOpeningGambitStealEnemyGeneralHealth	FALSE	FALSE		Your General steals X Health from the enemy General				
OpeningGambitTeleportAllNearby	modifierOpeningGambitTeleportAllNearby.coffee	ModifierOpeningGambit	OpeningGambitTeleportAllNearby	FALSE	FALSE	Opening Gambit	 Push ALL nearby minions and Generals to random spaces				
ModifierOpeningGambitTeleportMinionsToThis	modifierOpeningGambitTeleportMinionsToThis.coffee	ModifierOpeningGambit	ModifierOpeningGambitTeleportMinionsToThis	FALSE	FALSE						
ModifierOpeningGambitTransformHandIntoLegendaries	modifierOpeningGambitTransformHandIntoLegendaries.coffee	ModifierOpeningGambit	ModifierOpeningGambitTransformHandIntoLegendaries	FALSE	FALSE						summon
ModifierOpponentDrawCardWatch	modifierOpponentDrawCardWatch.coffee	Modifier	ModifierOpponentDrawCardWatch	FALSE	TRUE	ModifierOpponentDrawCardWatch	Whenever your opponent draws a card ...			onDrawCardWatch	draw
ModifierOpponentDrawCardWatchBuffSelf	modifierOpponentDrawCardWatchBuffSelf.coffee	ModifierOpponentDrawCardWatch	ModifierOpponentDrawCardWatchBuffSelf	FALSE	TRUE	ModifierOpponentDrawCardWatchBuffSelf	Whenever your opponent draws a card, this minion gains %X			onDrawCardWatch	stat_modify, grant_modifier
ModifierOpponentDrawCardWatchDamageEnemyGeneral	modifierOpponentDrawCardWatchDamageEnemyGeneral.coffee	ModifierOpponentDrawCardWatch	ModifierOpponentDrawCardWatchDamageEnemyGeneral	FALSE	TRUE	ModifierOpponentDrawCardWatchDamageEnemyGeneral	Whenever your opponent draws a card, deal %X damage to the enemy General			onDrawCardWatch	
ModifierOpponentDrawCardWatchGainKeyword	modifierOpponentDrawCardWatchGainKeyword.coffee	ModifierOpponentDrawCardWatch	ModifierOpponentDrawCardWatchGainKeyword	FALSE	TRUE	ModifierOpponentDrawCardWatchGainKeyword	Whenever your opponent draws a card, this minion gains a random ability.			onDrawCardWatch	
ModifierOpponentDrawCardWatchOverdrawSummonEntity	modifierOpponentDrawCardWatchOverdrawSummonEntity.coffee	ModifierOpponentDrawCardWatch	ModifierOpponentDrawCardWatchOverdrawSummonEntity	FALSE	TRUE	ModifierOpponentDrawCardWatchOverdrawSummonEntity	Whenever your opponent overdraws, summon %X			onDrawCardWatch	
ModifierOpponentSummonWatch	modifierOpponentSummonWatch.coffee	Modifier	ModifierOpponentSummonWatch	FALSE	TRUE	Opponent Summon Watch	Opponent Summon Watch			onSummonWatch	
ModifierOpponentSummonWatchDamageBuffMinionInHand	modifierOpponentSummonWatchBuffMinionInHand.coffee	ModifierOpponentSummonWatch	ModifierOpponentSummonWatchDamageBuffMinionInHand	FALSE	TRUE	Opponent Summon Watch Buff Minion in Hand	Whenever your opponent summons a minion, buff a minion in hand			onSummonWatch	
ModifierOpponentSummonWatchBuffSelf	modifierOpponentSummonWatchBuffSelf.coffee	ModifierOpponentSummonWatch	ModifierOpponentSummonWatchBuffSelf	FALSE	TRUE	Opponent Summon Watch	Whenever opponent summons a minion, this minion gains %X			onSummonWatch	stat_modify, grant_modifier
ModifierOpponentSummonWatchDamageEnemyGeneral	modifierOpponentSummonWatchDamageEnemyGeneral.coffee	ModifierOpponentSummonWatch	ModifierOpponentSummonWatchDamageEnemyGeneral	FALSE	TRUE	Opponent Summon Watch	Whenever your opponent summons a minion, deal %X damage to the enemy General			onSummonWatch	
ModifierOpponentSummonWatchOpponentDrawCard	modifierOpponentSummonWatchOpponentDrawCard.coffee	ModifierOpponentSummonWatch	ModifierOpponentSummonWatchOpponentDrawCard	FALSE	TRUE	Opponent Summon Watch	Whenever your opponent summons a minion, they draw a card			onSummonWatch	draw
ModifierOpponentSummonWatchRandomTransform	modifierOpponentSummonWatchRandomTransform.coffee	ModifierOpponentSummonWatch	ModifierOpponentSummonWatchRandomTransform	FALSE	TRUE	Opponent Summon Watch	Whenever an enemy summons a minion, transform it into a random minion of the same cost			onSummonWatch	summon
ModifierOpponentSummonWatchSpawn1HealthClone	modifierOpponentSummonWatchSpawn1HealthClone.coffee	ModifierOpponentSummonWatch	ModifierOpponentSummonWatchSpawn1HealthClone	FALSE	TRUE	Opponent Summon Watch	Whenever an enemy summons a minion, summon a 1 health clone nearby your general			onSummonWatch	summon
ModifierOpponentSummonWatchSummonEgg	modifierOpponentSummonWatchSummonEgg.coffee	ModifierOpponentSummonWatch	ModifierOpponentSummonWatchSummonEgg	FALSE	TRUE	Opponent Summon Watch Summon Egg	Whenever your opponent summons a minion, summon an egg.			onSummonWatch	
ModifierOpponentSummonWatchSummonMinionInFront	modifierOpponentSummonWatchSummonMinionInFront.coffee	ModifierOpponentSummonWatch	ModifierOpponentSummonWatchSummonMinionInFront	FALSE	TRUE					onSummonWatch	
ModifierOpponentSummonWatchSwapGeneral	modifierOpponentSummonWatchSwapGeneral.coffee	ModifierOpponentSummonWatch	ModifierOpponentSummonWatchSwapGeneral	FALSE	TRUE	Opponent Summon Watch	Whenever an enemy summons a minion, it becomes their new General			onSummonWatch	
ModifierOverwatch	modifierOverwatch.coffee	Modifier	ModifierOverwatch	TRUE	FALSE	Guardian			maxStacks=1		
ModifierOverwatchAttacked	modifierOverwatchAttacked.coffee	ModifierOverwatch	ModifierOverwatchAttacked	FALSE	FALSE		When this minion is attacked, %X				
ModifierOverwatchAttackedBuffSelf	modifierOverwatchAttackedBuffSelf.coffee	ModifierOverwatchAttacked	ModifierOverwatchAttackedBuffSelf	FALSE	FALSE		When this minion is attacked, it gains %X				stat_modify, grant_modifier
ModifierOverwatchAttackedDamageEnemyGeneralForSame	modifierOverwatchAttackedDamageEnemyGeneralForSame.coffee	ModifierOverwatchAttacked	ModifierOverwatchAttackedDamageEnemyGeneralForSame	FALSE	FALSE		When this minion is attacked, deal the same damage to enemy general.				
ModifierOverwatchDestroyed	modifierOverwatchDestroyed.coffee	ModifierOverwatch	ModifierOverwatchDestroyed	FALSE	FALSE		When this minion is destroyed, %X				
ModifierOverwatchDestroyedPutCardInHand	modifierOverwatchDestroyedPutCardInHand.coffee	ModifierOverwatchDestroyed	ModifierOverwatchDestroyedPutCardInHand	FALSE	FALSE						summon
ModifierOverwatchDestroyedPutMagmarCardsInHand	modifierOverwatchDestroyedPutMagmarCardsInHand.coffee	ModifierOverwatchDestroyed	ModifierOverwatchDestroyedPutMagmarCardsInHand	FALSE	FALSE		When this minion is destroyed add two random Magmar spells with its mana cost to your action bar				summon
ModifierOverwatchDestroyedResummonAndDestroyOther	modifierOverwatchDestroyedResummonAndDestroyOther.coffee	ModifierOverwatchDestroyed	ModifierOverwatchDestroyedResummonAndDestroyOther	FALSE	FALSE						
ModifierOverwatchEndTurn	modifierOverwatchEndTurn.coffee	ModifierOverwatch	ModifierOverwatchEndTurn	FALSE	FALSE		When opponent ends turn, %X				
ModifierOverwatchEndTurnPutCardInHand	modifierOverwatchEndTurnPutCardInHand.coffee	ModifierOverwatchEndTurn	ModifierOverwatchEndTurnPutCardInHand	FALSE	FALSE						summon
ModifierOverwatchHidden	modifierOverwatchHidden.coffee	Modifier	ModifierOverwatchHidden	TRUE	FALSE	Overwatch	%X				
ModifierOverwatchMovedNearby	modifierOverwatchMovedNearby.coffee	ModifierOverwatch	ModifierOverwatchMovedNearby	FALSE	FALSE		When an enemy minion moves next to this minion, %X				
ModifierOverwatchMovedNearbyAttack	modifierOverwatchMovedNearbyAttack.coffee	ModifierOverwatchMovedNearby	ModifierOverwatchMovedNearbyAttack	FALSE	FALSE						
ModifierOverwatchMovedNearbyDispelAndProvoke	modifierOverwatchMovedNearbyDispelAndProvoke.coffee	ModifierOverwatchMovedNearby	ModifierOverwatchMovedNearbyDispelAndProvoke	FALSE	FALSE						
ModifierOverwatchMovedNearbyMiniImmolation	modifierOverwatchMovedNearbyMiniImmolation.coffee	ModifierOverwatchMovedNearby	ModifierOverwatchMovedNearbyMiniImmolation	FALSE	FALSE						
ModifierOverwatchMovedNearbyMoveBothToCorners	modifierOverwatchMovedNearbyMoveBothToCorners.coffee	ModifierOverwatchMovedNearby	ModifierOverwatchMovedNearbyMoveBothToCorners	FALSE	FALSE						
ModifierOverwatchSpellTarget	modifierOverwatchSpellTarget.coffee	ModifierOverwatch	ModifierOverwatchSpellTarget	FALSE	FALSE		When this is the target of an enemy spell, %X				
ModifierOverwatchSpellTargetDamageEnemies	modifierOverwatchSpellTargetDamageEnemies.coffee	ModifierOverwatchSpellTarget	ModifierOverwatchSpellTargetDamageEnemies	FALSE	FALSE						
ModifierPantheran	modifierPantheran.coffee	Modifier	ModifierPantheran	FALSE	FALSE	Scion's Watch	Costs 0 if you've cast all three Scion's Wish spells this game				stat_modify
ModifierPortal	modifierPortal.coffee	Modifier	ModifierPortal	TRUE	FALSE	modifiers.structure_name			maxStacks=1		stat_modify
ModifierPrimalProtection	modifierPrimalProtection.coffee	Modifier	ModifierPrimalProtection	FALSE	FALSE	modifiers.primal_protection_name	modifiers.primal_protection_def				grant_modifier
ModifierPrimalTile	modifierPrimalTile.coffee	Modifier	ModifierPrimalTile	FALSE	FALSE	modifiers.primal_flourish_name	modifiers.primal_flourish_def				grant_modifier
ModifierProvidesAlwaysInfiltrated	modifierProvidesAlwaysInfiltrated.coffee	Modifier	ModifierProvidesAlwaysInfiltrated	FALSE	FALSE						
ModifierProvoke	modifierProvoke.coffee	Modifier	ModifierProvoke	TRUE	FALSE	modifiers.provoke_name			maxStacks=1		aura, grant_modifier
ModifierProvoked	modifierProvoked.coffee	Modifier	ModifierProvoked	FALSE	FALSE	modifiers.provoked_name	modifiers.provoked_desc			onValidateAction	stat_modify, action_modify
ModifierPseudoRush	modifierPseudoRush.coffee	Modifier	ModifierPseudoRush	FALSE	FALSE				maxStacks=1		
ModifierQuestBuffAbyssian	modifierQuestBuffAbyssian.coffee	ModifierOnDyingResummonAnywhere	ModifierQuestBuffAbyssian	FALSE	FALSE				maxStacks=1		
ModifierQuestBuffNeutral	modifierQuestBuffNeutral.coffee	Modifier	ModifierQuestBuffNeutral	FALSE	FALSE				maxStacks=1		
ModifierQuestBuffVanar	modifierQuestBuffVanar.coffee	Modifier	ModifierQuestBuffVanar	FALSE	FALSE				maxStacks=1		
ModifierQuestStatus	modifierQuestStatus.coffee	Modifier	ModifierQuestStatus	FALSE	FALSE				maxStacks=1		
ModifierQuestStatusAbyssian	modifierQuestStatusAbyssian.coffee	ModifierQuestStatus	ModifierQuestStatusAbyssian	FALSE	FALSE						
ModifierQuestStatusLyonar	modifierQuestStatusLyonar.coffee	ModifierQuestStatus	ModifierQuestStatusLyonar	FALSE	FALSE						
ModifierQuestStatusMagmar	modifierQuestStatusMagmar.coffee	ModifierQuestStatus	ModifierQuestStatusMagmar	FALSE	FALSE						
ModifierQuestStatusNeutral	modifierQuestStatusNeutral.coffee	ModifierQuestStatus	ModifierQuestStatusNeutral	FALSE	FALSE						
ModifierQuestStatusSonghai	modifierQuestStatusSonghai.coffee	ModifierQuestStatus	ModifierQuestStatusSonghai	FALSE	FALSE						
ModifierQuestStatusVanar	modifierQuestStatusVanar.coffee	ModifierQuestStatus	ModifierQuestStatusVanar	FALSE	FALSE						
ModifierQuestStatusVetruvian	modifierQuestStatusVetruvian.coffee	ModifierQuestStatus	ModifierQuestStatusVetruvian	FALSE	FALSE						
ModifierRanged	modifierRanged.coffee	Modifier	ModifierRanged	TRUE	FALSE	modifiers.ranged_name		reach:CONFIG.REACH_RANGED - CONFIG.REACH_MELEE	maxStacks=1		stat_modify
ModifierRangedProvoke	modifierRangedProvoke.coffee	Modifier	ModifierRangedProvoke	FALSE	FALSE	modifiers.ranged_provoke_name	modifiers.ranged_provoke_def		maxStacks=1	onValidateAction	aura, action_modify, grant_modifier
ModifierRangedProvoked	modifierRangedProvoked.coffee	Modifier	ModifierRangedProvoked	FALSE	FALSE	modifiers.ranged_provoked_name	modifiers.ranged_provoked_def				
ModifierRebirth	modifierRebirth.coffee	ModifierOnDyingSpawnEntity	ModifierRebirth	TRUE	FALSE	modifiers.rebirth_name					
ModifierReduceCostOfMinionsAndDamageThem	modifierReduceCostOfMinionsAndDamageThem.coffee	ModifierSummonWatch	ModifierReduceCostOfMinionsAndDamageThem	FALSE	FALSE	Summon Watch (reduce cost of minions and damage them)	Your minions cost %X less to summon and take %Y damage when summoned from your action bar			onSummonWatch	
ModifierRemoveAndReplaceEntity	modifierRemoveAndReplaceEntity.coffee	Modifier	ModifierRemoveAndReplaceEntity	FALSE	FALSE				maxStacks=1		summon
ModifierReplaceWatch	modifierReplaceWatch.coffee	Modifier	ModifierReplaceWatch	FALSE	FALSE	Replace Watch	Replace Watch				
ModifierReplaceWatchApplyModifiersToReplaced	modifierReplaceWatchApplyModifiersToReplaced.coffee	ModifierReplaceWatch	ModifierReplaceWatchApplyModifiersToReplaced	FALSE	FALSE						
ModifierReplaceWatchBuffSelf	modifierReplaceWatchBuffSelf.coffee	ModifierReplaceWatch	ModifierReplaceWatchBuffSelf	FALSE	FALSE	Replace Watch	Whenever you replace a card, this minion gains %X				stat_modify, grant_modifier
ModifierReplaceWatchDamageEnemy	modifierReplaceWatchDamageEnemy.coffee	ModifierReplaceWatch	ModifierReplaceWatchDamageEnemy	FALSE	FALSE	Replace Watch (damage random enemy)	Whenever you replace a card, deal %X damage to a random enemy				
ModifierReplaceWatchShuffleCardIntoDeck	modifierReplaceWatchShuffleCardIntoDeck.coffee	ModifierReplaceWatch	ModifierReplaceWatchShuffleCardIntoDeck	FALSE	FALSE						
ModifierReplaceWatchSpawnEntity	modifierReplaceWatchSpawnEntity.coffee	ModifierReplaceWatch	ModifierReplaceWatchSpawnEntity	FALSE	FALSE		Whenever you replace a card, summon %X				
ModifierRook	modifierRook.coffee	ModifierEndTurnWatch	ModifierRook	FALSE	FALSE		At the end of your turn, this minion gains a random Faction ability				
ModifierSandPortal	modifierSandPortal.coffee	ModifierSummonWatchFromActionBar	ModifierSandPortal	FALSE	FALSE	modifiers.exhuming_sand_name	modifiers.exhuming_sand_def			onSummonWatch	
ModifierSecondWind	modifierSecondWind.coffee	Modifier	ModifierSecondWind	FALSE	FALSE	modifiers.second_wind_name	modifiers.second_wind_def		maxStacks=1	onValidateAction	action_modify, grant_modifier
ModifierSelfDamageAreaAttack	modifierSelfDamageAreaAttack.coffee	Modifier	ModifierSelfDamageAreaAttack	FALSE	FALSE	modifiers.self_damage_area_attack_name	modifiers.self_damage_area_attack_def		maxStacks=1	onBeforeAction	
ModifierSentinel	modifierSentinel.coffee	ModifierOverwatch	ModifierSentinel	TRUE	FALSE	modifiers.sentinel_name			maxStacks=1		
ModifierSentinelHidden	modifierSentinelHidden.coffee	ModifierOverwatchHidden	ModifierSentinelHidden	TRUE	FALSE	Sentinel	%X				
ModifierSentinelOpponentGeneralAttack	modifierSentinelOpponentGeneralAttack.coffee	ModifierSentinel	ModifierSentinelOpponentGeneralAttack	FALSE	FALSE		modifiers.sentinel_general_attack				
