unit_folder	event_type	sound_file
neutral_mercmelee4	attack	sfx_f6_frostwyvern_attack_swing
neutral_mercmelee4	attackDamage	sfx_neutral_beastphasehound_attack_impact
neutral_mercmelee4	death	sfx_f6_frostwyvern_death
neutral_mercmelee4	receiveDamage	sfx_neutral_beastphasehound_hit
neutral_mercmelee4	walk	sfx_neutral_arakiheadhunter_hit
neutral_mercmindwarper	apply	sfx_spell_diretidefrenzy
neutral_mercmindwarper	attack	sfx_f4_engulfingshadow_attack_swing
neutral_mercmindwarper	attackDamage	sfx_f4_engulfingshadow_hit
neutral_mercmindwarper	death	sfx_f4_engulfingshadow_death
neutral_mercmindwarper	receiveDamage	sfx_f4_engulfingshadow_attack_impact
neutral_mercmindwarper	walk	sfx_neutral_ladylocke_attack_impact
neutral_mercneedler	apply	sfx_unit_deploy
neutral_mercneedler	attack	sfx_neutral_bluetipscorpion_attack_swing
neutral_mercneedler	attackDamage	sfx_neutral_bluetipscorpion_attack_impact
neutral_mercneedler	death	sfx_neutral_bluetipscorpion_death
neutral_mercneedler	receiveDamage	sfx_neutral_bluetipscorpion_hit
neutral_mercneedler	walk	sfx_neutral_ladylocke_attack_impact
neutral_mercowlbearmage	apply	sfx_unit_deploy_1
neutral_mercowlbearmage	attack	sfx_neutral_arcanelimiter_attack_impact
neutral_mercowlbearmage	attackDamage	sfx_f4_engulfingshadow_hit
neutral_mercowlbearmage	death	sfx_f4_engulfingshadow_death
neutral_mercowlbearmage	receiveDamage	sfx_f4_engulfingshadow_attack_impact
neutral_mercowlbearmage	walk	sfx_neutral_ladylocke_attack_impact
neutral_mercpirate	apply	sfx_unit_deploy_3
neutral_mercpirate	attack	sfx_f2_kaidoassassin_attack_swing
neutral_mercpirate	attackDamage	sfx_f1_elyxstormblade_attack_impact
neutral_mercpirate	death	sfx_f6_icedryad_death
neutral_mercpirate	receiveDamage	sfx_f1_elyxstormblade_hit
neutral_mercpirate	walk	sfx_neutral_ladylocke_attack_impact
neutral_mercpiratebeast	apply	sfx_neutral_luxignis_death
neutral_mercpiratebeast	attack	sfx_f6_frostwyvern_attack_swing
neutral_mercpiratebeast	attackDamage	sfx_neutral_beastphasehound_attack_impact
neutral_mercpiratebeast	death	sfx_f6_frostwyvern_death
neutral_mercpiratebeast	receiveDamage	sfx_neutral_beastphasehound_hit
neutral_mercpiratebeast	walk	sfx_neutral_arakiheadhunter_hit
neutral_mercranged1	apply	sfx_neutral_luxignis_death
neutral_mercranged1	attack	sfx_f6_frostwyvern_attack_swing
neutral_mercranged1	attackDamage	sfx_neutral_beastphasehound_attack_impact
neutral_mercranged1	death	sfx_f6_frostwyvern_death
neutral_mercranged1	receiveDamage	sfx_neutral_beastphasehound_hit
neutral_mercranged1	walk	sfx_neutral_arakiheadhunter_hit
neutral_mercshieldoracle	apply	sfx_unit_deploy
neutral_mercshieldoracle	attack	sfx_neutral_shieldoracle_attack_swing
neutral_mercshieldoracle	attackDamage	sfx_neutral_shieldoracle_attack_impact
neutral_mercshieldoracle	death	sfx_neutral_shieldoracle_death
neutral_mercshieldoracle	receiveDamage	sfx_neutral_shieldoracle_hit
neutral_mercshieldoracle	walk	sfx_neutral_ladylocke_attack_impact
neutral_mercsightlessfarseer	apply	sfx_ui_booster_packexplode
neutral_mercsightlessfarseer	attack	sfx_neutral_alcuinloremaster_attack_swing
neutral_mercsightlessfarseer	attackDamage	sfx_neutral_alcuinloremaster_attack_impact
neutral_mercsightlessfarseer	death	sfx_neutral_alcuinloremaster_death
neutral_mercsightlessfarseer	receiveDamage	sfx_neutral_alcuinloremaster_hit
neutral_mercsightlessfarseer	walk	sfx_unit_run_magical_3
neutral_mercsongweaver	apply	sfx_unit_deploy
neutral_mercsongweaver	attack	sfx_neutral_songweaver_attack_swing
neutral_mercsongweaver	attackDamage	sfx_neutral_songweaver_attack_impact
neutral_mercsongweaver	death	sfx_neutral_songweaver_death
neutral_mercsongweaver	receiveDamage	sfx_neutral_pandora_hit
neutral_mercsongweaver	walk	sfx_neutral_ladylocke_attack_impact
neutral_mercsunseer	apply	sfx_unit_deploy_2
neutral_mercsunseer	attack	sfx_neutral_sunseer_attack_swing
neutral_mercsunseer	attackDamage	sfx_neutral_sunseer_attack_impact
neutral_mercsunseer	death	sfx_neutral_sunseer_death
neutral_mercsunseer	receiveDamage	sfx_neutral_sunseer_hit
neutral_mercsunseer	walk	sfx_unit_run_magical_4
neutral_mercswornavanger	apply	sfx_ui_booster_packexplode
neutral_mercswornavanger	attack	sfx_neutral_swornavenger_attack_swing
neutral_mercswornavanger	attackDamage	sfx_neutral_swornavenger_attack_impact
neutral_mercswornavanger	death	sfx_neutral_swornavenger_death
neutral_mercswornavanger	receiveDamage	sfx_neutral_swornavenger_hit
neutral_mercswornavanger	walk	sfx_neutral_ladylocke_attack_impact
neutral_mercsworndefender	apply	sfx_ui_booster_packexplode
neutral_mercsworndefender	attack	sfx_neutral_sunseer_attack_swing
neutral_mercsworndefender	attackDamage	sfx_neutral_sunseer_attack_impact
neutral_mercsworndefender	death	sfx_neutral_sunseer_death
neutral_mercsworndefender	receiveDamage	sfx_neutral_sunseer_hit
neutral_mercsworndefender	walk	sfx_neutral_ladylocke_attack_impact
neutral_merctwilightmage	apply	sfx_ui_booster_packexplode
neutral_merctwilightmage	attack	sfx_f2_jadeogre_attack_swing
neutral_merctwilightmage	attackDamage	sfx_f3_dunecaster_impact
neutral_merctwilightmage	death	sfx_f3_dunecaster_death
neutral_merctwilightmage	receiveDamage	sfx_f3_dunecaster_hit
neutral_merctwilightmage	walk	sfx_neutral_ladylocke_attack_impact
neutral_merctwinbladewarmonger	apply	sfx_summonlegendary
neutral_merctwinbladewarmonger	attack	sfx_f2_celestialphantom_attack_swing
neutral_merctwinbladewarmonger	attackDamage	sfx_neutral_monsterdreamoracle_attack_impact
neutral_merctwinbladewarmonger	death	sfx_neutral_monsterdreamoracle_death
neutral_merctwinbladewarmonger	receiveDamage	sfx_neutral_monsterdreamoracle_hit
neutral_merctwinbladewarmonger	walk	sfx_unit_run_magical_4
neutral_metaltooth	apply	sfx_spell_diretidefrenzy
neutral_metaltooth	attack	sfx_neutral_xho_attack_swing
neutral_metaltooth	attackDamage	sfx_neutral_xho_attack_impact
neutral_metaltooth	death	sfx_neutral_xho_death
neutral_metaltooth	receiveDamage	sfx_neutral_xho_hit
neutral_metaltooth	walk	sfx_neutral_grimrock_hit
neutral_minijax	apply	sfx_unit_deploy
neutral_minijax	attack	sfx_neutral_jaxtruesight_attack_swing
neutral_minijax	attackDamage	sfx_neutral_jaxtruesight_attack_impact
neutral_minijax	death	sfx_neutral_jaxtruesight_death
neutral_minijax	receiveDamage	sfx_neutral_firespitter_hit
neutral_minijax	walk	sfx_neutral_ladylocke_attack_impact
neutral_mirrormancer	apply	sfx_neutral_ubo_attack_swing
neutral_mirrormancer	attack	sfx_neutral_prophetofthewhite_attack_swing
neutral_mirrormancer	attackDamage	sfx_neutral_prophetofthewhite_impact
neutral_mirrormancer	death	sfx_neutral_prophetofthewhite_death
neutral_mirrormancer	receiveDamage	sfx_neutral_prophetofthewhite_hit
neutral_mirrormancer	walk	sfx_neutral_ubo_attack_swing
neutral_moebius	apply	sfx_ui_booster_packexplode
neutral_moebius	attack	sfx_spell_entropicdecay
neutral_moebius	attackDamage	sfx_f3_dunecaster_impact
neutral_moebius	death	sfx_neutral_spelljammer_death
neutral_moebius	receiveDamage	sfx_f3_dunecaster_hit
neutral_moebius	walk	sfx_unit_run_magical_4
neutral_mogwai	apply	sfx_spell_diretidefrenzy
neutral_mogwai	attack	sfx_neutral_sai_attack_swing
neutral_mogwai	attackDamage	sfx_neutral_sai_attack_impact
neutral_mogwai	death	sfx_neutral_yun_death
neutral_mogwai	receiveDamage	sfx_neutral_gro_hit
neutral_mogwai	walk	sfx_neutral_sai_attack_impact
neutral_moltengolem	apply	sfx_unit_deploy
neutral_moltengolem	attack	sfx_f6_waterelemental_attack_swing
neutral_moltengolem	attackDamage	sfx_neutral_golemdragonbone_impact
neutral_moltengolem	death	sfx_neutral_golemdragonbone_death
neutral_moltengolem	receiveDamage	sfx_neutral_golemdragonbone_hit
neutral_moltengolem	walk	sfx_unit_physical_4
neutral_monsterartifacthunter	apply	sfx_unit_deploy_3
neutral_monsterartifacthunter	attack	sfx_neutral_artifacthunter_attack_swing
neutral_monsterartifacthunter	attackDamage	sfx_neutral_artifacthunter_attack_impact
neutral_monsterartifacthunter	death	sfx_neutral_artifacthunter_death
neutral_monsterartifacthunter	receiveDamage	sfx_neutral_artifacthunter_hit
neutral_monsterartifacthunter	walk	sfx_neutral_ladylocke_attack_impact
neutral_monsterblacksandburrower	apply	sfx_unit_deploy_2
neutral_monsterblacksandburrower	attack	sfx_f6_frostwyvern_death
neutral_monsterblacksandburrower	attackDamage	sfx_f4_daemondeep_attack_impact
neutral_monsterblacksandburrower	death	sfx_f4_daemondeep_death
neutral_monsterblacksandburrower	receiveDamage	sfx_f4_daemondeep_hit
neutral_monsterblacksandburrower	walk	sfx_neutral_ladylocke_attack_impact
neutral_monstercoiledcrawler	apply	sfx_unit_deploy
neutral_monstercoiledcrawler	attack	sfx_neutral_coiledcrawler_attack_swing
neutral_monstercoiledcrawler	attackDamage	sfx_neutral_coiledcrawler_attack_impact
neutral_monstercoiledcrawler	death	sfx_neutral_coiledcrawler_death
neutral_monstercoiledcrawler	receiveDamage	sfx_neutral_coiledcrawler_hit
neutral_monstercoiledcrawler	walk	sfx_neutral_ladylocke_attack_impact
neutral_monstercrystalwisp	apply	sfx_unit_deploy
neutral_monstercrystalwisp	attack	sfx_f6_voiceofthewind_death
neutral_monstercrystalwisp	attackDamage	sfx_neutral_shieldoracle_attack_impact
neutral_monstercrystalwisp	death	sfx_neutral_shieldoracle_death
neutral_monstercrystalwisp	receiveDamage	sfx_neutral_shieldoracle_hit
neutral_monstercrystalwisp	walk	sfx_unit_run_magical_4
neutral_monsterdancingblades	apply	sfx_unit_deploy
neutral_monsterdancingblades	attack	sfx_neutral_dancingblades_attack_swing
neutral_monsterdancingblades	attackDamage	sfx_neutral_dancingblades_attack_impact
neutral_monsterdancingblades	death	sfx_neutral_dancingblades_death
neutral_monsterdancingblades	receiveDamage	sfx_neutral_dancingblades_hit
neutral_monsterdancingblades	walk	sfx_unit_run_magical_4
neutral_monsterdarkharbinger	apply	sfx_unit_deploy_3
neutral_monsterdarkharbinger	attack	sfx_neutral_hailstonehowler_attack_swing
neutral_monsterdarkharbinger	attackDamage	sfx_neutral_hailstonehowler_impact
neutral_monsterdarkharbinger	death	sfx_neutral_hailstonehowler_death
neutral_monsterdarkharbinger	receiveDamage	sfx_neutral_hailstonehowler_hit
neutral_monsterdarkharbinger	walk	sfx_neutral_ladylocke_attack_impact
neutral_monsterdragonhawk	apply	sfx_unit_deploy_2
neutral_monsterdragonhawk	attack	sfx_neutral_dragonlark_attack_swing
neutral_monsterdragonhawk	attackDamage	sfx_neutral_dragonlark_attack_impact
neutral_monsterdragonhawk	death	sfx_neutral_dragonlark_death
neutral_monsterdragonhawk	receiveDamage	sfx_neutral_dragonlark_hit
neutral_monsterdragonhawk	walk	sfx_neutral_ladylocke_attack_impact
neutral_monsterdreamoracle	apply	sfx_unit_deploy
neutral_monsterdreamoracle	attack	sfx_neutral_monsterdreamoracle_attack_swing
neutral_monsterdreamoracle	attackDamage	sfx_neutral_monsterdreamoracle_attack_impact
neutral_monsterdreamoracle	death	sfx_neutral_monsterdreamoracle_death
neutral_monsterdreamoracle	receiveDamage	sfx_neutral_monsterdreamoracle_hit
neutral_monsterdreamoracle	walk	sfx_neutral_ladylocke_attack_impact
neutral_monsterexplodingdemon	apply	sfx_unit_deploy_1
neutral_monsterexplodingdemon	attack	sfx_neutral_rockpulverizer_attack_swing
neutral_monsterexplodingdemon	attackDamage	sfx_neutral_rockpulverizer_attack_impact
neutral_monsterexplodingdemon	death	sfx_neutral_rockpulverizer_death
neutral_monsterexplodingdemon	receiveDamage	sfx_neutral_rockpulverizer_hit
neutral_monsterexplodingdemon	walk	sfx_neutral_ladylocke_attack_impact
neutral_monsterflamewing	apply	sfx_unit_deploy_2
neutral_monsterflamewing	attack	sfx_spell_blindscorch
neutral_monsterflamewing	attackDamage	sfx_f2_lanternfox_attack_impact
neutral_monsterflamewing	death	sfx_f6_draugarlord_death
neutral_monsterflamewing	receiveDamage	sfx_f2_jadeogre_hit
neutral_monsterflamewing	walk	sfx_neutral_ladylocke_attack_impact
neutral_monsterlightningbeetle	apply	sfx_unit_deploy_3
neutral_monsterlightningbeetle	attack	sfx_neutral_stormatha_attack_swing
neutral_monsterlightningbeetle	attackDamage	sfx_neutral_stormatha_attack_impact
neutral_monsterlightningbeetle	death	sfx_neutral_stormatha_death
neutral_monsterlightningbeetle	receiveDamage	sfx_neutral_stormatha_hit
neutral_monsterlightningbeetle	walk	sfx_neutral_ladylocke_attack_impact
neutral_monsteroculus	apply	sfx_unit_deploy_2
neutral_monsteroculus	attack	sfx_f6_waterelemental_attack_swing
neutral_monsteroculus	attackDamage	sfx_neutral_komodocharger_attack_impact
neutral_monsteroculus	death	sfx_neutral_komodocharger_death
neutral_monsteroculus	receiveDamage	sfx_neutral_komodocharger_hit
neutral_monsteroculus	walk	sfx_neutral_ladylocke_attack_impact
neutral_monsteronyxscorpion	apply	sfx_unit_deploy_1
neutral_monsteronyxscorpion	attack	sfx_neutral_bluetipscorpion_attack_swing
neutral_monsteronyxscorpion	attackDamage	sfx_neutral_bluetipscorpion_attack_impact
neutral_monsteronyxscorpion	death	sfx_neutral_bluetipscorpion_death
neutral_monsteronyxscorpion	receiveDamage	sfx_neutral_bluetipscorpion_hit
neutral_monsteronyxscorpion	walk	sfx_neutral_ladylocke_attack_impact
neutral_monsterputridmindflayer	apply	sfx_unit_deploy_1
neutral_monsterputridmindflayer	attack	sfx_f4_daemondeep_attack_swing
neutral_monsterputridmindflayer	attackDamage	sfx_f4_daemondeep_attack_impact
neutral_monsterputridmindflayer	death	sfx_f4_daemondeep_death
neutral_monsterputridmindflayer	receiveDamage	sfx_f4_daemondeep_hit
neutral_monsterputridmindflayer	walk	sfx_neutral_ladylocke_attack_impact
neutral_monsterredsynja	apply	sfx_summonlegendary
neutral_monsterredsynja	attack	sfx_neutral_redsynja_attack_swing
neutral_monsterredsynja	attackDamage	sfx_neutral_redsynja_attack_impact
neutral_monsterredsynja	death	sfx_neutral_redsynja_death
neutral_monsterredsynja	receiveDamage	sfx_neutral_redsynja_hit
neutral_monsterredsynja	walk	sfx_neutral_ladylocke_attack_impact
neutral_monstershreddingmantis	apply	sfx_unit_deploy_2
neutral_monstershreddingmantis	attack	sfx_neutral_redsynja_attack_impact
neutral_monstershreddingmantis	attackDamage	sfx_neutral_bluetipscorpion_attack_impact
neutral_monstershreddingmantis	death	sfx_neutral_bluetipscorpion_death
neutral_monstershreddingmantis	receiveDamage	sfx_neutral_bluetipscorpion_hit
neutral_monstershreddingmantis	walk	sfx_neutral_ladylocke_attack_impact
neutral_monsterwhistlingblade	apply	sfx_unit_deploy
neutral_monsterwhistlingblade	attack	sfx_f6_waterelemental_attack_swing
neutral_monsterwhistlingblade	attackDamage	sfx_neutral_golemdragonbone_impact
neutral_monsterwhistlingblade	death	sfx_neutral_golemdragonbone_death
neutral_monsterwhistlingblade	receiveDamage	sfx_neutral_golemdragonbone_hit
neutral_monsterwhistlingblade	walk	sfx_unit_physical_4
neutral_moonlitsorcerer	apply	sfx_unit_deploy
neutral_moonlitsorcerer	attack	sfx_neutral_bloodtearalchemist_attack_swing
neutral_moonlitsorcerer	attackDamage	sfx_neutral_bloodtearalchemist_attack_impact
neutral_moonlitsorcerer	death	sfx_neutral_bloodtearalchemist_death
neutral_moonlitsorcerer	receiveDamage	sfx_neutral_bloodtearalchemist_hit
neutral_moonlitsorcerer	walk	sfx_neutral_ladylocke_attack_impact
neutral_mrgoldmclover	apply	sfx_summonlegendary
neutral_mrgoldmclover	attack	sfx_f1_oserix_attack_swing
neutral_mrgoldmclover	attackDamage	sfx_f1_oserix_attack_impact
neutral_mrgoldmclover	death	sfx_f1_oserix_death
neutral_mrgoldmclover	receiveDamage	sfx_f1_oserix_hit
neutral_mrgoldmclover	walk	sfx_neutral_ladylocke_attack_impact
neutral_mystery	apply	sfx_unit_deploy
neutral_mystery	attack	sfx_f4_engulfingshadow_attack_swing
neutral_mystery	attackDamage	sfx_f4_engulfingshadow_hit
neutral_mystery	death	sfx_f6_icebeetle_death
neutral_mystery	receiveDamage	sfx_f4_engulfingshadow_attack_impact
neutral_mystery	walk	sfx_neutral_ladylocke_attack_impact
neutral_nightwatcher	apply	sfx_unit_deploy
neutral_nightwatcher	attack	sfx_f4_engulfingshadow_attack_swing
neutral_nightwatcher	attackDamage	sfx_f4_engulfingshadow_hit
neutral_nightwatcher	death	sfx_f6_icebeetle_death
neutral_nightwatcher	receiveDamage	sfx_f4_engulfingshadow_attack_impact
neutral_nightwatcher	walk	sfx_neutral_ladylocke_attack_impact
neutral_nip	apply	sfx_spell_diretidefrenzy
neutral_nip	attack	sfx_f6_ghostwolf_attack_swing
neutral_nip	attackDamage	sfx_f6_ghostwolf_attack_impact
neutral_nip	death	sfx_f6_ghostwolf_death
neutral_nip	receiveDamage	sfx_f6_ghostwolf_hit
neutral_nip	walk	sfx_neutral_mirkblooddevourer_attack_swing
neutral_oni	apply	sfx_neutral_luxignis_death
neutral_oni	attack	sfx_neutral_spelljammer_attack_swing
neutral_oni	attackDamage	sfx_neutral_spelljammer_attack_impact
neutral_oni	death	sfx_f6_voiceofthewind_death
neutral_oni	receiveDamage	sfx_neutral_spelljammer_hit
neutral_oni	walk	sfx_f6_voiceofthewind_attack_swing
neutral_owlshadescholar	apply	sfx_unit_deploy_1
neutral_owlshadescholar	attack	sfx_neutral_arcanelimiter_attack_impact
neutral_owlshadescholar	attackDamage	sfx_f4_engulfingshadow_hit
neutral_owlshadescholar	death	sfx_f4_engulfingshadow_death
neutral_owlshadescholar	receiveDamage	sfx_f4_engulfingshadow_attack_impact
neutral_owlshadescholar	walk	sfx_neutral_ladylocke_attack_impact
neutral_paddo	apply	sfx_summonlegendary
neutral_paddo	attack	sfx_neutral_grimrock_attack_swing
neutral_paddo	attackDamage	sfx_f5_unstableleviathan_attack_impact
neutral_paddo	death	sfx_f5_unstableleviathan_death
neutral_paddo	receiveDamage	sfx_f5_unstableleviathan_hit
neutral_paddo	walk	sfx_neutral_earthwalker_death
neutral_pandora	apply	sfx_summonlegendary
neutral_pandora	attack	sfx_neutral_pandora_attack_swing
neutral_pandora	attackDamage	sfx_neutral_pandora_attack_impact
neutral_pandora	death	sfx_neutral_pandora_death
neutral_pandora	receiveDamage	sfx_neutral_pandora_hit
neutral_pandora	walk	sfx_neutral_ladylocke_attack_impact
neutral_pandoraminioncelerity	apply	sfx_unit_deploy
neutral_pandoraminioncelerity	attack	sfx_neutral_silitharveteran_attack_swing
neutral_pandoraminioncelerity	attackDamage	sfx_neutral_silitharveteran_attack_impact
neutral_pandoraminioncelerity	death	sfx_neutral_silitharveteran_death
neutral_pandoraminioncelerity	receiveDamage	sfx_neutral_silitharveteran_hit
neutral_pandoraminioncelerity	walk	sfx_neutral_ladylocke_attack_impact
neutral_pandoraminionfly	apply	sfx_unit_deploy
neutral_pandoraminionfly	attack	sfx_f6_ghostwolf_attack_swing
neutral_pandoraminionfly	attackDamage	sfx_f6_ghostwolf_attack_impact
neutral_pandoraminionfly	death	sfx_f6_ghostwolf_death
neutral_pandoraminionfly	receiveDamage	sfx_f6_ghostwolf_hit
neutral_pandoraminionfly	walk	sfx_neutral_ladylocke_attack_impact
neutral_pandoraminionfrenzy	apply	sfx_unit_deploy
neutral_pandoraminionfrenzy	attack	sfx_f2_lanternfox_attack_swing
neutral_pandoraminionfrenzy	attackDamage	sfx_f2_lanternfox_attack_impact
neutral_pandoraminionfrenzy	death	sfx_f2_lanternfox_death
neutral_pandoraminionfrenzy	receiveDamage	sfx_f2_lanternfox_hit
neutral_pandoraminionfrenzy	walk	sfx_neutral_ladylocke_attack_impact
neutral_pandoraminionprovoke	apply	sfx_unit_deploy
neutral_pandoraminionprovoke	attack	sfx_f6_ghostwolf_attack_swing
neutral_pandoraminionprovoke	attackDamage	sfx_f6_ghostwolf_attack_impact
neutral_pandoraminionprovoke	death	sfx_f6_ghostwolf_death
neutral_pandoraminionprovoke	receiveDamage	sfx_f6_ghostwolf_hit
neutral_pandoraminionprovoke	walk	sfx_neutral_ladylocke_attack_impact
neutral_pandoraminionrush	apply	sfx_unit_deploy
neutral_pandoraminionrush	attack	sfx_f2_lanternfox_attack_swing
neutral_pandoraminionrush	attackDamage	sfx_f2_lanternfox_attack_impact
neutral_pandoraminionrush	death	sfx_f2_lanternfox_death
neutral_pandoraminionrush	receiveDamage	sfx_f2_lanternfox_hit
neutral_pandoraminionrush	walk	sfx_neutral_ladylocke_attack_impact
neutral_partyelf	apply	sfx_ui_booster_packexplode
neutral_partyelf	attack	sfx_f2_jadeogre_attack_swing
neutral_partyelf	attackDamage	sfx_f3_dunecaster_impact
neutral_partyelf	death	sfx_f3_dunecaster_death
neutral_partyelf	receiveDamage	sfx_f3_dunecaster_hit
neutral_partyelf	walk	sfx_neutral_ladylocke_attack_impact
neutral_pennyarcade01	apply	sfx_spell_icepillar_melt
neutral_pennyarcade01	attack	sfx_f6_seismicelemental_attack_impact
neutral_pennyarcade01	attackDamage	sfx_f2_lanternfox_death
neutral_pennyarcade01	death	sfx_f2_lanternfox_death
neutral_pennyarcade01	receiveDamage	sfx_neutral_golembloodshard_hit
neutral_pennyarcade01	walk	sfx_neutral_primordialgazer_death
neutral_pennyarcade02	apply	sfx_spell_icepillar_melt
neutral_pennyarcade02	attack	sfx_neutral_wingsofparadise_attack_swing
neutral_pennyarcade02	attackDamage	sfx_neutral_wingsofparadise_attack_impact
neutral_pennyarcade02	death	sfx_neutral_wingsofparadise_death
neutral_pennyarcade02	receiveDamage	sfx_neutral_wingsofparadise_hit
neutral_pennyarcade02	walk	sfx_neutral_keeperofthevale_hit
neutral_pennyarcade03	apply	sfx_spell_icepillar_melt
neutral_pennyarcade03	attack	sfx_neutral_pandora_attack_impact
neutral_pennyarcade03	attackDamage	sfx_neutral_makantorwarbeast_attack_impact
neutral_pennyarcade03	death	sfx_neutral_makantorwarbeast_death
neutral_pennyarcade03	receiveDamage	sfx_neutral_makantorwarbeast_hit
neutral_pennyarcade03	walk	sfx_neutral_primordialgazer_death
neutral_pennyarcade04	apply	sfx_summonlegendary
neutral_pennyarcade04	attack	sfx_neutral_makantorwarbeast_attack_swing
neutral_pennyarcade04	attackDamage	sfx_neutral_makantorwarbeast_attack_impact
neutral_pennyarcade04	death	sfx_neutral_makantorwarbeast_death
neutral_pennyarcade04	receiveDamage	sfx_neutral_makantorwarbeast_hit
neutral_pennyarcade04	walk	sfx_neutral_primordialgazer_death
neutral_primusshieldmaster	apply	sfx_unit_deploy_3
neutral_primusshieldmaster	attack	sfx_neutral_sunseer_attack_swing
neutral_primusshieldmaster	attackDamage	sfx_neutral_sunseer_attack_impact
neutral_primusshieldmaster	death	sfx_neutral_sunseer_death
neutral_primusshieldmaster	receiveDamage	sfx_neutral_sunseer_hit
neutral_primusshieldmaster	walk	sfx_neutral_ladylocke_attack_impact
neutral_prismaticillusionist	apply	sfx_unit_deploy_1
neutral_prismaticillusionist	attack	sfx_f3_dunecaster_attack_swing
neutral_prismaticillusionist	attackDamage	sfx_f3_dunecaster_impact
neutral_prismaticillusionist	death	sfx_f3_dunecaster_death
neutral_prismaticillusionist	receiveDamage	sfx_f3_dunecaster_hit
neutral_prismaticillusionist	walk	sfx_unit_run_magical_3
neutral_prismaticillusionistminion	apply	sfx_unit_deploy_3
neutral_prismaticillusionistminion	attack	sfx_f3_dunecaster_attack_swing
neutral_prismaticillusionistminion	attackDamage	sfx_f3_dunecaster_impact
neutral_prismaticillusionistminion	death	sfx_f3_dunecaster_death
neutral_prismaticillusionistminion	receiveDamage	sfx_f3_dunecaster_hit
neutral_prismaticillusionistminion	walk	sfx_unit_run_magical_4
neutral_prongbok	apply	sfx_unit_deploy_2
neutral_prongbok	attack	sfx_neutral_golemdragonbone_attack_swing
neutral_prongbok	attackDamage	sfx_neutral_golemdragonbone_impact
neutral_prongbok	death	sfx_neutral_golemdragonbone_death
neutral_prongbok	receiveDamage	sfx_neutral_golemdragonbone_hit
neutral_prongbok	walk	sfx_unit_physical_4
neutral_prophetwhitepalm	apply	sfx_neutral_ubo_attack_swing
neutral_prophetwhitepalm	attack	sfx_neutral_prophetofthewhite_attack_swing
neutral_prophetwhitepalm	attackDamage	sfx_neutral_prophetofthewhite_impact
neutral_prophetwhitepalm	death	sfx_neutral_prophetofthewhite_death
neutral_prophetwhitepalm	receiveDamage	sfx_neutral_prophetofthewhite_hit
neutral_prophetwhitepalm	walk	sfx_neutral_ubo_attack_swing
neutral_purgatos	apply	sfx_ui_booster_packexplode
neutral_purgatos	attack	sfx_neutral_dancingblades_attack_swing
neutral_purgatos	attackDamage	sfx_neutral_golemdragonbone_impact
neutral_purgatos	death	sfx_neutral_golemdragonbone_death
neutral_purgatos	receiveDamage	sfx_neutral_dancingblades_hit
neutral_purgatos	walk	sfx_neutral_ladylocke_attack_impact
neutral_quahog	apply	sfx_unit_deploy
neutral_quahog	attack	sfx_f4_daemongate_attack_swing
neutral_quahog	attackDamage	sfx_f4_daemongate_attack_impact
neutral_quahog	death	sfx_f4_daemongate_death
neutral_quahog	receiveDamage	sfx_f4_daemongate_hit
neutral_quahog	walk	sfx_neutral_ladylocke_attack_impact
neutral_quartermastergauj	apply	sfx_summonlegendary
neutral_quartermastergauj	attack	sfx_f2_celestialphantom_attack_swing
neutral_quartermastergauj	attackDamage	sfx_neutral_monsterdreamoracle_attack_impact
neutral_quartermastergauj	death	sfx_neutral_monsterdreamoracle_death
neutral_quartermastergauj	receiveDamage	sfx_neutral_monsterdreamoracle_hit
neutral_quartermastergauj	walk	sfx_unit_run_magical_4
neutral_rawr	apply	sfx_summonlegendary
neutral_rawr	attack	sfx_neutral_beastsaberspinetiger_attack_swing
neutral_rawr	attackDamage	sfx_neutral_beastsaberspinetiger_attack_impact
neutral_rawr	death	sfx_neutral_beastsaberspinetiger_death
neutral_rawr	receiveDamage	sfx_neutral_beastsaberspinetiger_hit
neutral_rawr	walk	sfx_neutral_arakiheadhunter_hit
neutral_razorcraggolem	apply	sfx_unit_deploy_3
neutral_razorcraggolem	attack	sfx_neutral_stormmetalgolem_attack_swing
neutral_razorcraggolem	attackDamage	sfx_neutral_stormmetalgolem_attack_impact
neutral_razorcraggolem	death	sfx_neutral_stormmetalgolem_death
neutral_razorcraggolem	receiveDamage	sfx_neutral_stormmetalgolem_hit
neutral_razorcraggolem	walk	sfx_neutral_ladylocke_attack_impact
neutral_rejuvenator	apply	sfx_spell_immolation_b
neutral_rejuvenator	attack	sfx_neutral_emeraldrejuvenator_attack_swing
neutral_rejuvenator	attackDamage	sfx_f1_silvermanevanguard_attack_impact
neutral_rejuvenator	death	sfx_neutral_emeraldrejuvenator_death
neutral_rejuvenator	receiveDamage	sfx_f1_silvermanevanguard_hit
neutral_rejuvenator	walk	sfx_unit_run_charge_4
neutral_replicator	apply	sfx_spell_diretidefrenzy
neutral_replicator	attack	sfx_neutral_swordmechaz0r_attack_swing
neutral_replicator	attackDamage	sfx_neutral_silitharveteran_attack_impact
neutral_replicator	death	sfx_neutral_silitharveteran_death
neutral_replicator	receiveDamage	sfx_neutral_silitharveteran_hit
neutral_replicator	walk	sfx_neutral_ladylocke_attack_impact
neutral_rok	apply	sfx_spell_diretidefrenzy
neutral_rok	attack	sfx_f6_icebeetle_attack_impact
